id	length	og
AL3G41080	1550	OG0000386
AL6G31890	1328	OG0000386
AL6G31900	1388	OG0000386
AL6G31950	987	OG0000386
AL6G32070	661	OG0000386
AL6G32090	1374	OG0000386
AL6G32102	1107	OG0000386
AL6G40190	3236	OG0000386
AL1G67210	3262	OG0000388
AL1G67230	2024	OG0000388
AL1G67240	3114	OG0000388
AL1G67280	3398	OG0000388
AL3G42680	1701	OG0000388
AL5G16480	2009	OG0000388
AL786U10010	591	OG0000388
AL1G37820	2642	OG0000402
AL1G37850	3542	OG0000402
AL1G38110	1341	OG0000402
AL1G38130	1033	OG0000402
AL3G41480	1200	OG0000402
AL3G41490	695	OG0000402
AL3G41560	1126	OG0000402
AL6G12720	1855	OG0000418
AL6G13690	682	OG0000418
AL9U10960	1585	OG0000418
AL1G31630	2394	OG0000419
AL5G40870	1379	OG0000419
AL7G31340	1966	OG0000419
AL4G34730	817	OG0000422
AL4G34740	724	OG0000422
AL4G34750	932	OG0000422
AL4G34760	802	OG0000422
AL4G34780	618	OG0000422
AL68U10030	841	OG0000422
AL68U10040	390	OG0000422
AL68U10050	726	OG0000422
AL123U10020	1920	OG0000432
AL1G57470	2916	OG0000434
AL2G10700	2913	OG0000434
AL2G10710	3674	OG0000434
AL2G10720	3221	OG0000434
AL7G47070	2787	OG0000434
AL7G47630	3095	OG0000434
AL7G47640	3075	OG0000434
AL8G22950	2721	OG0000434
AL1G29270	760	OG0000440
AL1G44400	1653	OG0000440
AL1G44470	1870	OG0000440
AL1G44860	1538	OG0000440
AL1G44890	2803	OG0000440
AL1G44920	1395	OG0000440
AL1G44930	802	OG0000440
AL1G44960	1121	OG0000440
AL1G48130	2175	OG0000440
AL1G49450	1621	OG0000440
AL1G59130	1163	OG0000440
AL8G27960	1933	OG0000440
AL1G35030	315	OG0000442
AL5G20660	2843	OG0000445
AL5G20690	2842	OG0000445
AL1G35450	1245	OG0000448
AL1G39460	882	OG0000448
AL3G43510	827	OG0000448
AL4G17880	1021	OG0000448
AL5G18580	1232	OG0000448
AL614U10020	1294	OG0000448
AL6G43140	517	OG0000448
AL7G51950	1227	OG0000448
AL5G34540	1041	OG0000452
AL1G16350	626	OG0000453
AL3G22880	2556	OG0000473
AL4G25530	1766	OG0000496
AL80U10070	766	OG0000496
AL3G40330	4144	OG0000500
AL8G24810	5228	OG0000500
AL211U10010	1836	OG0000501
AL8G28350	5385	OG0000501
AL8G28470	5244	OG0000501
AL8G28510	2035	OG0000501
AL8G28520	2465	OG0000501
AL8G28530	2202	OG0000501
AL8G28540	2302	OG0000501
AL8G28560	1316	OG0000501
AL8G28900	1417	OG0000501
AL1G52040	1794	OG0000503
AL8G17890	2014	OG0000503
AL1G56700	525	OG0000504
AL3G19600	525	OG0000504
AL6G44880	1497	OG0000504
AL5G16900	2337	OG0000510
AL5G18290	2339	OG0000510
AL6G42120	3103	OG0000510
AL8G18170	2127	OG0000510
AL3G37620	2393	OG0000513
AL5G32890	1840	OG0000513
AL5G32950	1460	OG0000513
AL5G32970	968	OG0000513
AL5G33030	4108	OG0000513
AL5G33220	1509	OG0000513
AL5G33250	1104	OG0000513
AL5G33260	1175	OG0000513
AL5G33270	1486	OG0000513
AL7G44280	1901	OG0000513
AL7G45230	1365	OG0000513
AL2G35840	559	OG0000534
AL2G16115	2435	OG0000535
AL2G16130	2771	OG0000535
AL2G16140	1527	OG0000535
AL2G16150	1089	OG0000535
AL2G16160	1631	OG0000535
AL2G16170	2830	OG0000535
AL2G16180	2401	OG0000535
AL3G13350	1467	OG0000546
AL3G13540	1374	OG0000546
AL3G36620	1478	OG0000546
AL919U10020	2770	OG0000546
AL998U10020	854	OG0000546
AL9U11730	1440	OG0000546
AL3G51970	1163	OG0000549
AL3G52000	1528	OG0000549
AL3G52010	1286	OG0000549
AL4G13820	1261	OG0000549
AL7G14190	1555	OG0000549
AL188U10010	277	OG0000589
AL4G12860	3053	OG0000589
AL5G25100	4415	OG0000589
AL5G31050	1072	OG0000589
AL1G16750	2775	OG0000591
AL3G14630	3544	OG0000591
AL3G16600	3356	OG0000591
AL3G18110	3175	OG0000591
AL6G27450	2442	OG0000591
AL8G22210	2982	OG0000591
AL1G24200	793	OG0000594
AL1G24250	3219	OG0000594
AL1G24380	3665	OG0000594
AL1G25890	941	OG0000594
AL1G36880	708	OG0000594
AL1G36930	588	OG0000594
AL1G36940	872	OG0000594
AL1G37000	711	OG0000594
AL4G42070	661	OG0000594
AL7G35910	588	OG0000594
AL7G35920	840	OG0000594
AL1G37890	2600	OG0000598
AL243U10010	468	OG0000598
AL2G19580	1297	OG0000598
AL3G10770	4024	OG0000598
AL3G10790	2139	OG0000598
AL5G21750	1262	OG0000598
AL8G25330	2021	OG0000598
AL3G22240	5821	OG0000599
AL3G39940	4136	OG0000599
AL3G46970	1332	OG0000599
AL3G53170	2314	OG0000599
AL4G18520	4865	OG0000599
AL4G19510	1853	OG0000599
AL5G23210	3883	OG0000599
AL6G15560	2695	OG0000599
AL6G25810	2162	OG0000599
AL6G39020	5065	OG0000599
AL6G44250	1349	OG0000599
AL7G37760	5963	OG0000601
AL1G34620	1149	OG0000605
AL3G22030	2879	OG0000605
AL3G30600	3805	OG0000605
AL3G41320	1346	OG0000605
AL3G41330	1592	OG0000605
AL3G41340	1250	OG0000605
AL3G41350	1056	OG0000605
AL4G22640	1233	OG0000605
AL4G22680	1812	OG0000605
AL4G22690	1114	OG0000605
AL8G10750	1214	OG0000605
AL1G65030	1054	OG0000606
AL6G37800	2040	OG0000606
AL8G28370	1606	OG0000606
AL8G28380	2109	OG0000606
AL8G28490	2919	OG0000606
AL8G28500	2055	OG0000606
AL8G28580	2060	OG0000606
AL8G28590	2037	OG0000606
AL8G32120	1944	OG0000618
AL3G37430	2581	OG0000620
AL3G37440	2909	OG0000620
AL3G37560	2637	OG0000620
AL3G37570	2677	OG0000620
AL4G14280	1975	OG0000620
AL57U10020	2655	OG0000620
AL57U10030	680	OG0000620
AL1G49400	2756	OG0000621
AL7G45610	313	OG0000621
AL158U10020	2733	OG0000639
AL158U10030	9403	OG0000639
AL2G31040	2337	OG0000639
AL2G31050	2628	OG0000639
AL2G31060	2748	OG0000639
AL1G57810	3367	OG0000679
AL1G63440	2164	OG0000679
AL1G66430	343	OG0000692
AL4G15990	454	OG0000692
AL5G15840	393	OG0000692
AL5G16640	409	OG0000692
AL5G17120	445	OG0000692
AL1G49830	481	OG0000712
AL3G21830	451	OG0000712
AL3G49390	431	OG0000712
AL4G12990	473	OG0000712
AL4G13000	1471	OG0000712
AL6G26180	612	OG0000712
AL7G52140	710	OG0000712
AL215U10060	1178	OG0000720
AL269U10022	1002	OG0000720
AL269U10030	1298	OG0000720
AL269U10040	1298	OG0000720
AL269U10050	1298	OG0000720
AL3G41370	2689	OG0000720
AL3G41380	1239	OG0000720
AL3G41390	1196	OG0000720
AL3G41400	1192	OG0000720
AL8G37440	1120	OG0000720
AL1G66700	419	OG0000724
AL4G21420	428	OG0000724
AL5G20730	2051	OG0000724
AL5G23780	2400	OG0000724
AL6G37180	1897	OG0000724
AL7G40240	750	OG0000724
AL8G40900	898	OG0000724
AL9U10510	3626	OG0000724
AL1G32050	3014	OG0000725
AL4G38000	1855	OG0000725
AL4G38030	2035	OG0000725
AL5G23010	2380	OG0000725
AL5G23100	1385	OG0000725
AL5G23110	1389	OG0000725
AL7G22840	1587	OG0000725
AL7G23550	3195	OG0000725
AL1G41300	853	OG0000728
AL3G31830	1621	OG0000728
AL6G25390	283	OG0000728
AL1G54130	1180	OG0000731
AL1G54580	1449	OG0000731
AL1G54620	1492	OG0000731
AL1G58610	488	OG0000731
AL2G11100	1511	OG0000731
AL6G50950	2237	OG0000736
AL1G65230	159	OG0000739
AL2G18220	316	OG0000739
AL2G18240	317	OG0000739
AL2G18250	316	OG0000739
AL1G40150	2773	OG0000761
AL358U10020	2116	OG0000761
AL4G18740	3437	OG0000761
AL5G11470	3148	OG0000761
AL5G19700	6398	OG0000792
AL5G19780	1566	OG0000792
AL1G56010	2360	OG0000817
AL304U10030	1535	OG0000817
AL3G16010	6905	OG0000817
AL3G16040	1818	OG0000817
AL5G22900	1435	OG0000817
AL6G37010	2112	OG0000817
AL8G28550	2161	OG0000817
AL249U10020	2515	OG0000822
AL249U10030	1365	OG0000822
AL249U10050	1506	OG0000822
AL3G34940	1651	OG0000822
AL3G34950	1195	OG0000822
AL3G34960	1583	OG0000822
AL3G34970	810	OG0000822
AL3G34990	2056	OG0000822
AL6G39480	4711	OG0000846
AL7G15460	2425	OG0000846
AL8G14650	5153	OG0000846
AL8G14670	4512	OG0000846
AL1G50610	7697	OG0000857
AL6G42660	4011	OG0000857
	2540	OG0000862
AL1046U10010	722	OG0000865
AL1G48240	1306	OG0000865
AL2G15210	1104	OG0000865
AL2G18160	1983	OG0000865
AL2G22980	1166	OG0000865
AL355U10010	2008	OG0000865
AL4G19210	1216	OG0000865
AL5G34660	1218	OG0000865
AL7G42180	1993	OG0000865
AL7G46420	1141	OG0000865
AL5G30080	2384	OG0000887
AL5G30090	1422	OG0000887
AL5G30100	1671	OG0000887
AL5G30110	1299	OG0000887
AL8G43970	3024	OG0000887
AL4G26930	553	OG0000893
AL7G30220	967	OG0000893
AL7G47240	1717	OG0000893
AL8G16330	2892	OG0000893
AL8G29070	1002	OG0000893
AL22U10010	510	OG0000907
AL3G22600	3967	OG0000907
AL7G20330	470	OG0000907
AL7G20370	3160	OG0000907
AL7G51970	1255	OG0000907
AL7G51980	619	OG0000907
AL1G31240	930	OG0000913
AL1G31270	877	OG0000913
AL1G31610	549	OG0000913
AL1G34810	863	OG0000913
AL1G35170	995	OG0000913
AL1G35390	1110	OG0000913
AL1G35480	498	OG0000913
AL3G33590	760	OG0000913
AL1G38470	2534	OG0000929
AL1G38480	2276	OG0000929
AL1G38490	2073	OG0000929
AL8G21080	2037	OG0000929
AL8G21090	2341	OG0000929
AL6G38960	1084	OG0000949
AL6G38970	1168	OG0000949
AL6G40080	1156	OG0000949
AL6G40090	1179	OG0000949
AL4G26670	628	OG0000962
AL4G27540	1471	OG0000962
AL4G28060	1336	OG0000962
AL4G28420	1062	OG0000962
AL123U10010	2263	OG0001007
AL26U10030	1960	OG0001007
AL26U10060	2254	OG0001007
AL3G40880	2791	OG0001007
AL3G40890	1529	OG0001007
AL3G41020	2235	OG0001007
AL3G41050	1981	OG0001007
AL5G41770	2396	OG0001019
AL5G41790	1743	OG0001019
AL5G11890	1645	OG0001038
AL6G28130	635	OG0001079
AL7G37270	534	OG0001079
AL96U10010	7140	OG0001079
AL1G50110	1064	OG0001115
AL1G50120	951	OG0001115
AL1G50150	769	OG0001115
AL1G50170	1378	OG0001115
AL1G50190	1155	OG0001115
AL1G50210	1046	OG0001115
AL1G50220	4221	OG0001115
AL1G56990	890	OG0001127
AL2G19320	588	OG0001127
AL3G40990	703	OG0001127
AL4G18060	863	OG0001127
AL5G24470	764	OG0001127
AL6G38890	661	OG0001127
AL6G49470	721	OG0001127
AL5G19550	4069	OG0001132
AL7G52290	10271	OG0001132
AL7G52310	4548	OG0001132
AL7G52360	8410	OG0001132
AL7G52380	4769	OG0001132
AL7G52410	7469	OG0001132
AL1G45700	4259	OG0001135
AL1G57250	2969	OG0001135
AL211U10020	3915	OG0001135
AL3G21260	4928	OG0001135
AL446U10030	2989	OG0001135
AL4G19890	5675	OG0001135
AL4G30840	6522	OG0001135
AL9U11170	7465	OG0001135
AL4G35640	1569	OG0001136
AL4G35650	2119	OG0001136
AL4G35660	1751	OG0001136
AL4G35680	1635	OG0001136
AL7G18260	446	OG0001136
AL7G47920	1380	OG0001136
AL2G10570	1570	OG0001139
AL2G12670	616	OG0001139
AL2G19440	2107	OG0001139
AL3G29100	393	OG0001139
AL3G45380	586	OG0001139
AL3G45450	1125	OG0001139
AL6G40320	3688	OG0001139
AL8G19200	672	OG0001139
AL6G37940	812	OG0001188
AL6G37960	2783	OG0001188
AL6G37970	1266	OG0001188
AL6G37980	1815	OG0001188
AL8G21140	2879	OG0001188
AL4G42570	786	OG0001196
AL4G42610	632	OG0001196
AL2G14690	610	OG0001202
AL2G14700	509	OG0001202
AL2G14720	505	OG0001202
AL8G22740	555	OG0001202
AL3G31580	1469	OG0001262
AL3G31610	1372	OG0001262
AL3G31620	1351	OG0001262
AL3G32310	1752	OG0001262
AL3G32820	1343	OG0001262
AL3G50560	1308	OG0001262
AL686U10010	1396	OG0001318
AL7G52260	2276	OG0001318
AL7G52280	2876	OG0001318
AL7G52300	2836	OG0001318
AL7G52400	2248	OG0001318
AL7G52430	1843	OG0001318
AL7G25010	1018	OG0001336
AL8G29290	873	OG0001336
AL8G29300	815	OG0001336
AL8G29320	300	OG0001336
AL8G29330	269	OG0001336
AL1G39220	3194	OG0001349
AL1G39230	1475	OG0001349
AL6G26510	2584	OG0001349
AL2G19100	983	OG0001363
AL5G20650	686	OG0001363
AL6G30000	3924	OG0001392
AL6G30010	2525	OG0001392
AL6G30020	2264	OG0001392
AL6G30030	1573	OG0001392
AL6G30040	3552	OG0001392
AL6G30050	2588	OG0001392
AL6G30060	2581	OG0001392
AL6G30070	2694	OG0001392
AL2G11060	1522	OG0001395
AL2G13760	1535	OG0001395
AL6G43420	1586	OG0001395
AL3G44670	683	OG0001398
AL7G48730	2840	OG0001398
AL4G31290	6905	OG0001400
AL4G35260	2739	OG0001400
AL4G35290	2180	OG0001400
AL4G35450	2403	OG0001400
AL4G35480	2383	OG0001400
AL4G26680	1357	OG0001401
AL4G26690	974	OG0001401
AL5G36930	841	OG0001401
AL6G44630	1000	OG0001401
AL6G44660	873	OG0001401
AL5G20820	2078	OG0001408
AL6G14840	2169	OG0001408
AL7G21960	2059	OG0001408
AL8G11220	1212	OG0001408
AL8G20770	3166	OG0001408
AL5G41570	1069	OG0001411
AL8G21440	1832	OG0001411
AL8G40910	1125	OG0001411
AL8G41190	1122	OG0001411
AL8G41200	2205	OG0001411
AL8G41820	1051	OG0001411
AL8G43360	3515	OG0001411
AL4G43050	2965	OG0001412
AL4G43060	2061	OG0001412
AL4G43070	1557	OG0001412
AL4G43090	5340	OG0001412
AL4G43100	1366	OG0001412
AL4G43120	1995	OG0001412
AL4G43680	1673	OG0001412
AL8G32920	2017	OG0001412
AL2G15130	2474	OG0001688
AL3G47160	6465	OG0001688
AL3G49090	620	OG0001769
AL5G22280	477	OG0001769
AL6G48590	460	OG0001769
AL8G38340	516	OG0001769
AL1G32750	1335	OG0001813
AL3G14930	1035	OG0001813
AL3G53220	1261	OG0001813
AL4G29500	1482	OG0001813
AL7G10840	1376	OG0001813
AL8G13050	2125	OG0001813
AL8G36490	2158	OG0001820
AL8G39400	2010	OG0001841
AL8G39540	3267	OG0001841
AL8G39570	2107	OG0001841
AL8G39590	659	OG0001841
AL8G39600	3595	OG0001841
AL8G39640	465	OG0001841
AL1G58510	2971	OG0001885
AL4G14300	2464	OG0001893
AL1G59830	2633	OG0001901
AL1G59840	1348	OG0001901
AL6G45960	646	OG0001901
AL6G46350	1109	OG0001901
AL6G46470	1292	OG0001901
AL8G22560	268	OG0001901
AL34U10020	1383	OG0001911
AL34U10030	1456	OG0001911
AL4G14410	778	OG0001911
AL5G40960	1423	OG0001911
AL8G21850	5231	OG0001911
AL8G22260	1453	OG0001911
AL8G22280	1448	OG0001911
AL5G13330	1238	OG0001918
AL5G13340	1275	OG0001918
AL5G13350	1475	OG0001918
AL6G22950	1410	OG0001918
AL7G52550	1461	OG0001918
AL7G52570	1359	OG0001918
AL5G40610	2158	OG0001923
AL5G40780	2360	OG0001923
AL5G40830	2372	OG0001923
AL7G52190	4563	OG0001923
AL7G52200	2126	OG0001923
AL7G52210	2247	OG0001923
AL2G20160	1242	OG0001927
AL2G20170	1300	OG0001927
AL2G20250	1355	OG0001927
AL2G20310	981	OG0001927
AL8G34580	626	OG0001927
AL8G34600	685	OG0001927
AL1G62110	1530	OG0001928
AL1G62130	1392	OG0001928
AL1G62140	1313	OG0001928
AL1G62500	1416	OG0001928
AL2G15380	1427	OG0001928
AL2G20010	1934	OG0001929
AL2G20020	1975	OG0001929
AL2G20030	4500	OG0001929
AL2G20070	1356	OG0001929
AL2G20200	1905	OG0001929
AL6G40220	1513	OG0001929
AL3G20240	1325	OG0002178
AL3G20250	1413	OG0002178
AL3G20260	2236	OG0002178
AL6G14890	2273	OG0002178
AL6G15310	1693	OG0002178
AL7G50290	263	OG0002370
AL7G50310	698	OG0002370
AL7G50960	838	OG0002370
AL7G51070	755	OG0002370
AL4G20750	2435	OG0002564
AL3G20490	2476	OG0002742
AL6G11400	2765	OG0002742
AL6G11410	2905	OG0002742
AL1G47980	1609	OG0002810
AL1G47990	1144	OG0002810
AL1G48010	1502	OG0002810
AL1G48070	1477	OG0002810
AL1G48080	1603	OG0002810
AL3G46500	1511	OG0002810
AL5G17530	1741	OG0002829
AL2G11470	1796	OG0002867
AL2G15770	1262	OG0002867
AL4G40910	1527	OG0002867
AL4G40920	1629	OG0002867
AL4G40930	1628	OG0002867
AL4G40970	2165	OG0002867
AL5G13720	960	OG0002883
AL2G27190	799	OG0002891
AL3G49140	1896	OG0002891
AL4G14560	1826	OG0002891
AL6G28820	1798	OG0002891
AL2G16320	1265	OG0002892
AL2G16330	1255	OG0002892
AL2G16340	1225	OG0002892
AL2G16550	1203	OG0002892
AL2G17690	2168	OG0002893
AL2G17710	1186	OG0002893
AL2G17720	1377	OG0002893
AL6G40420	1070	OG0002893
AL6G40430	1457	OG0002893
AL6G40440	1656	OG0002893
AL1G35130	330	OG0002919
AL1G35140	328	OG0002919
AL1G35260	328	OG0002919
AL1G35270	322	OG0002919
AL1G35280	328	OG0002919
AL8G17120	1258	OG0003409
AL8G17140	1449	OG0003409
AL8G17150	1354	OG0003409
AL97U10010	1451	OG0003409
AL97U10020	1439	OG0003409
AL4G38680	1148	OG0003680
AL1G53980	1649	OG0003687
AL1G53990	1891	OG0003687
AL311U10010	3177	OG0003687
AL7G51580	1968	OG0003687
AL8G26210	1635	OG0003687
AL1G17320	1867	OG0003691
AL1G22140	1742	OG0003691
AL1G22150	1791	OG0003691
AL1G22160	2112	OG0003691
AL638U10010	1139	OG0003691
AL6G33710	3711	OG0003730
AL3G39250	351	OG0003767
AL3G53950	1050	OG0003767
AL4G11220	1445	OG0003767
AL4G11240	3660	OG0003767
AL4G11250	1471	OG0003767
AL1G27390	2814	OG0003807
AL2G29190	2424	OG0003807
AL2G41520	4165	OG0003807
AL3G27110	3068	OG0003807
AL5G20790	3145	OG0003807
AL5G29610	1433	OG0003808
AL5G43650	2275	OG0003808
AL5G43690	1555	OG0003808
AL5G43830	1519	OG0003808
AL5G44790	1494	OG0003808
AL304U10020	2113	OG0003820
AL304U10040	2128	OG0003820
AL3G16000	2303	OG0003820
AL6G28100	1941	OG0003820
AL6G28180	444	OG0003820
AL1G40920	702	OG0004081
AL3G35140	1693	OG0004081
AL3G35150	1464	OG0004081
AL3G35160	1435	OG0004081
AL6G44060	2288	OG0004081
AL2G11030	1787	OG0004132
AL2G11040	1400	OG0004132
AL2G11070	1521	OG0004132
AL2G11960	1563	OG0004132
AL6G43560	1583	OG0004132
AL1G54860	1586	OG0004303
AL3G47620	2066	OG0004303
AL3G49550	635	OG0004303
AL4G31270	1321	OG0004303
AL1G66270	1294	OG0004694
AL6G29130	1197	OG0004694
AL6G29140	1452	OG0004694
AL6G29160	1765	OG0004694
AL6G29360	1454	OG0004694
AL8G19400	379	OG0004872
AL8G19410	379	OG0004872
AL8G19420	380	OG0004872
AL8G19430	382	OG0004872
AL8G19452	381	OG0004872
AL1G51900	1371	OG0005764
AL1G53100	1615	OG0005764
AL1G62520	1445	OG0005764
AL4G16810	1348	OG0005764
