family_id	gene	final_status	n
OG0000096	AT1G44020	P	135
OG0000096	AT1G44030	F	1
OG0000096	AT1G44030	P	128
OG0000096	AT1G44030	U	44
OG0000096	AT1G45243	F	3
OG0000096	AT1G45243	P	37
OG0000096	AT1G45243	U	96
OG0000096	AT1G62030	P	1
OG0000096	AT1G62030	U	135
OG0000096	AT1G66440	P	22
OG0000096	AT1G66440	U	114
OG0000096	AT1G66450	P	25
OG0000096	AT1G66450	U	111
OG0000096	AT2G28460	F	1
OG0000096	AT2G28460	P	4
OG0000096	AT2G28460	U	131
OG0000096	AT3G21210	P	136
OG0000096	AT3G26240	F	1
OG0000096	AT3G26240	P	110
OG0000096	AT3G26240	U	23
OG0000096	AT3G26250	F	92
OG0000096	AT3G26250	P	29
OG0000096	AT3G26250	U	85
OG0000096	AT3G50010	F	3
OG0000096	AT3G50010	P	28
OG0000096	AT3G50010	U	105
OG0000096	AT4G02540	U	10
OG0000096	AT4G10560	F	1
OG0000096	AT4G10560	P	32
OG0000096	AT4G10560	U	103
OG0000096	AT4G13130	F	1
OG0000096	AT4G13130	P	39
OG0000096	AT4G13130	U	96
OG0000096	AT4G15070	P	136
OG0000096	AT4G26380	F	2
OG0000096	AT4G26380	P	22
OG0000096	AT4G26380	U	111
OG0000096	AT5G03355	P	85
OG0000096	AT5G03355	U	8
OG0000096	AT5G03360	F	3
OG0000096	AT5G03360	U	133
OG0000096	AT5G37210	P	135
OG0000096	AT5G48320	F	1
OG0000096	AT5G48320	P	172
OG0000096	AT5G48320	U	66
OG0000100	AT1G31960	F	32
OG0000100	AT1G31960	P	47
OG0000100	AT1G31960	U	56
OG0000100	AT2G11462	P	133
OG0000103	AT1G03660	U	136
OG0000103	AT1G03670	P	136
OG0000103	AT4G03440	P	130
OG0000103	AT4G03450	P	135
OG0000103	AT4G03460	P	136
OG0000103	AT4G03470	P	82
OG0000103	AT4G03480	P	86
OG0000103	AT4G03490	P	84
OG0000103	AT4G03495	F	1
OG0000103	AT4G03495	P	45
OG0000103	AT4G03495	U	38
OG0000103	AT4G03500	F	3
OG0000103	AT4G03500	P	57
OG0000103	AT4G03500	U	25
OG0000103	AT4G03505	F	1
OG0000103	AT4G03505	P	14
OG0000103	AT4G03505	U	82
OG0000103	AT4G05040	P	102
OG0000103	AT4G05040	U	9
OG0000103	AT4G14390	P	6
OG0000103	AT4G14390	U	58
OG0000103	AT4G14400	P	9
OG0000103	AT4G14400	U	84
OG0000106	AT1G55060	F	8
OG0000106	AT1G55060	P	4
OG0000106	AT1G55060	U	123
OG0000106	AT1G65350	A	13
OG0000106	AT1G65350	P	6
OG0000106	AT4G02890	P	3
OG0000106	AT4G02890	U	133
OG0000106	AT4G05050	F	4
OG0000106	AT4G05050	P	43
OG0000106	AT4G05050	U	109
OG0000106	AT4G05320	F	91
OG0000106	AT4G05320	P	5
OG0000106	AT4G05320	U	93
OG0000106	AT5G03240	F	1
OG0000106	AT5G03240	U	135
OG0000106	AT5G20620	U	136
OG0000106	AT5G37640	P	19
OG0000106	AT5G37640	U	117
OG0000107	AT1G27540	F	11
OG0000107	AT1G27540	P	15
OG0000107	AT1G27540	U	110
OG0000107	AT1G27550	P	123
OG0000107	AT1G27580	P	266
OG0000107	AT2G14290	F	7
OG0000107	AT2G14290	P	6
OG0000107	AT2G14290	U	118
OG0000107	AT2G14500	F	11
OG0000107	AT2G14500	P	19
OG0000107	AT2G14500	U	68
OG0000107	AT2G24080	P	136
OG0000107	AT5G25290	F	10
OG0000107	AT5G25290	P	2
OG0000107	AT5G25290	U	124
OG0000107	AT5G25300	F	7
OG0000107	AT5G25300	P	108
OG0000107	AT5G25300	U	21
OG0000118	AT1G04625	A	6
OG0000118	AT1G04625	P	123
OG0000118	AT1G27870	F	8
OG0000118	AT1G27870	P	14
OG0000118	AT1G27870	U	114
OG0000118	AT1G47497	P	59
OG0000118	AT1G47497	U	73
OG0000118	AT1G50160	F	2
OG0000118	AT1G50160	P	10
OG0000118	AT1G50160	U	92
OG0000118	AT1G77815	F	5
OG0000118	AT1G77815	P	33
OG0000118	AT1G77815	U	234
OG0000118	AT2G02650	F	5
OG0000118	AT2G02650	P	32
OG0000118	AT2G02650	U	78
OG0000118	AT2G04420	F	13
OG0000118	AT2G04420	P	11
OG0000118	AT2G04420	U	67
OG0000118	AT2G11205	P	3
OG0000118	AT2G11205	U	44
OG0000118	AT2G46460	F	2
OG0000118	AT2G46460	P	85
OG0000118	AT2G46460	U	111
OG0000118	AT3G09510	F	5
OG0000118	AT3G09510	P	21
OG0000118	AT3G09510	U	65
OG0000118	AT3G25270	F	1
OG0000118	AT3G25270	P	35
OG0000118	AT3G25270	U	96
OG0000118	AT3G32130	F	9
OG0000118	AT3G32130	P	30
OG0000118	AT3G32130	U	29
OG0000118	AT4G03292	P	4
OG0000118	AT4G03292	U	36
OG0000118	AT4G09775	F	22
OG0000118	AT4G09775	P	41
OG0000118	AT4G09775	U	64
OG0000118	AT5G43755	P	136
OG0000126	AT2G29150	P	136
OG0000126	AT2G29170	P	136
OG0000126	AT2G29260	P	3
OG0000126	AT2G29260	U	133
OG0000126	AT2G29290	F	18
OG0000126	AT2G29290	P	7
OG0000126	AT2G29290	U	111
OG0000126	AT2G29350	U	135
OG0000126	AT2G29360	U	136
OG0000126	AT2G29370	U	136
OG0000126	AT5G06060	P	136
OG0000141	AT4G13810	P	135
OG0000141	AT4G13820	P	6
OG0000141	AT4G13820	U	130
OG0000141	AT4G13880	F	3
OG0000141	AT4G13880	P	65
OG0000141	AT4G13880	U	65
OG0000141	AT4G13920	P	119
OG0000141	AT4G13920	U	2
OG0000142	AT1G29420	P	23
OG0000142	AT1G29420	U	112
OG0000142	AT1G29430	U	136
OG0000142	AT1G29440	F	63
OG0000142	AT1G29440	P	5
OG0000142	AT1G29440	U	99
OG0000142	AT1G29450	P	6
OG0000142	AT1G29450	U	128
OG0000142	AT1G29460	P	48
OG0000142	AT1G29460	U	87
OG0000142	AT1G29490	P	49
OG0000142	AT1G29490	U	87
OG0000142	AT1G29500	P	3
OG0000142	AT1G29500	U	132
OG0000142	AT1G29510	F	97
OG0000142	AT1G29510	P	7
OG0000142	AT1G29510	U	167
OG0000142	AT5G27780	P	1
OG0000142	AT5G27780	U	270
OG0000147	AT2G30385	P	4
OG0000147	AT2G30385	U	132
OG0000147	AT2G30615	P	85
OG0000147	AT2G30615	U	51
OG0000147	AT2G42955	P	136
OG0000147	AT2G43260	P	136
OG0000147	AT2G43270	P	114
OG0000147	AT2G43440	P	96
OG0000147	AT2G43440	U	37
OG0000147	AT2G43445	F	25
OG0000147	AT2G43445	P	20
OG0000147	AT2G43445	U	89
OG0000147	AT4G17780	F	3
OG0000147	AT4G17780	P	44
OG0000147	AT4G17780	U	89
OG0000150	AT1G46840	F	1
OG0000150	AT1G46840	P	7
OG0000150	AT1G46840	U	96
OG0000150	AT1G46912	P	33
OG0000150	AT1G46912	U	63
OG0000150	AT1G46984	F	28
OG0000150	AT1G46984	P	22
OG0000150	AT1G46984	U	86
OG0000150	AT2G19630	F	8
OG0000150	AT2G19630	P	15
OG0000150	AT2G19630	U	112
OG0000150	AT2G31470	U	136
OG0000150	AT3G23960	F	2
OG0000150	AT3G23960	P	30
OG0000150	AT3G23960	U	100
OG0000150	AT3G49450	F	24
OG0000150	AT3G49450	P	3
OG0000150	AT3G49450	U	109
OG0000150	AT5G65850	F	19
OG0000150	AT5G65850	P	41
OG0000150	AT5G65850	U	75
OG0000158	AT3G61170	P	136
OG0000159	AT1G69730	P	133
OG0000159	AT1G79680	P	136
OG0000164	AT2G02580	P	2
OG0000164	AT2G02580	U	134
OG0000164	AT3G26290	P	136
OG0000164	AT3G26300	P	133
OG0000164	AT3G26310	P	136
OG0000164	AT3G26320	P	135
OG0000164	AT3G26330	P	136
OG0000164	AT5G57260	P	136
OG0000166	AT1G64840	F	5
OG0000166	AT1G64840	P	2
OG0000166	AT1G64840	U	129
OG0000166	AT2G24250	F	3
OG0000166	AT2G24250	P	3
OG0000166	AT2G24250	U	130
OG0000167	AT1G62040	P	6
OG0000167	AT1G62040	U	130
OG0000167	AT2G45170	U	136
OG0000167	AT3G60640	U	136
OG0000167	AT4G04620	P	136
OG0000167	AT4G21980	U	136
OG0000170	AT2G11015	P	20
OG0000170	AT2G11015	U	43
OG0000170	AT4G06490	P	26
OG0000170	AT4G06490	U	92
OG0000170	AT5G29050	F	3
OG0000170	AT5G29050	P	51
OG0000170	AT5G29050	U	75
OG0000170	AT5G33898	P	23
OG0000170	AT5G33898	U	15
OG0000182	AT1G47300	P	123
OG0000182	AT1G47340	P	136
OG0000182	AT1G47350	P	131
OG0000182	AT1G60370	F	8
OG0000182	AT1G60370	P	54
OG0000182	AT1G60370	U	74
OG0000182	AT2G23160	F	3
OG0000182	AT2G23160	P	33
OG0000182	AT2G23160	U	100
OG0000184	AT2G25440	P	100
OG0000184	AT2G25440	U	36
OG0000184	AT2G32680	P	29
OG0000184	AT2G32680	U	106
OG0000184	AT2G33020	P	120
OG0000184	AT2G33050	P	136
OG0000184	AT2G33060	F	29
OG0000184	AT2G33060	P	3
OG0000184	AT2G33060	U	104
OG0000184	AT2G33080	P	118
OG0000184	AT2G33080	U	10
OG0000184	AT3G24900	F	67
OG0000184	AT3G24900	P	55
OG0000184	AT3G24900	U	9
OG0000184	AT3G24982	P	191
OG0000184	AT3G25010	F	191
OG0000184	AT3G25010	P	67
OG0000184	AT3G25010	U	49
OG0000184	AT3G25020	F	26
OG0000184	AT3G25020	P	96
OG0000184	AT3G25020	U	57
OG0000185	AT4G23140	F	1
OG0000185	AT4G23140	P	76
OG0000185	AT4G23140	U	57
OG0000185	AT4G23150	F	16
OG0000185	AT4G23150	U	115
OG0000185	AT4G23160	P	141
OG0000185	AT4G23160	U	7
OG0000185	AT4G23180	F	13
OG0000185	AT4G23180	P	2
OG0000185	AT4G23180	U	54
OG0000185	AT4G23230	P	84
OG0000186	AT2G06425	P	136
OG0000186	AT4G04265	P	136
OG0000186	AT5G34581	P	78
OG0000186	AT5G34581	U	16
OG0000188	AT3G19880	P	39
OG0000188	AT3G19880	U	97
OG0000188	AT3G20030	P	18
OG0000188	AT3G20030	U	118
OG0000188	AT4G05080	F	22
OG0000188	AT4G05080	P	96
OG0000188	AT4G05080	U	18
OG0000188	AT5G60560	P	33
OG0000188	AT5G60560	U	103
OG0000192	AT2G13770	F	1
OG0000192	AT2G13770	P	86
OG0000192	AT2G13770	U	44
OG0000192	AT3G29631	F	1
OG0000192	AT3G29631	P	77
OG0000192	AT3G29631	U	56
OG0000192	AT5G39980	U	136
OG0000196	AT3G14610	F	1
OG0000196	AT3G14610	P	2
OG0000196	AT3G14610	U	133
OG0000196	AT3G14630	P	1
OG0000196	AT3G14630	U	135
OG0000196	AT3G14640	F	1
OG0000196	AT3G14640	P	67
OG0000196	AT3G14640	U	68
OG0000196	AT3G14650	F	1
OG0000196	AT3G14650	P	13
OG0000196	AT3G14650	U	128
OG0000196	AT3G14660	P	4
OG0000196	AT3G14660	U	132
OG0000196	AT3G14680	P	2
OG0000196	AT3G14680	U	134
OG0000196	AT3G14690	P	29
OG0000196	AT3G14690	U	106
OG0000199	AT1G45190	F	19
OG0000199	AT1G45190	P	15
OG0000199	AT1G45190	U	102
OG0000199	AT1G47450	F	3
OG0000199	AT1G47450	P	66
OG0000199	AT1G47450	U	67
OG0000199	AT1G47470	F	100
OG0000199	AT1G47470	P	14
OG0000199	AT1G47470	U	136
OG0000199	AT1G52970	P	3
OG0000199	AT1G52970	U	133
OG0000199	AT2G04031	P	25
OG0000199	AT2G04031	U	110
OG0000199	AT2G04037	F	4
OG0000199	AT2G04037	P	1
OG0000199	AT2G04037	U	129
OG0000199	AT2G04041	F	2
OG0000199	AT2G04041	P	19
OG0000199	AT2G04041	U	115
OG0000199	AT3G11990	F	10
OG0000199	AT3G11990	P	12
OG0000199	AT3G11990	U	105
OG0000199	AT4G13261	P	16
OG0000199	AT4G13261	U	120
OG0000199	AT4G13263	P	46
OG0000199	AT4G13263	U	226
OG0000199	AT5G35405	F	120
OG0000199	AT5G35405	P	55
OG0000199	AT5G35405	U	233
OG0000200	AT5G40910	F	3
OG0000200	AT5G40910	P	62
OG0000200	AT5G40910	U	71
OG0000202	AT3G45860	P	136
OG0000202	AT4G23130	P	136
OG0000202	AT4G23270	F	10
OG0000202	AT4G23270	U	126
OG0000202	AT4G23280	F	15
OG0000202	AT4G23280	P	7
OG0000202	AT4G23280	U	114
OG0000202	AT4G23310	F	7
OG0000202	AT4G23310	P	10
OG0000202	AT4G23310	U	119
OG0000205	AT3G31430	P	6
OG0000205	AT3G31430	U	24
OG0000205	AT3G42140	P	114
OG0000206	AT2G03010	P	124
OG0000206	AT2G03010	U	11
OG0000206	AT4G09440	P	53
OG0000206	AT4G09440	U	83
OG0000206	AT4G16530	F	1
OG0000206	AT4G16530	P	39
OG0000206	AT4G16530	U	118
OG0000206	AT5G37410	P	18
OG0000206	AT5G37410	U	118
OG0000206	AT5G37420	A	136
OG0000206	AT5G37430	P	18
OG0000206	AT5G37430	U	118
OG0000206	AT5G37460	F	9
OG0000206	AT5G37460	P	8
OG0000206	AT5G37460	U	119
OG0000206	AT5G37470	P	128
OG0000206	AT5G37470	U	136
OG0000206	AT5G37920	F	2
OG0000206	AT5G37920	P	35
OG0000206	AT5G37920	U	99
OG0000207	AT1G45100	F	1
OG0000207	AT1G45100	P	126
OG0000207	AT1G45100	U	9
OG0000207	AT3G10845	F	20
OG0000207	AT3G10845	P	23
OG0000207	AT3G10845	U	93
OG0000207	AT5G41690	P	136
OG0000210	AT1G54470	P	8
OG0000210	AT1G54470	U	128
OG0000210	AT1G74170	P	134
OG0000210	AT1G74180	P	136
OG0000210	AT1G74190	P	136
OG0000210	AT1G74200	P	21
OG0000210	AT1G74200	U	114
OG0000210	AT2G25470	P	8
OG0000210	AT2G25470	U	128
OG0000210	AT5G49290	F	7
OG0000210	AT5G49290	P	93
OG0000210	AT5G49290	U	36
OG0000213	AT2G36110	P	21
OG0000213	AT2G36110	U	115
OG0000213	AT3G12410	U	136
OG0000213	AT3G12420	P	136
OG0000213	AT3G12430	P	136
OG0000213	AT3G12440	F	2
OG0000213	AT3G12440	P	16
OG0000213	AT3G12440	U	118
OG0000213	AT3G12460	F	1
OG0000213	AT3G12460	P	7
OG0000213	AT3G12460	U	128
OG0000213	AT3G12470	P	21
OG0000213	AT3G12470	U	115
OG0000217	AT4G03635	P	4
OG0000217	AT4G03635	U	128
OG0000217	AT4G05460	P	136
OG0000217	AT4G05470	P	136
OG0000217	AT4G05475	P	136
OG0000220	AT1G69090	F	44
OG0000220	AT1G69090	P	33
OG0000220	AT1G69090	U	59
OG0000220	AT4G14165	P	136
OG0000220	AT4G22035	F	4
OG0000220	AT4G22035	P	61
OG0000220	AT4G22035	U	71
OG0000220	AT4G22060	F	59
OG0000220	AT4G22060	P	2
OG0000220	AT4G22060	U	75
OG0000220	AT4G22165	F	2
OG0000220	AT4G22165	P	4
OG0000220	AT4G22165	U	130
OG0000220	AT4G22170	P	48
OG0000220	AT4G22170	U	86
OG0000220	AT4G22180	F	1
OG0000220	AT4G22180	P	24
OG0000220	AT4G22180	U	111
OG0000220	AT4G22660	P	23
OG0000220	AT4G22660	U	111
OG0000220	AT5G66830	P	87
OG0000220	AT5G66830	U	49
OG0000224	AT1G20400	P	76
OG0000228	AT1G66100	P	25
OG0000228	AT1G72260	P	136
OG0000228	AT2G15010	U	136
OG0000228	AT5G36910	P	123
OG0000242	AT5G03480	P	134
OG0000242	AT5G03495	P	135
OG0000248	AT4G04110	P	127
OG0000248	AT4G04110	U	9
OG0000253	AT4G39550	P	1
OG0000253	AT4G39550	U	135
OG0000253	AT4G39560	P	12
OG0000253	AT4G39560	U	124
OG0000255	AT3G31550	P	91
OG0000258	AT2G18780	F	21
OG0000258	AT2G18780	P	71
OG0000258	AT2G18780	U	44
OG0000258	AT3G16740	U	136
OG0000261	AT1G17150	F	1
OG0000261	AT1G17150	P	4
OG0000261	AT1G17150	U	129
OG0000261	AT1G43080	P	136
OG0000261	AT1G43090	P	264
OG0000261	AT1G43100	P	108
OG0000261	AT2G15450	F	19
OG0000261	AT2G15450	P	44
OG0000261	AT2G15450	U	73
OG0000261	AT2G15460	F	19
OG0000261	AT2G15460	P	93
OG0000261	AT2G15460	U	157
OG0000261	AT2G15470	F	1
OG0000261	AT2G15470	P	133
OG0000261	AT2G15470	U	124
OG0000261	AT2G26620	P	440
OG0000261	AT2G40310	F	6
OG0000261	AT2G40310	P	14
OG0000261	AT2G40310	U	116
OG0000261	AT4G13760	F	26
OG0000261	AT4G13760	P	58
OG0000261	AT4G13760	U	53
OG0000264	AT2G24980	F	20
OG0000264	AT2G24980	P	15
OG0000264	AT2G24980	U	102
OG0000264	AT4G08400	F	2
OG0000264	AT4G08400	P	109
OG0000264	AT4G08400	U	57
OG0000264	AT4G13390	F	25
OG0000264	AT4G13390	P	3
OG0000264	AT4G13390	U	86
OG0000264	AT5G06630	F	62
OG0000264	AT5G06630	P	50
OG0000264	AT5G06630	U	197
OG0000264	AT5G35190	F	21
OG0000264	AT5G35190	P	79
OG0000264	AT5G35190	U	36
OG0000266	AT4G36140	P	80
OG0000266	AT5G17890	F	1
OG0000266	AT5G17890	P	5
OG0000266	AT5G17890	U	72
OG0000266	AT5G45050	P	136
OG0000266	AT5G45260	P	6
OG0000266	AT5G45260	U	116
OG0000269	AT1G44050	F	2
OG0000269	AT1G44050	P	2
OG0000269	AT1G44050	U	125
OG0000269	AT1G53340	P	25
OG0000269	AT1G53340	U	110
OG0000269	AT2G13895	P	89
OG0000269	AT2G13895	U	11
OG0000269	AT2G13900	F	16
OG0000269	AT2G13900	P	12
OG0000269	AT2G13900	U	108
OG0000269	AT2G13950	F	3
OG0000269	AT2G13950	P	116
OG0000269	AT2G13950	U	15
OG0000269	AT3G26550	F	34
OG0000269	AT3G26550	P	20
OG0000269	AT3G26550	U	82
OG0000269	AT4G10370	P	58
OG0000269	AT4G10370	U	50
OG0000269	AT5G02330	F	7
OG0000269	AT5G02330	P	4
OG0000269	AT5G02330	U	40
OG0000269	AT5G02340	P	105
OG0000269	AT5G02340	U	123
OG0000269	AT5G02350	F	95
OG0000269	AT5G02350	P	31
OG0000269	AT5G02350	U	5
OG0000269	AT5G02360	P	141
OG0000269	AT5G46670	F	4
OG0000269	AT5G46670	P	22
OG0000269	AT5G46670	U	108
OG0000269	AT5G55770	F	1
OG0000269	AT5G55770	P	10
OG0000269	AT5G55770	U	103
OG0000269	AT5G55780	F	4
OG0000269	AT5G55780	P	14
OG0000269	AT5G55780	U	101
OG0000269	AT5G55800	P	111
OG0000269	AT5G55800	U	6
OG0000271	AT1G52430	P	136
OG0000271	AT1G52450	P	260
OG0000271	AT2G27630	P	135
OG0000271	AT2G27650	P	136
OG0000271	AT5G02660	F	16
OG0000271	AT5G02660	P	74
OG0000271	AT5G02660	U	45
OG0000271	AT5G51530	P	136
OG0000271	AT5G61940	A	1
OG0000271	AT5G61940	P	18
OG0000271	AT5G61940	U	117
OG0000271	AT5G61950	P	5
OG0000271	AT5G61950	U	131
OG0000272	AT5G23960	F	7
OG0000272	AT5G23960	P	12
OG0000272	AT5G23960	U	117
OG0000276	AT3G29790	P	136
OG0000276	AT3G33528	A	3
OG0000276	AT3G33528	P	244
OG0000276	AT3G43880	P	237
OG0000276	AT4G07526	A	3
OG0000276	AT4G07526	P	309
OG0000297	AT4G19720	P	136
OG0000297	AT4G19730	P	135
OG0000297	AT4G19740	P	135
OG0000297	AT4G19750	P	136
OG0000297	AT4G19760	P	19
OG0000297	AT4G19760	U	132
OG0000297	AT4G19770	P	135
OG0000297	AT4G19800	P	135
OG0000297	AT4G19810	P	136
OG0000297	AT4G19820	P	136
OG0000298	AT1G34490	F	1
OG0000298	AT1G34490	P	28
OG0000298	AT1G34490	U	107
OG0000298	AT1G34500	P	46
OG0000298	AT1G34500	U	84
OG0000298	AT1G34520	F	104
OG0000298	AT1G34520	P	31
OG0000298	AT1G34520	U	132
OG0000298	AT5G51420	P	7
OG0000298	AT5G51420	U	129
OG0000298	AT5G55320	P	3
OG0000298	AT5G55320	U	133
OG0000298	AT5G55330	F	3
OG0000298	AT5G55330	P	17
OG0000298	AT5G55330	U	116
OG0000298	AT5G55340	U	136
OG0000298	AT5G55350	F	14
OG0000298	AT5G55350	P	3
OG0000298	AT5G55350	U	119
OG0000298	AT5G55360	P	53
OG0000298	AT5G55360	U	83
OG0000299	AT3G08810	P	19
OG0000299	AT3G08810	U	117
OG0000299	AT3G09750	P	136
OG0000299	AT5G38670	P	9
OG0000299	AT5G38670	U	112
OG0000299	AT5G38680	F	7
OG0000299	AT5G38680	P	95
OG0000299	AT5G38680	U	34
OG0000299	AT5G51250	P	30
OG0000299	AT5G51250	U	106
OG0000319	AT1G72800	F	1
OG0000319	AT1G72800	P	21
OG0000319	AT1G72800	U	114
OG0000319	AT4G08730	P	133
OG0000320	AT3G04210	P	136
OG0000325	AT1G54550	F	1
OG0000325	AT1G54550	P	10
OG0000325	AT1G54550	U	125
OG0000325	AT1G59680	P	64
OG0000325	AT1G59680	U	3
OG0000325	AT1G66490	P	132
OG0000325	AT1G67450	F	1
OG0000325	AT1G67450	P	36
OG0000325	AT1G67450	U	99
OG0000325	AT1G67455	P	20
OG0000325	AT1G67455	U	102
OG0000325	AT3G13680	F	43
OG0000325	AT3G13680	P	9
OG0000325	AT3G13680	U	84
OG0000325	AT3G14030	P	136
OG0000325	AT3G49510	F	21
OG0000325	AT3G49510	P	1
OG0000325	AT3G49510	U	113
OG0000325	AT3G49520	F	31
OG0000325	AT3G49520	P	14
OG0000325	AT3G49520	U	91
OG0000325	AT4G17200	P	4
OG0000325	AT4G17200	U	132
OG0000329	AT1G58037	F	1
OG0000329	AT1G58037	P	25
OG0000329	AT1G58037	U	108
OG0000329	AT2G04500	F	1
OG0000329	AT2G04500	P	33
OG0000329	AT2G04500	U	102
OG0000329	AT3G06990	F	6
OG0000329	AT3G06990	P	103
OG0000329	AT3G06990	U	26
OG0000329	AT3G07000	F	25
OG0000329	AT3G07000	P	75
OG0000329	AT3G07000	U	105
OG0000329	AT3G25850	P	4
OG0000329	AT3G25850	U	132
OG0000329	AT4G14980	F	7
OG0000329	AT4G14980	P	13
OG0000329	AT4G14980	U	116
OG0000329	AT5G16430	P	22
OG0000329	AT5G16430	U	114
OG0000329	AT5G29624	P	23
OG0000329	AT5G29624	U	88
OG0000329	AT5G40320	F	4
OG0000329	AT5G40320	P	6
OG0000329	AT5G40320	U	126
OG0000329	AT5G44770	F	30
OG0000329	AT5G44770	P	4
OG0000329	AT5G44770	U	102
OG0000329	AT5G45730	F	36
OG0000329	AT5G45730	P	60
OG0000329	AT5G45730	U	40
OG0000329	AT5G54020	P	32
OG0000329	AT5G54020	U	18
OG0000329	AT5G54030	F	1
OG0000329	AT5G54030	P	132
OG0000329	AT5G54030	U	3
OG0000329	AT5G54040	P	2
OG0000329	AT5G54040	U	33
OG0000329	AT5G54050	P	150
OG0000338	AT1G11270	A	133
OG0000338	AT1G11270	U	4
OG0000339	AT1G05080	P	19
OG0000339	AT1G05080	U	117
OG0000339	AT5G40750	F	19
OG0000339	AT5G40750	P	45
OG0000339	AT5G40750	U	72
OG0000339	AT5G44850	P	60
OG0000339	AT5G44850	U	76
OG0000343	AT1G30140	P	88
OG0000343	AT1G30140	U	48
OG0000343	AT2G29880	F	1
OG0000343	AT2G29880	P	17
OG0000343	AT2G29880	U	21
OG0000343	AT5G27260	P	58
OG0000343	AT5G27260	U	65
OG0000343	AT5G28820	P	3
OG0000343	AT5G28820	U	132
OG0000343	AT5G29613	P	131
OG0000343	AT5G35540	P	24
OG0000343	AT5G35540	U	89
OG0000347	AT1G45063	P	136
OG0000347	AT3G53330	P	10
OG0000347	AT3G53330	U	126
OG0000347	AT4G01380	P	136
OG0000348	AT2G15042	A	1
OG0000348	AT2G15042	P	125
OG0000348	AT2G15042	U	10
OG0000348	AT2G15080	F	1
OG0000348	AT2G15080	P	24
OG0000348	AT2G15080	U	111
OG0000348	AT3G05650	F	21
OG0000348	AT3G05650	P	20
OG0000348	AT3G05650	U	95
OG0000348	AT3G05660	F	42
OG0000348	AT3G05660	P	1
OG0000348	AT3G05660	U	93
OG0000348	AT3G11010	F	63
OG0000348	AT3G11010	P	36
OG0000348	AT3G11010	U	37
OG0000348	AT3G11080	F	3
OG0000348	AT3G11080	P	57
OG0000348	AT3G11080	U	100
OG0000348	AT3G28890	F	2
OG0000348	AT3G28890	P	205
OG0000348	AT3G28890	U	34
OG0000348	AT5G25910	F	3
OG0000348	AT5G25910	P	42
OG0000348	AT5G25910	U	91
OG0000348	AT5G27060	F	61
OG0000348	AT5G27060	P	75
OG0000348	AT5G27060	U	100
OG0000360	AT1G70020	F	40
OG0000360	AT1G70020	P	2
OG0000360	AT1G70020	U	94
OG0000360	AT1G70040	F	3
OG0000360	AT1G70040	P	15
OG0000360	AT1G70040	U	118
OG0000360	AT1G70120	F	25
OG0000360	AT1G70120	P	2
OG0000360	AT1G70120	U	109
OG0000360	AT3G60700	P	4
OG0000360	AT3G60700	U	132
OG0000360	AT5G39330	P	13
OG0000360	AT5G39330	U	123
OG0000361	AT1G32430	P	132
OG0000361	AT1G47390	P	77
OG0000361	AT1G47390	U	59
OG0000361	AT2G14710	F	26
OG0000361	AT2G14710	P	6
OG0000361	AT2G14710	U	104
OG0000361	AT3G16580	F	1
OG0000361	AT3G16580	P	17
OG0000361	AT3G16580	U	118
OG0000367	AT1G73490	P	135
OG0000372	AT3G26190	P	136
OG0000372	AT3G26200	P	2
OG0000372	AT3G26200	U	133
OG0000372	AT3G44250	P	111
OG0000372	AT3G53280	U	136
OG0000372	AT3G53290	F	1
OG0000372	AT3G53290	P	9
OG0000372	AT3G53290	U	126
OG0000372	AT3G53300	F	24
OG0000372	AT3G53300	P	9
OG0000372	AT3G53300	U	103
OG0000372	AT3G53305	P	70
OG0000372	AT3G53305	U	66
OG0000372	AT5G35715	P	49
OG0000372	AT5G35715	U	87
OG0000375	AT5G42905	P	121
OG0000382	AT2G44030	F	1
OG0000382	AT2G44030	P	70
OG0000382	AT2G44030	U	65
OG0000382	AT2G45406	A	3
OG0000382	AT2G45406	F	102
OG0000382	AT2G45406	P	10
OG0000382	AT2G45406	U	21
OG0000382	AT3G46050	F	1
OG0000382	AT3G46050	P	44
OG0000382	AT3G46050	U	91
OG0000382	AT5G02990	P	10
OG0000382	AT5G02990	U	125
OG0000382	AT5G02995	F	2
OG0000382	AT5G02995	P	128
OG0000382	AT5G02995	U	6
OG0000382	AT5G03000	F	1
OG0000382	AT5G03000	U	134
OG0000382	AT5G03010	P	43
OG0000382	AT5G03010	U	93
OG0000382	AT5G03020	F	4
OG0000382	AT5G03020	P	58
OG0000382	AT5G03020	U	74
OG0000384	AT2G07190	F	12
OG0000384	AT2G07190	P	40
OG0000384	AT2G07190	U	77
OG0000384	AT2G07200	P	118
OG0000384	AT2G07200	U	8
OG0000384	AT4G04957	P	133
OG0000385	AT4G05553	F	6
OG0000385	AT4G05553	P	32
OG0000385	AT4G05553	U	97
OG0000386	AT1G33220	F	1
OG0000386	AT1G33220	P	23
OG0000386	AT1G33220	U	111
OG0000386	AT5G20330	P	2
OG0000386	AT5G20330	U	134
OG0000386	AT5G20340	F	1
OG0000386	AT5G20340	P	20
OG0000386	AT5G20340	U	115
OG0000386	AT5G20390	F	2
OG0000386	AT5G20390	P	25
OG0000386	AT5G20390	U	109
OG0000388	AT1G57650	P	17
OG0000388	AT1G57650	U	110
OG0000402	AT1G23810	U	136
OG0000402	AT1G24060	F	4
OG0000402	AT1G24060	P	64
