"assembly","gene","scaffold","start","end","length","max_length","copy","start_buffered","end_buffered","SW_score","perc_div","perc_del","perc_ins","te_start","te_end","query_left","strand","repeat_name","repeat_class","repeat_start","repeat_end","repeat_left","ID","V16"
"ALR","AL7G47600","scaffold_5",7762515,7766023,3508,4406.25,2,7761515,7767023,391,18.6,1.8,9.4,7766147,7766334,"(18535215)","C","HELITRONY1E","DNA/Helitron","(335)",956,"820",122953,""
"ALR","AL7G47590","scaffold_5",7762710,7771378,8668,8730,4,7761710,7772378,246,22.1,8,11,7762038,7762149,"(18539400)","+","TE_00000494_LTR","LTR/Gypsy","166",274,"(232)",122952,""
"ALR","AL7G47590","scaffold_5",7762710,7771378,8668,8730,4,7761710,7772378,389,14.9,2.7,1.3,7762350,7762424,"(18539125)","+","TE_00000494_LTR","LTR/Gypsy","431",506,"(0)",122952,""
"ALR","AL7G47590","scaffold_5",7762710,7771378,8668,8730,4,7761710,7772378,391,18.6,1.8,9.4,7766147,7766334,"(18535215)","C","HELITRONY1E","DNA/Helitron","(335)",956,"820",122953,""
"ALR","AL7G47570","scaffold_5",7728118,7736729,8611,8720,2,7727118,7737729,291,16.4,4.8,1.6,7735970,7736031,"(18565518)","C","ATCOPIA75_I","LTR/Copia","(4543)",66,"3",122934,""
"ALR","AL7G47570","scaffold_5",7699289,7705651,6362,8720,1,7698289,7706651,633,22.3,1.8,0.9,7698817,7699038,"(18602511)","C","AT9TSD1","DNA/MULE-MuDR","(1992)",224,"1",122910,""
"ALR","AL7G47870","scaffold_5",7896412,7899664,3252,4371.25,1,7895412,7900664,422,19.9,3.7,3.1,7895989,7896149,"(18405400)","C","TE_00000859","DNA/Helitron","(4682)",1088,"927",123031,""
"ALR","AL7G48650","scaffold_5",8235103,8239648,4545,4665,1,8234103,8240648,1185,13.6,4.2,0.6,8237313,8237654,"(18063895)","+","ATREP1","DNA/Helitron","312",752,"(136)",123311,""
"ALR","AL7G48650","scaffold_5",8235103,8239648,4545,4665,1,8234103,8240648,1320,13.9,9.7,2.3,8237664,8237942,"(18063607)","+","ATREP3","DNA/Helitron","1799",2097,"(0)",123312,""
"ALR","AL3G46810","scaffold_3",17925106,17925948,842,1053.75,1,17924106,17926948,2218,18.5,0.5,0,17926845,17927255,"(5014719)","C","HELITRON1","DNA/Helitron","(3490)",12319,"11907",85574,"*"
"ALR","AL7G45500","scaffold_7",23477821,23478645,824,1048.75,1,23476821,23479645,802,14.8,0.7,0.7,23477356,23477491,"(1737537)","C","ATCOPIA77_I","LTR/Copia","(152)",4368,"4233",212191,""
"ALR","AL7G34270","scaffold_7",10013988,10017313,3325,4132.5,1,10012988,10018313,359,27.3,4.3,2.8,10013646,10013924,"(15201104)","C","ATLINE1_3A","LINE/L1","(6)",324,"42",182391,""
"ALR","AL7G34280","scaffold_7",10020058,10021764,1706,2120,1,10019058,10022764,530,14.8,2.5,6,10019442,10019563,"(15195465)","C","HELITRONY1B","DNA/Helitron","(309)",1002,"896",182398,""
"ALR","AL7G34280","scaffold_7",10020058,10021764,1706,2120,1,10019058,10022764,1967,18.2,1,0.8,10021947,10022333,"(15192695)","+","ATHILA4D_LTR","LTR/Ty3","1",388,"(777)",182400,""
"ALR","AL496U10010","scaffold_6",22049859,22051003,1144,1438.75,1,22048859,22052003,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL496U10010","scaffold_6",22049859,22051003,1144,1438.75,1,22048859,22052003,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL496U10010","scaffold_6",22049859,22051003,1144,1438.75,1,22048859,22052003,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL496U10010","scaffold_6",22049859,22051003,1144,1438.75,1,22048859,22052003,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL496U10020","scaffold_6",22055436,22056441,1005,1278.75,2,22054436,22057441,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL496U10020","scaffold_6",22055436,22056441,1005,1278.75,2,22054436,22057441,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G41690","scaffold_6",27952269,27953361,1092,1416.25,5,27951269,27954361,295,24.6,0,0,27951290,27951358,"(967078)","C","HELITRON5","DNA/Helitron","(4949)",7546,"7478",174966,""
"ALR","AL496U10020","scaffold_6",22049950,22050955,1005,1278.75,1,22048950,22051955,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL496U10020","scaffold_6",22049950,22050955,1005,1278.75,1,22048950,22051955,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL496U10020","scaffold_6",22049950,22050955,1005,1278.75,1,22048950,22051955,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL496U10020","scaffold_6",22049950,22050955,1005,1278.75,1,22048950,22051955,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G41670","scaffold_6",22055804,22056487,683,987.5,2,22054804,22057487,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL6G41670","scaffold_6",22055804,22056487,683,987.5,2,22054804,22057487,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G41700","scaffold_6",27952269,27953363,1094,1418.75,5,27951269,27954363,295,24.6,0,0,27951290,27951358,"(967078)","C","HELITRON5","DNA/Helitron","(4949)",7546,"7478",174966,""
"ALR","AL5G18790","scaffold_6",24606860,24609101,2241,3212.5,1,24605860,24610101,636,20.3,15.5,6.7,24607004,24607500,"(4310936)","C","TE_00000991_LTR","LTR/unknown","(53)",538,"1",172307,""
"ALR","AL5G18790","scaffold_6",24606860,24609101,2241,3212.5,1,24605860,24610101,721,20.6,14.9,6.3,24609058,24609555,"(4308881)","C","TE_00000991_LTR","LTR/unknown","(53)",538,"1",172310,""
"ALR","AL6G41670","scaffold_6",22050318,22051001,683,987.5,1,22049318,22052001,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL6G41670","scaffold_6",22050318,22051001,683,987.5,1,22049318,22052001,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G51840","scaffold_6",27952245,27953355,1110,1392.5,5,27951245,27954355,295,24.6,0,0,27951290,27951358,"(967078)","C","HELITRON5","DNA/Helitron","(4949)",7546,"7478",174966,""
"ALR","AL6G41690","scaffold_6",22055354,22056487,1133,1416.25,2,22054354,22057487,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL6G41690","scaffold_6",22055354,22056487,1133,1416.25,2,22054354,22057487,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G51870","scaffold_6",27952269,27953371,1102,1465,5,27951269,27954371,295,24.6,0,0,27951290,27951358,"(967078)","C","HELITRON5","DNA/Helitron","(4949)",7546,"7478",174966,""
"ALR","AL6G41690","scaffold_6",22049868,22051001,1133,1416.25,1,22048868,22052001,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL6G41690","scaffold_6",22049868,22051001,1133,1416.25,1,22048868,22052001,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL6G41690","scaffold_6",22049868,22051001,1133,1416.25,1,22048868,22052001,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL6G41690","scaffold_6",22049868,22051001,1133,1416.25,1,22048868,22052001,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G41700","scaffold_6",22055352,22056487,1135,1418.75,2,22054352,22057487,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL6G41700","scaffold_6",22055352,22056487,1135,1418.75,2,22054352,22057487,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G41700","scaffold_6",22049866,22051001,1135,1418.75,1,22048866,22052001,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL6G41700","scaffold_6",22049866,22051001,1135,1418.75,1,22048866,22052001,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL6G41700","scaffold_6",22049866,22051001,1135,1418.75,1,22048866,22052001,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL6G41700","scaffold_6",22049866,22051001,1135,1418.75,1,22048866,22052001,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G51840","scaffold_6",22055360,22056441,1081,1392.5,2,22054360,22057441,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL6G51840","scaffold_6",22055360,22056441,1081,1392.5,2,22054360,22057441,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G51840","scaffold_6",22049874,22050955,1081,1392.5,1,22048874,22051955,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL6G51840","scaffold_6",22049874,22050955,1081,1392.5,1,22048874,22051955,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL6G51840","scaffold_6",22049874,22050955,1081,1392.5,1,22048874,22051955,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL6G51840","scaffold_6",22049874,22050955,1081,1392.5,1,22048874,22051955,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G51870","scaffold_6",22055326,22056489,1163,1465,2,22054326,22057489,463,13.7,6.7,7.6,22056961,22057079,"(6861357)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170023,""
"ALR","AL6G51870","scaffold_6",22055326,22056489,1163,1465,2,22054326,22057489,2289,14.3,6.5,1.1,22057086,22058149,"(6860287)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170024,""
"ALR","AL6G51870","scaffold_6",22049840,22051003,1163,1465,1,22048840,22052003,313,24.4,4.5,4.5,22048725,22048857,"(6869579)","+","ATLINE2","LINE/L1","4985",5117,"(201)",170012,""
"ALR","AL6G51870","scaffold_6",22049840,22051003,1163,1465,1,22048840,22052003,231,20,4.9,1.2,22049001,22049081,"(6869355)","+","ATLINE1_3A","LINE/L1","247",330,"(0)",170013,"*"
"ALR","AL6G51870","scaffold_6",22049840,22051003,1163,1465,1,22048840,22052003,269,18.3,4.2,0,22049012,22049082,"(6869354)","+","ATLINEIII","LINE/unknown","5335",5408,"(0)",170014,""
"ALR","AL6G51870","scaffold_6",22049840,22051003,1163,1465,1,22048840,22052003,463,13.7,6.7,7.6,22051475,22051593,"(6866843)","C","HELITRON1","DNA/Helitron","(1193)",118,"1",170017,""
"ALR","AL6G51870","scaffold_6",22049840,22051003,1163,1465,1,22048840,22052003,2286,14.6,6.5,1.1,22051600,22052663,"(6865773)","C","ATREP3","DNA/Helitron","(0)",2097,"312",170018,""
"ALR","AL6G32070","scaffold_6",10288691,10289253,562,826.25,1,10287691,10290253,620,19.7,5.5,10.3,10290030,10290435,"(18628001)","+","ATHILA7LTR","LTR/Ty3","1",530,"(897)",146767,""
"ALR","AL2G35840","scaffold_2",22319731,22320288,557,698.75,1,22318731,22321288,420,16.9,0,2.8,22320311,22320383,"(2630169)","C","AtSB5","SINE/tRNA","(0)",217,"147",50655,""
"ALR","AL1G65230","scaffold_2",4707327,4707473,146,198.75,1,4706327,4708473,382,33,9.5,0.6,4706424,4706728,"(20243824)","+","ATCOPIA26I","LTR/Copia","3694",4025,"(580)",30076,""
"ALR","AL2G18220","scaffold_2",4711383,4711698,315,395,2,4710383,4712698,461,27.5,0,0,4710359,4710478,"(20240074)","+","ATCOPIA26I","LTR/Copia","3704",3823,"(782)",30080,""
"ALR","AL2G18220","scaffold_2",4711383,4711698,315,395,2,4710383,4712698,242,18.8,0,2.1,4712022,4712070,"(20238482)","+","ATCOPIA47_I","LTR/Copia","4054",4101,"(198)",30079,""
"ALR","AL2G18240","scaffold_2",4714695,4715010,315,396.25,3,4713695,4716010,255,26.3,3,4.1,4715436,4715534,"(20235018)","+","AtSB5","SINE/tRNA","1",98,"(119)",30085,""
"ALR","AL2G18240","scaffold_2",4711384,4711699,315,396.25,2,4710384,4712699,461,27.5,0,0,4710359,4710478,"(20240074)","+","ATCOPIA26I","LTR/Copia","3704",3823,"(782)",30080,""
"ALR","AL2G18240","scaffold_2",4711384,4711699,315,396.25,2,4710384,4712699,242,18.8,0,2.1,4712022,4712070,"(20238482)","+","ATCOPIA47_I","LTR/Copia","4054",4101,"(198)",30079,""
"ALR","AL7G52290","scaffold_5",10193027,10201466,8439,12838.75,1,10192027,10202466,510,11.2,1,4,10194288,10194389,"(16107160)","C","ATCOPIA30_I","LTR/Copia","(2876)",993,"895",125041,"*"
"ALR","AL7G52290","scaffold_5",10193027,10201466,8439,12838.75,1,10192027,10202466,2216,6.5,2,9.1,10194306,10194659,"(16106890)","C","AtSB6","SINE/tRNA","(2)",331,"1",125042,""
"ALR","AL7G52360","scaffold_5",10191104,10201466,10362,10512.5,2,10190104,10202466,456,10.2,1.7,6.4,10191570,10191684,"(16109865)","+","ATLINE1_3A","LINE/L1","221",330,"(0)",125038,""
"ALR","AL7G52360","scaffold_5",10191104,10201466,10362,10512.5,2,10190104,10202466,634,27.5,1,5.6,10191702,10191998,"(16109551)","+","ATLINE1_3A","LINE/L1","47",330,"(0)",125039,""
"ALR","AL7G52360","scaffold_5",10191104,10201466,10362,10512.5,2,10190104,10202466,510,11.2,1,4,10194288,10194389,"(16107160)","C","ATCOPIA30_I","LTR/Copia","(2876)",993,"895",125041,"*"
"ALR","AL7G52360","scaffold_5",10191104,10201466,10362,10512.5,2,10190104,10202466,2216,6.5,2,9.1,10194306,10194659,"(16106890)","C","AtSB6","SINE/tRNA","(2)",331,"1",125042,""
"ALR","AL7G52380","scaffold_5",10198398,10202173,3775,5961.25,3,10197398,10203173,2369,25,2.9,4.8,10202849,10204079,"(16097470)","C","ATHILA4D_LTR","LTR/Ty3","(0)",1165,"1",125049,""
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,2007,22.2,1.1,1.1,25163055,25163519,"(51509)","C","ATLINE1A","LINE/unknown","(0)",2254,"1790",213883,""
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,5540,24.6,0.9,1.1,25163616,25165189,"(49839)","C","ATLINE1A","LINE/unknown","(565)",1689,"119",213883,""
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,2514,33.1,3.6,3.5,25164116,25166191,"(48837)","C","ATLINE1_4","LINE/L1","(1069)",5631,"3554",213884,"*"
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,657,31.2,7,2.4,25166559,25167086,"(47942)","C","ATLINE1_4","LINE/L1","(3514)",3186,"2635",213884,""
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,380,19.1,0,1.5,25167726,25167794,"(47234)","C","AtSB3","SINE/tRNA","(4)",299,"232",213886,""
"ALR","AL7G52410","scaffold_7",25159014,25167692,8678,9336.25,4,25158014,25168692,1431,11.1,0.5,0,25167886,25168074,"(46954)","C","AtSB3","SINE/tRNA","(76)",227,"38",213886,""
"ALR","AL7G52310","scaffold_5",10164362,10167876,3514,5685,2,10163362,10168876,2369,25,2.9,4.8,10167935,10169165,"(16132384)","C","ATHILA4D_LTR","LTR/Ty3","(0)",1165,"1",125022,""
"ALR","AL7G52360","scaffold_5",10212643,10219680,7037,10512.5,3,10211643,10220680,456,10.2,1.7,6.4,10219961,10220075,"(16081474)","+","ATLINE1_3A","LINE/L1","221",330,"(0)",125062,""
"ALR","AL7G52360","scaffold_5",10212643,10219680,7037,10512.5,3,10211643,10220680,634,27.5,1,5.6,10220093,10220389,"(16081160)","+","ATLINE1_3A","LINE/L1","47",330,"(0)",125063,""
"ALR","AL7G52380","scaffold_5",10216598,10221459,4861,5961.25,5,10215598,10222459,456,10.2,1.7,6.4,10219961,10220075,"(16081474)","+","ATLINE1_3A","LINE/L1","221",330,"(0)",125062,""
"ALR","AL7G52380","scaffold_5",10216598,10221459,4861,5961.25,5,10215598,10222459,634,27.5,1,5.6,10220093,10220389,"(16081160)","+","ATLINE1_3A","LINE/L1","47",330,"(0)",125063,""
"ALR","AL7G52310","scaffold_5",10142760,10146295,3535,5685,1,10141760,10147295,2301,24.9,4.5,4.1,10146354,10147559,"(16153990)","C","ATHILA4D_LTR","LTR/Ty3","(0)",1165,"1",125010,""
"ALR","AL7G52410","scaffold_5",10191681,10198299,6618,9336.25,2,10190681,10199299,456,10.2,1.7,6.4,10191570,10191684,"(16109865)","+","ATLINE1_3A","LINE/L1","221",330,"(0)",125038,""
"ALR","AL7G52410","scaffold_5",10191681,10198299,6618,9336.25,2,10190681,10199299,634,27.5,1,5.6,10191702,10191998,"(16109551)","+","ATLINE1_3A","LINE/L1","47",330,"(0)",125039,""
"ALR","AL7G52410","scaffold_5",10191681,10198299,6618,9336.25,2,10190681,10199299,510,11.2,1,4,10194288,10194389,"(16107160)","C","ATCOPIA30_I","LTR/Copia","(2876)",993,"895",125041,"*"
"ALR","AL7G52410","scaffold_5",10191681,10198299,6618,9336.25,2,10190681,10199299,2216,6.5,2,9.1,10194306,10194659,"(16106890)","C","AtSB6","SINE/tRNA","(2)",331,"1",125042,""
"ALR","AL7G52360","scaffold_5",10177729,10184114,6385,10512.5,1,10176729,10185114,7798,30.1,2.8,2.6,10184642,10188229,"(16113320)","C","ATCOPIA27_I","LTR/Copia","(61)",5597,"31",125034,""
"ALR","AL7G52410","scaffold_5",10212073,10220163,8090,9336.25,3,10211073,10221163,456,10.2,1.7,6.4,10219961,10220075,"(16081474)","+","ATLINE1_3A","LINE/L1","221",330,"(0)",125062,""
"ALR","AL7G52410","scaffold_5",10212073,10220163,8090,9336.25,3,10211073,10221163,634,27.5,1,5.6,10220093,10220389,"(16081160)","+","ATLINE1_3A","LINE/L1","47",330,"(0)",125063,""
"ALR","AL7G52380","scaffold_5",10163484,10167259,3775,5961.25,1,10162484,10168259,2369,25,2.9,4.8,10167935,10169165,"(16132384)","C","ATHILA4D_LTR","LTR/Ty3","(0)",1165,"1",125022,""
"ALR","AL7G52410","scaffold_5",10177159,10184323,7164,9336.25,1,10176159,10185323,7798,30.1,2.8,2.6,10184642,10188229,"(16113320)","C","ATCOPIA27_I","LTR/Copia","(61)",5597,"31",125034,""
"ALR","AL6G37940","scaffold_6",13544571,13545202,631,1015,1,13543571,13546202,5389,28.3,2.1,0.9,13545551,13547334,"(15371102)","C","ATCOPIA93_I","LTR/Copia","(0)",4550,"2745",149501,""
"ALR","AL6G37960","scaffold_6",13580486,13583322,2836,3478.75,1,13579486,13584322,1152,14.1,13.8,2.3,13583876,13584144,"(15334292)","C","ATREP3","DNA/Helitron","(0)",2097,"1799",149523,""
"ALR","AL6G37960","scaffold_6",13580486,13583322,2836,3478.75,1,13579486,13584322,1107,13.3,6,1,13584149,13584490,"(15333946)","C","ATREP1","DNA/Helitron","(136)",752,"312",149523,""
"ALR","AL6G37980","scaffold_6",13581498,13583321,1823,2268.75,1,13580498,13584321,1152,14.1,13.8,2.3,13583876,13584144,"(15334292)","C","ATREP3","DNA/Helitron","(0)",2097,"1799",149523,""
"ALR","AL6G37980","scaffold_6",13581498,13583321,1823,2268.75,1,13580498,13584321,1107,13.3,6,1,13584149,13584490,"(15333946)","C","ATREP1","DNA/Helitron","(136)",752,"312",149523,""
"ALR","AL2G11060","scaffold_2",522662,524147,1485,1902.5,1,521662,525147,2504,28.4,2.3,1.4,524842,525811,"(24424741)","C","ATLINE1_1","LINE/L1","(0)",5851,"4874",26630,""
"ALR","AL1G59840","scaffold_1",24967872,24969235,1363,1685,1,24966872,24970235,1248,15.7,6.6,11.1,24970123,24970516,"(2629692)","C","TE_00001458_INT","LTR/unknown","(102)",936,"559",24156,""
"ALR","AL6G46470","scaffold_6",25020930,25022217,1287,1615,1,25019930,25023217,516,25.4,4,0,25020551,25020727,"(3897709)","+","ATLINE1_1","LINE/L1","5668",5851,"(0)",172625,""
"ALR","AL6G46470","scaffold_6",25020930,25022217,1287,1615,1,25019930,25023217,233,29.2,0,0,25021549,25021613,"(3896823)","C","ATLINE1_5","LINE/L1","(1485)",5350,"5286",172627,""
"ALR","AL8G22560","scaffold_6",25021737,25022004,267,335,1,25020737,25023004,233,29.2,0,0,25021549,25021613,"(3896823)","C","ATLINE1_5","LINE/L1","(1485)",5350,"5286",172627,""
"ALR","AL7G50290","scaffold_5",9480552,9480814,262,328.75,1,9479552,9481814,463,13.6,0,1.1,9480955,9481043,"(16820506)","+","HELITRONY3","DNA/Helitron","1",88,"(5078)",124431,""
"ALR","AL7G50960","scaffold_5",9480056,9480918,862,1047.5,1,9479056,9481918,463,13.6,0,1.1,9480955,9481043,"(16820506)","+","HELITRONY3","DNA/Helitron","1",88,"(5078)",124431,""
"ALR","AL7G51070","scaffold_5",9480049,9480918,869,943.75,1,9479049,9481918,463,13.6,0,1.1,9480955,9481043,"(16820506)","+","HELITRONY3","DNA/Helitron","1",88,"(5078)",124431,""
"ALR","AL2G11030","scaffold_2",501531,502951,1420,2233.75,1,500531,503951,4668,31.5,0.9,0.9,503475,505482,"(24445070)","+","ATLINE1_2","LINE/L1","2567",4574,"(1240)",26608,""
"ALR","AL8G19400","scaffold_8",5751187,5751566,379,473.75,1,5750187,5752566,599,22.9,8.7,8.7,5750359,5750510,"(15970656)","C","HELITRONY3","DNA/Helitron","(890)",4276,"3636",219161,""
"ALR","AL8G19400","scaffold_8",5751187,5751566,379,473.75,1,5750187,5752566,589,20.6,0,0.8,5750682,5750808,"(15970358)","+","HELITRONY3","DNA/Helitron","4153",4278,"(888)",219163,""
"ALR","AL8G19430","scaffold_8",5786169,5786544,375,477.5,4,5785169,5787544,2368,9.6,0,1.2,5786878,5787213,"(15933953)","C","ATCOPIN_LTR","LTR/unknown","(0)",356,"25",219201,""
"ALR","AL8G19452","scaffold_8",5786169,5786550,381,476.25,4,5785169,5787550,2368,9.6,0,1.2,5786878,5787213,"(15933953)","C","ATCOPIN_LTR","LTR/unknown","(0)",356,"25",219201,""
"BAM12_v2","AL1G24080","scaffold_1_RagTag",5484097,5486235,2138,2693.75,2,5483097,5487235,781,31.3,1.4,1.7,5486625,5486972,"(26005514)","+","ATCOPIA22I","LTR/Copia","4163",4509,"(1)",3366,""
"BAM12_v2","AL1G24080","scaffold_1_RagTag",5484097,5486235,2138,2693.75,2,5483097,5487235,589,21,0,5.4,5486978,5487133,"(26005353)","+","TE_00000411_LTR","LTR/Copia","29",176,"(25)",3367,""
"BAM12_v2","AL2G12500","scaffold_2_RagTag",4612783,4619932,7149,9907.5,2,4611783,4620932,385,29.7,5.7,5.8,4612050,4612753,"(19395848)","+","ATHILA7LTR","LTR/Ty3","708",1410,"(17)",38177,""
"BAM12_v2","AL2G13140","scaffold_2_RagTag",4596142,4600169,4027,4956.25,1,4595142,4601169,385,29.7,5.7,5.8,4600886,4601589,"(19407012)","+","ATHILA7LTR","LTR/Ty3","708",1410,"(17)",38177,""
"BAM12_v2","AL4G23730","scaffold_4_RagTag",12807191,12808494,1303,1702.5,1,12806191,12809494,538,8.4,1,6.2,12806124,12806225,"(10962604)","C","ATCOPIA30_I","LTR/Copia","(2878)",991,"895",112084,"*"
"BAM12_v2","AL4G23730","scaffold_4_RagTag",12807191,12808494,1303,1702.5,1,12806191,12809494,2211,6.6,3.2,6,12806142,12806481,"(10962348)","C","AtSB6","SINE/tRNA","(2)",331,"1",112085,""
"BAM12_v2","AL4G23730","scaffold_4_RagTag",12807191,12808494,1303,1702.5,1,12806191,12809494,237,23.2,0,0,12807145,12807200,"(10961629)","C","ATRAN","LTR/unknown","(254)",106,"51",112088,""
"BAM12_v2","AL4G23910","scaffold_4_RagTag",12923106,12925713,2607,3020,1,12922106,12926713,647,15.1,4.8,11.4,12922591,12922777,"(10846052)","+","TE_00001048_LTR","LTR/Copia","5",188,"(0)",112160,""
"BAM12_v2","AL4G23920","scaffold_4_RagTag",12930789,12932834,2045,2568.75,1,12929789,12933834,460,24.4,0,1.7,12930023,12930135,"(10838694)","C","ATRAN","LTR/unknown","(10)",350,"240",112162,""
"BAM12_v2","AL4G23920","scaffold_4_RagTag",12930789,12932834,2045,2568.75,1,12929789,12933834,565,6.7,0,0,12930136,12930210,"(10838619)","C","TE_00001458_INT","LTR/unknown","(0)",1038,"964",112163,""
"BAM12_v2","AL4G23920","scaffold_4_RagTag",12930789,12932834,2045,2568.75,1,12929789,12933834,733,7.6,2.9,0,12930229,12930333,"(10838496)","C","TE_00001458_INT","LTR/unknown","(0)",1038,"931",112163,""
"BAM12_v2","AL4G23920","scaffold_4_RagTag",12930789,12932834,2045,2568.75,1,12929789,12933834,481,23.5,0,10.8,12930303,12930445,"(10838384)","C","ATRAN","LTR/unknown","(226)",134,"6",112162,"*"
"BAM12_v2","AL4G23930","scaffold_4_RagTag",12944463,12945982,1519,1806.25,1,12943463,12946982,1310,33,3.9,3.4,12942467,12943974,"(10824855)","+","ATCOPIA44_I","LTR/Copia","1759",3921,"(269)",112171,""
"BAM12_v2","AL84U10010","scaffold_4_RagTag",12876196,12878122,1926,2850,1,12875196,12879122,835,21.2,4.2,10.2,12875284,12876096,"(10892733)","+","ATREP3","DNA/Helitron","251",1801,"(296)",112129,""
"BAM12_v2","AL7G47570","scaffold_7_RagTag",28464918,28473235,8317,8720,2,28463918,28474235,574,14.4,6.2,2.7,28464437,28464614,"(681487)","C","BRODYAGA2","DNA/MULE-MuDR","(723)",527,"344",212022,""
"BAM12_v2","AL7G47570","scaffold_7_RagTag",28454360,28459904,5544,8720,1,28453360,28460904,482,4.5,0,0,28455131,28455197,"(690904)","+","TSCL","LINE/unknown","1159",1225,"(0)",212020,""
