Dsc	Family ID	Aalpina	Ahalleri	Alyrata	Athaliana	Cpapaya
AT2G25050	OG0002860	0	1	1	4	3
AT2G39460	OG0002861	0	2	3	2	2
AT3G26890	OG0002862	0	3	2	2	2
AT2G37480	OG0002863	0	3	4	2	0
AT2G44770	OG0002864	0	2	4	2	1
AT2G43690	OG0002865	0	2	5	2	0
Ah4G23640	OG0002866	0	2	7	0	0
AT2G42455	OG0002867	0	2	6	1	0
AT2G41980	OG0002868	0	2	2	2	3
AT2G35740	OG0002869	0	2	2	2	3
AT4G24420	OG0002870	0	3	5	1	0
AT3G55210	OG0002871	0	4	3	2	0
Ah3G39250	OG0002872	0	9	0	0	0
AT3G26980	OG0002873	0	2	2	2	3
AT1G52650	OG0002874	0	2	0	7	0
AT1G03280	OG0002875	0	1	3	3	2
AT4G18900	OG0002876	0	2	3	3	1
AT3G27390	OG0002877	0	3	3	2	1
AT1G66290	OG0002878	0	2	0	7	0
Ah5G03100	OG0002879	0	1	8	0	0
AT2G22940	OG0002880	0	2	2	5	0
AT2G01280	OG0002881	0	3	3	2	1
AT3G44490	OG0002882	0	2	2	3	2
AT2G03913	OG0002883	0	1	1	7	0
AT3G10740	OG0002884	0	1	2	2	4
AT3G08820	OG0002885	0	1	1	1	6
AT3G22320	OG0002886	0	2	3	2	2
AT3G14250	OG0002887	0	1	1	1	6
AT3G21490	OG0002888	0	2	5	1	1
AT1G54445	OG0002889	0	1	2	5	1
Ah2G05840	OG0002890	0	1	8	0	0
AT1G47770	OG0002891	0	1	4	4	0
AT1G60300	OG0002892	0	1	4	4	0
AT5G28160	OG0002893	0	1	6	2	0
AT5G43064	OG0002894	0	3	3	3	0
AL1G52920	OG0002895	0	0	9	0	0
AL1G50260	OG0002896	0	0	9	0	0
AT1G32420	OG0002897	0	0	8	1	0
AT3G07500	OG0002898	0	0	1	1	7
AT2G17830	OG0002899	0	0	0	9	0
AT1G34807	OG0002900	0	0	0	9	0
null	OG0002901	0	0	0	0	9
null	OG0002902	0	0	0	0	9
null	OG0002903	0	0	0	0	9
null	OG0002904	0	0	0	0	9
null	OG0002905	0	0	0	0	9
null	OG0002906	0	0	0	0	9
null	OG0002907	0	0	0	0	9
null	OG0002908	0	0	0	0	9
null	OG0002909	0	0	0	0	9
null	OG0002910	0	0	0	0	9
null	OG0002911	0	0	0	0	9
null	OG0002912	0	0	0	0	9
null	OG0002913	0	0	0	0	9
null	OG0002914	0	0	0	0	9
AT3G18090	OG0002915	1	2	2	2	1
AT1G07370	OG0002916	2	1	2	2	1
AT1G10290	OG0002917	1	2	2	2	1
AT1G15400	OG0002918	1	2	2	2	1
AT1G21925	OG0002919	1	0	5	2	0
AT1G05140	OG0002920	2	1	2	2	1
AT1G04600	OG0002921	2	2	2	2	0
AT1G14610	OG0002922	1	3	2	1	1
AT1G15550	OG0002923	2	1	3	2	0
AT1G19320	OG0002924	1	4	1	2	0
AT1G20730	OG0002925	3	1	2	2	0
AT1G32260	OG0002926	1	2	2	2	1
AT2G25850	OG0002927	2	1	2	2	1
AT1G27080	OG0002928	2	1	2	2	1
AT1G25380	OG0002929	4	1	1	1	1
AT1G03140	OG0002930	1	1	2	2	2
AT1G29390	OG0002931	1	2	2	2	1
AT1G07630	OG0002932	1	2	2	2	1
AT1G26730	OG0002933	1	2	3	2	0
AALP_AA1G181300	OG0002934	8	0	0	0	0
AT1G13830	OG0002935	1	2	2	2	1
AT1G21410	OG0002936	1	2	2	2	1
AT1G06250	OG0002937	2	1	2	2	1
AALP_AA1G191200	OG0002938	8	0	0	0	0
AT1G22840	OG0002939	2	1	2	2	1
AT1G07720	OG0002940	2	2	2	2	0
AT1G27400	OG0002941	2	2	1	2	1
AT1G05800	OG0002942	1	2	2	2	1
AT1G23900	OG0002943	1	2	2	2	1
AT1G08970	OG0002944	2	2	2	2	0
AT1G10740	OG0002945	2	1	2	2	1
AT1G09000	OG0002946	1	2	2	2	1
AT1G03400	OG0002947	2	1	1	4	0
AT1G22550	OG0002948	2	2	2	2	0
AT1G10350	OG0002949	2	1	2	2	1
AT1G16400	OG0002950	2	2	2	2	0
AT1G30545	OG0002951	1	3	2	2	0
AT1G10585	OG0002952	1	0	2	2	3
AT1G18470	OG0002953	2	2	2	2	0
AT1G06760	OG0002954	1	1	1	1	4
AT1G26710	OG0002955	2	2	2	2	0
AT1G03520	OG0002956	1	2	2	2	1
AT1G13580	OG0002957	2	2	1	2	1
AT1G23830	OG0002958	2	2	2	2	0
AT1G27310	OG0002959	1	2	2	2	1
AT2G32760	OG0002960	2	1	1	1	3
AT1G05500	OG0002961	1	1	2	2	2
AT1G64195	OG0002962	1	1	2	4	0
AT1G01520	OG0002963	1	2	2	2	1
AT1G07330	OG0002964	1	2	2	2	1
AT1G16890	OG0002965	1	2	2	2	1
AT1G18450	OG0002966	2	2	1	2	1
AT1G04510	OG0002967	1	2	2	2	1
AT3G07610	OG0002968	4	1	1	1	1
AT1G07830	OG0002969	2	2	1	1	2
AT1G20470	OG0002970	1	2	2	2	1
AT1G12630	OG0002971	1	1	4	1	1
AT1G01570	OG0002972	2	2	2	2	0
AT1G20860	OG0002973	2	1	2	2	1
AT1G30510	OG0002974	2	2	1	2	1
AT1G24793	OG0002975	1	1	1	4	1
AT4G39280	OG0002976	2	2	2	1	1
AT1G22600	OG0002977	2	1	2	2	1
AT1G29640	OG0002978	1	2	2	2	1
AT1G33680	OG0002979	2	1	2	2	1
AT1G10470	OG0002980	1	2	2	2	1
AT1G20980	OG0002981	2	1	2	2	1
AT1G06660	OG0002982	1	2	2	2	1
AT1G17147	OG0002983	2	1	2	2	1
AT1G22810	OG0002984	1	2	2	2	1
AT1G34180	OG0002985	2	1	2	2	1
AT1G20540	OG0002986	2	1	2	2	1
AT1G12910	OG0002987	2	2	2	2	0
AT1G16680	OG0002988	2	2	2	2	0
AT1G09710	OG0002989	1	2	2	2	1
AT1G27940	OG0002990	2	2	2	2	0
AALP_AA1G341800	OG0002991	8	0	0	0	0
AALP_AA1G176300	OG0002992	8	0	0	0	0
AT1G06960	OG0002993	2	2	1	2	1
AT1G24580	OG0002994	1	2	2	2	1
AT1G11260	OG0002995	2	1	2	2	1
AT1G26970	OG0002996	2	2	2	2	0
AT1G29060	OG0002997	1	2	2	2	1
AT1G03130	OG0002998	2	2	2	2	0
AT1G22000	OG0002999	1	3	2	2	0
AT1G31280	OG0003000	1	1	2	2	2
AT1G07270	OG0003001	1	2	2	2	1
AT1G18500	OG0003002	1	2	2	2	1
AT1G01790	OG0003003	1	2	2	2	1
AT1G14510	OG0003004	2	2	2	2	0
AT1G12000	OG0003005	2	2	0	3	1
AT1G11470	OG0003006	2	3	2	1	0
AT1G10530	OG0003007	1	2	2	2	1
AT1G12663	OG0003008	1	2	3	2	0
AT4G02160	OG0003009	2	1	2	2	1
AT2G24320	OG0003010	1	2	2	2	1
AT5G44900	OG0003011	6	0	1	1	0
AT1G06320	OG0003012	4	1	1	1	1
AT1G18150	OG0003013	2	2	2	2	0
AT1G62960	OG0003014	2	2	2	1	1
AT1G01980	OG0003015	2	2	2	2	0
AT1G15280	OG0003016	1	2	2	2	1
AT1G09780	OG0003017	1	2	2	2	1
AT1G18870	OG0003018	2	2	1	2	1
AT1G04940	OG0003019	1	1	2	2	2
AT1G68750	OG0003020	2	2	2	1	1
AT1G08910	OG0003021	2	1	2	2	1
AT1G65180	OG0003022	2	2	1	3	0
AT1G24510	OG0003023	2	1	2	2	1
AT1G29160	OG0003024	1	2	2	2	1
AALP_AA1G102400	OG0003025	8	0	0	0	0
AT4G10430	OG0003026	2	2	2	1	1
AT1G04340	OG0003027	2	2	2	2	0
AT1G09970	OG0003028	1	1	2	1	3
AT1G21910	OG0003029	2	2	2	2	0
AT1G14840	OG0003030	1	2	3	2	0
AT1G20580	OG0003031	1	2	2	2	1
AT1G02610	OG0003032	2	2	1	2	1
AT1G33475	OG0003033	2	1	2	2	1
AT1G17730	OG0003034	2	2	1	2	1
AT1G22970	OG0003035	1	2	2	2	1
AT1G23280	OG0003036	2	2	2	1	1
AT1G29550	OG0003037	1	3	2	2	0
AT1G09560	OG0003038	1	2	2	1	2
AT1G22270	OG0003039	1	1	1	1	4
AT4G10250	OG0003040	2	1	2	1	2
AT1G17530	OG0003041	1	1	2	2	2
AT1G21065	OG0003042	1	1	3	1	2
AT1G13160	OG0003043	1	2	2	2	1
AT1G08420	OG0003044	1	2	2	2	1
AT1G03840	OG0003045	2	2	2	2	0
AT1G17810	OG0003046	1	2	2	2	1
AT1G15800	OG0003047	1	2	2	2	1
AT1G15730	OG0003048	1	2	2	2	1
AT1G23260	OG0003049	2	1	2	2	1
AT1G16630	OG0003050	1	2	2	2	1
AT1G78360	OG0003051	3	2	2	1	0
AT1G73260	OG0003052	5	1	1	1	0
AT1G18250	OG0003053	1	1	2	2	2
AT1G26210	OG0003054	1	2	2	2	1
AT1G61710	OG0003055	1	1	3	3	0
AT3G20270	OG0003056	2	1	3	1	1
AT1G75820	OG0003057	1	3	2	1	1
AT3G26010	OG0003058	2	1	3	2	0
AT1G11100	OG0003059	1	2	2	2	1
AT1G66740	OG0003060	1	2	2	2	1
AT2G15300	OG0003061	1	2	2	2	1
AT1G17470	OG0003062	1	2	2	2	1
AT1G26920	OG0003063	1	2	2	2	1
AT1G79920	OG0003064	2	1	2	2	1
AT1G58050	OG0003065	2	2	2	2	0
AT1G71880	OG0003066	1	2	3	2	0
AT4G01840	OG0003067	2	1	1	1	3
AT3G58390	OG0003068	3	1	1	2	1
AT1G73880	OG0003069	1	1	1	1	4
AT1G19790	OG0003070	1	2	2	2	1
AT1G22240	OG0003071	1	2	2	2	1
AT1G71710	OG0003072	2	2	2	1	1
AT1G18300	OG0003073	1	2	2	2	1
AT2G24060	OG0003074	2	1	2	2	1
AT1G72680	OG0003075	2	2	2	1	1
AT1G12730	OG0003076	1	2	2	2	1
AT1G15490	OG0003077	1	2	2	2	1
AT1G16700	OG0003078	1	2	2	2	1
AT1G62810	OG0003079	2	3	0	2	1
AT1G18620	OG0003080	1	1	2	2	2
AT1G63250	OG0003081	1	1	3	2	1
AT1G20816	OG0003082	1	2	2	2	1
AT1G77120	OG0003083	1	1	1	1	4
AT1G74280	OG0003084	4	1	0	3	0
AT1G16460	OG0003085	1	2	2	2	1
AT1G18910	OG0003086	1	2	2	2	1
AT3G28430	OG0003087	2	1	1	1	3
AT1G10220	OG0003088	1	2	2	2	1
AT1G10970	OG0003089	1	2	2	2	1
AT1G18835	OG0003090	1	2	2	2	1
AT1G30900	OG0003091	2	2	2	2	0
AALP_AA2G175800	OG0003092	1	1	1	0	5
AT1G21080	OG0003093	1	2	2	2	1
AT1G66900	OG0003094	2	1	2	2	1
AT1G78820	OG0003095	1	2	2	2	1
AT1G15950	OG0003096	1	2	2	2	1
AT1G71100	OG0003097	2	1	2	2	1
AT1G66360	OG0003098	2	2	2	2	0
AT1G16170	OG0003099	1	2	2	2	1
AT1G79730	OG0003100	1	1	3	1	2
AT1G60620	OG0003101	1	2	2	2	1
AT1G22470	OG0003102	1	2	2	2	1
AALP_AA2G045600	OG0003103	8	0	0	0	0
AT1G21200	OG0003104	1	2	2	2	1
AT1G66470	OG0003105	1	2	2	2	1
AT1G65570	OG0003106	1	1	1	1	4
AT1G15500	OG0003107	1	2	2	2	1
AT1G07190	OG0003108	1	1	4	1	1
AT3G10410	OG0003109	1	3	1	1	2
AT3G05280	OG0003110	1	2	2	2	1
AT3G15130	OG0003111	1	1	1	1	4
AT3G06300	OG0003112	2	1	2	2	1
AT1G51390	OG0003113	2	2	1	2	1
AT2G16950	OG0003114	1	1	1	2	3
AT3G03660	OG0003115	1	2	2	2	1
AT2G17030	OG0003116	1	1	2	2	2
AT5G37060	OG0003117	1	2	2	2	1
AT3G19770	OG0003118	1	2	1	2	2
AT3G03120	OG0003119	1	2	2	2	1
AALP_AA3G149500	OG0003120	8	0	0	0	0
AT1G51745	OG0003121	1	2	2	2	1
AT3G05690	OG0003122	1	2	2	2	1
AT3G07980	OG0003123	1	2	2	2	1
AT5G05300	OG0003124	2	2	2	1	1
AT3G03060	OG0003125	2	2	2	2	0
AT2G18740	OG0003126	2	2	1	2	1
AT1G55360	OG0003127	2	2	2	2	0
AT3G25250	OG0003128	1	2	2	2	1
AT3G07470	OG0003129	2	2	2	1	1
AT1G57906	OG0003130	2	1	3	2	0
AT3G10720	OG0003131	2	1	2	2	1
AT3G11750	OG0003132	1	2	2	2	1
AT2G14170	OG0003133	1	1	1	1	4
AT3G24070	OG0003134	1	3	3	1	0
AT2G17930	OG0003135	1	2	2	2	1
AT3G01140	OG0003136	1	2	2	2	1
AT1G52670	OG0003137	1	2	2	2	1
AT1G52160	OG0003138	1	2	2	2	1
AT3G03430	OG0003139	1	2	2	2	1
AT3G01280	OG0003140	2	1	2	2	1
AT3G10480	OG0003141	1	2	2	2	1
AT1G51220	OG0003142	2	0	2	2	2
AT3G02630	OG0003143	2	2	2	2	0
AT1G55920	OG0003144	2	1	2	2	1
AT4G11860	OG0003145	1	2	1	2	2
AT2G22425	OG0003146	1	2	2	2	1
AALP_AA3G240200	OG0003147	8	0	0	0	0
AT1G52930	OG0003148	1	2	2	2	1
AT3G11570	OG0003149	1	2	2	2	1
AT3G08510	OG0003150	2	2	2	2	0
AT1G80745	OG0003151	1	2	2	2	1
AT1G26140	OG0003152	1	1	2	3	1
AT3G02170	OG0003153	2	2	2	2	0
AT3G12170	OG0003154	1	2	2	2	1
AT3G16660	OG0003155	1	2	2	2	1
AT3G04960	OG0003156	2	2	2	2	0
AT1G52660	OG0003157	2	2	2	2	0
AT1G55510	OG0003158	1	2	2	2	1
AT1G49750	OG0003159	2	1	2	2	1
AT2G14120	OG0003160	2	1	2	2	1
AT1G50740	OG0003161	1	2	2	2	1
AT3G45310	OG0003162	2	2	1	2	1
AT3G12030	OG0003163	1	2	2	2	1
AT3G06330	OG0003164	1	2	2	2	1
AT1G55960	OG0003165	2	1	2	2	1
AT3G08910	OG0003166	2	2	2	2	0
AT1G53708	OG0003167	2	1	2	2	1
AT3G22910	OG0003168	1	1	1	1	4
AT3G11600	OG0003169	1	2	2	2	1
AT3G03860	OG0003170	1	2	2	2	1
AT1G53660	OG0003171	1	2	2	2	1
AT3G23450	OG0003172	2	2	1	2	1
AT3G02200	OG0003173	1	2	2	2	1
AT3G06830	OG0003174	1	2	2	2	1
AT2G12400	OG0003175	2	2	0	2	2
AT3G06470	OG0003176	4	1	1	1	1
AT3G23600	OG0003177	1	1	1	1	4
AT3G23870	OG0003178	1	2	2	2	1
AT3G59380	OG0003179	2	1	1	1	3
AT3G24130	OG0003180	2	1	2	2	1
AT2G18550	OG0003181	1	2	2	2	1
AT3G11630	OG0003182	1	2	2	2	1
AT4G04220	OG0003183	1	1	3	1	2
AT3G03870	OG0003184	2	1	2	2	1
AT2G19090	OG0003185	1	2	2	2	1
AT3G10120	OG0003186	1	2	2	2	1
AT3G16690	OG0003187	2	2	1	2	1
AT2G22040	OG0003188	1	2	2	2	1
AT3G02580	OG0003189	2	2	1	2	1
AT2G16090	OG0003190	1	2	2	2	1
AT2G14830	OG0003191	2	0	1	1	4
AT3G08940	OG0003192	2	1	2	2	1
AT2G18190	OG0003193	1	2	2	2	1
AT3G24460	OG0003194	1	2	2	2	1
AT3G05858	OG0003195	2	1	2	2	1
AT3G01680	OG0003196	1	1	1	1	4
AT3G03920	OG0003197	1	2	2	2	1
AT3G23790	OG0003198	2	1	2	2	1
AT5G49550	OG0003199	1	3	2	1	1
AT3G52310	OG0003200	1	2	2	2	1
AT3G10290	OG0003201	2	2	2	2	0
AT1G24380	OG0003202	1	1	2	4	0
AT3G02090	OG0003203	2	2	2	1	1
ATCG00860	OG0003204	1	1	3	2	1
AT2G20120	OG0003205	1	2	2	2	1
AT1G52565	OG0003206	1	2	2	2	1
AT1G52230	OG0003207	2	2	1	2	1
AT2G06200	OG0003208	1	1	1	1	4
AT3G18100	OG0003209	1	2	3	1	1
AT3G06930	OG0003210	1	2	2	2	1
AT2G20610	OG0003211	2	2	1	2	1
AT3G06670	OG0003212	1	2	1	2	2
AT3G11780	OG0003213	1	2	2	2	1
AT3G19250	OG0003214	1	2	2	2	1
AT3G05310	OG0003215	1	2	2	2	1
AT2G15830	OG0003216	2	2	2	2	0
AT2G16570	OG0003217	2	1	2	2	1
AT2G20510	OG0003218	1	2	2	2	1
AT3G23050	OG0003219	2	2	2	2	0
AT2G19810	OG0003220	1	2	2	2	1
AT1G53700	OG0003221	2	1	2	2	1
AT3G23030	OG0003222	2	2	2	2	0
AT3G25493	OG0003223	2	1	1	2	2
AT2G14860	OG0003224	1	2	2	2	1
AT3G09032	OG0003225	1	2	2	2	1
AT2G20250	OG0003226	1	4	1	1	1
AT3G22160	OG0003227	2	1	2	2	1
AT2G20700	OG0003228	2	1	2	2	1
AT1G48540	OG0003229	2	1	2	2	1
AT1G55080	OG0003230	3	1	2	1	1
AT3G02320	OG0003231	2	1	2	2	1
AT1G50400	OG0003232	1	2	2	2	1
AT3G17910	OG0003233	1	2	1	1	3
AT4G31180	OG0003234	2	2	2	1	1
AT1G53170	OG0003235	2	1	2	2	1
AT3G12000	OG0003236	1	1	2	1	3
AT3G05960	OG0003237	1	2	2	2	1
AT2G15090	OG0003238	2	2	2	2	0
AT1G50370	OG0003239	2	1	2	2	1
AT2G19720	OG0003240	1	2	2	2	1
AT3G02800	OG0003241	1	2	2	2	1
AT3G22060	OG0003242	2	2	1	2	1
AT1G15480	OG0003243	1	2	2	2	1
AT1G54870	OG0003244	2	0	2	2	2
AT3G06840	OG0003245	1	2	2	2	1
AT1G51170	OG0003246	1	2	2	2	1
AT3G07170	OG0003247	1	1	2	2	2
AT3G05010	OG0003248	1	2	2	2	1
AT3G04670	OG0003249	1	2	2	2	1
AT1G56010	OG0003250	2	1	2	2	1
AT3G05155	OG0003251	1	2	3	2	0
AT2G18860	OG0003252	2	1	2	2	1
AT3G14270	OG0003253	1	1	1	1	4
AT4G01970	OG0003254	3	2	1	1	1
AT3G45240	OG0003255	1	2	2	2	1
AT1G54440	OG0003256	2	1	2	2	1
AT1G56320	OG0003257	1	2	2	2	1
AT1G50030	OG0003258	1	0	1	1	5
AT2G36060	OG0003259	2	2	2	1	1
AT1G33390	OG0003260	1	2	3	1	1
AT2G39400	OG0003261	2	2	2	2	0
AT2G41640	OG0003262	1	2	2	2	1
AT2G43410	OG0003263	2	2	2	1	1
AT1G54580	OG0003264	1	3	2	2	0
AT2G45470	OG0003265	1	2	2	2	1
AT1G44780	OG0003266	1	2	2	2	1
AT1G53230	OG0003267	1	2	2	2	1
AT2G37940	OG0003268	1	2	2	2	1
AT2G44090	OG0003269	1	2	2	2	1
AT2G44190	OG0003270	1	1	2	2	2
AT2G36290	OG0003271	1	1	1	1	4
AT2G38330	OG0003272	1	2	3	1	1
AT1G55460	OG0003273	1	1	2	2	2
AT2G47510	OG0003274	1	1	2	2	2
AT2G38185	OG0003275	1	2	2	3	0
AT1G55475	OG0003276	1	2	2	2	1
AT1G29980	OG0003277	1	2	2	2	1
AT2G45830	OG0003278	1	2	2	2	1
AT2G37280	OG0003279	2	2	2	2	0
AT2G38680	OG0003280	4	0	1	1	2
AT2G44220	OG0003281	2	1	3	2	0
AT1G55900	OG0003282	1	1	1	1	4
AT1G61540	OG0003283	3	1	2	2	0
AT1G50200	OG0003284	2	3	1	1	1
AT2G47630	OG0003285	2	1	2	2	1
AT2G16770	OG0003286	2	1	2	2	1
AT2G35710	OG0003287	1	2	2	2	1
AT2G45160	OG0003288	2	2	2	2	0
AT2G43790	OG0003289	1	2	2	2	1
AT2G38250	OG0003290	1	2	2	1	2
AT1G32380	OG0003291	1	2	2	2	1
AT2G36360	OG0003292	1	1	3	1	2
AT1G53130	OG0003293	1	2	3	1	1
AT2G44110	OG0003294	1	1	2	2	2
AT2G37960	OG0003295	1	2	2	2	1
AT1G49990	OG0003296	3	2	2	1	0
AT1G35670	OG0003297	2	2	2	2	0
AT1G56030	OG0003298	1	2	3	2	0
AT1G50910	OG0003299	1	1	4	1	1
AT1G53023	OG0003300	1	2	2	2	1
AT2G43795	OG0003301	2	1	2	2	1
AT2G46870	OG0003302	1	1	2	1	3
AT2G46110	OG0003303	1	2	2	2	1
AALP_AA4G094400	OG0003304	8	0	0	0	0
AT4G13890	OG0003305	1	2	2	2	1
AT2G45450	OG0003306	2	1	2	2	1
AT3G56300	OG0003307	1	2	2	2	1
AT2G37500	OG0003308	4	1	1	1	1
AT2G43870	OG0003309	2	1	2	2	1
AT2G44910	OG0003310	2	2	2	2	0
AT2G42980	OG0003311	1	2	2	2	1
AT1G49910	OG0003312	1	2	2	2	1
AT2G40820	OG0003313	1	2	2	2	1
AT2G41210	OG0003314	1	2	2	2	1
AT1G51230	OG0003315	1	1	3	3	0
AT2G39518	OG0003316	1	2	2	2	1
AT1G49730	OG0003317	1	2	2	2	1
AT1G09720	OG0003318	1	2	2	2	1
AT4G31530	OG0003319	3	2	1	1	1
AT1G65680	OG0003320	1	1	0	1	5
AT1G08990	OG0003321	1	2	2	2	1
AT2G46400	OG0003322	2	2	2	1	1
AT1G55805	OG0003323	1	1	1	2	3
AT2G30780	OG0003324	1	1	3	2	1
AT5G53800	OG0003325	3	1	2	1	1
AT2G47440	OG0003326	2	2	2	2	0
AT2G47980	OG0003327	1	3	2	1	1
AT2G41800	OG0003328	1	2	2	2	1
AT2G47950	OG0003329	1	2	2	2	1
AT2G40360	OG0003330	1	2	3	1	1
AT1G48635	OG0003331	1	2	2	2	1
AT2G42250	OG0003332	1	1	1	1	4
AT3G24360	OG0003333	1	2	2	2	1
AT1G50460	OG0003334	1	2	2	2	1
AT1G48860	OG0003335	1	2	2	2	1
AT2G43945	OG0003336	2	2	1	2	1
AT2G34970	OG0003337	1	2	2	2	1
AT2G44670	OG0003338	2	2	2	1	1
AT3G27190	OG0003339	2	2	2	2	0
AT3G58560	OG0003340	2	1	2	2	1
AT3G47350	OG0003341	1	2	2	2	1
AT3G44150	OG0003342	1	4	1	1	1
AT3G60270	OG0003343	1	2	2	2	1
AT1G42615	OG0003344	1	2	2	2	1
AT4G24590	OG0003345	1	2	2	2	1
AT3G57020	OG0003346	3	1	2	1	1
AT3G46180	OG0003347	1	2	2	2	1
AT3G49750	OG0003348	2	2	1	2	1
AT5G08110	OG0003349	4	1	1	1	1
AT3G50840	OG0003350	1	2	2	2	1
AT3G42670	OG0003351	1	2	2	2	1
AT3G43490	OG0003352	1	2	2	2	1
AT3G49270	OG0003353	1	3	1	3	0
AT1G64390	OG0003354	1	2	2	2	1
AT3G20555	OG0003355	1	2	3	2	0
AT3G50440	OG0003356	2	1	1	1	3
AT4G31920	OG0003357	1	1	1	1	4
AT3G59630	OG0003358	1	2	3	1	1
AT2G01470	OG0003359	1	2	1	3	1
AT3G57140	OG0003360	1	2	2	2	1
AT2G02980	OG0003361	1	1	1	1	4
AT2G44900	OG0003362	1	1	2	2	2
AT3G61780	OG0003363	1	1	2	3	1
AT3G47160	OG0003364	2	2	1	2	1
AT3G28790	OG0003365	2	2	2	2	0
AT2G37220	OG0003366	1	2	2	2	1
AT3G46880	OG0003367	2	2	2	2	0
AT3G46070	OG0003368	1	2	2	3	0
AT3G28140	OG0003369	1	2	2	2	1
AT3G62110	OG0003370	1	2	3	1	1
AT3G53890	OG0003371	1	2	2	2	1
AT5G67500	OG0003372	2	2	2	1	1
AT3G49950	OG0003373	2	1	2	1	2
AT4G38120	OG0003374	3	1	2	1	1
AT3G46210	OG0003375	1	2	3	1	1
AT3G50900	OG0003376	1	2	2	2	1
AT3G61650	OG0003377	1	2	2	2	1
AT3G54640	OG0003378	2	1	2	2	1
AT1G14900	OG0003379	1	2	2	1	2
AT2G41150	OG0003380	1	2	2	2	1
AT3G44190	OG0003381	2	1	2	2	1
AALP_AA5G163400	OG0003382	2	3	0	0	3
AT3G53720	OG0003383	1	1	1	1	4
AT3G62080	OG0003384	1	2	3	1	1
AT3G55200	OG0003385	1	2	2	2	1
AT3G61990	OG0003386	1	2	2	2	1
AT5G22760	OG0003387	1	2	2	2	1
AT2G01220	OG0003388	1	2	2	2	1
AT3G45555	OG0003389	1	1	2	1	3
AT3G47550	OG0003390	1	1	2	1	3
AT3G29350	OG0003391	1	2	2	3	0
AT3G47980	OG0003392	1	2	2	2	1
AT3G59140	OG0003393	2	1	1	1	3
AT3G48835	OG0003394	4	1	1	2	0
AT3G63490	OG0003395	1	2	1	1	3
AT3G16700	OG0003396	1	2	2	2	1
AT3G24850	OG0003397	1	1	4	2	0
AALP_AA5G061900	OG0003398	8	0	0	0	0
AT3G12990	OG0003399	1	2	2	2	1
AT3G56190	OG0003400	1	2	2	2	1
AT3G46430	OG0003401	2	1	2	2	1
AT3G30775	OG0003402	2	1	2	2	1
AT3G45600	OG0003403	2	1	2	2	1
AT3G62470	OG0003404	1	2	1	3	1
AT1G01780	OG0003405	1	2	2	2	1
AT2G25130	OG0003406	1	2	2	2	1
AT4G08560	OG0003407	2	1	2	3	0
AT4G30480	OG0003408	2	2	2	1	1
AT5G43290	OG0003409	1	0	5	1	1
AT4G32400	OG0003410	2	2	2	1	1
AT4G11360	OG0003411	3	1	2	2	0
AT1G06150	OG0003412	1	2	2	2	1
AT2G27760	OG0003413	4	0	1	1	2
AT4G11780	OG0003414	2	1	2	2	1
AT4G04540	OG0003415	1	2	3	2	0
AT2G24240	OG0003416	1	2	2	2	1
AT1G32850	OG0003417	1	1	2	3	1
AT5G15025	OG0003418	2	1	2	3	0
AT4G22758	OG0003419	2	2	2	1	1
AT5G45080	OG0003420	1	2	4	1	0
AT4G09670	OG0003421	2	2	1	1	2
AT2G24370	OG0003422	1	2	2	2	1
AT4G17340	OG0003423	1	2	2	2	1
AT5G39590	OG0003424	1	2	1	1	3
AT3G06455	OG0003425	1	1	2	2	2
AT4G02050	OG0003426	2	2	2	1	1
AT2G26060	OG0003427	1	2	2	2	1
AT2G21250	OG0003428	1	2	2	2	1
AT4G17520	OG0003429	2	2	2	2	0
AT4G17600	OG0003430	1	2	2	2	1
AALP_AA6G009700	OG0003431	8	0	0	0	0
AT2G32870	OG0003432	2	2	2	2	0
AT1G01225	OG0003433	1	2	2	2	1
AT1G42560	OG0003434	2	1	2	2	1
AT5G47720	OG0003435	1	2	2	2	1
AT2G24990	OG0003436	1	2	2	2	1
AT3G49320	OG0003437	1	2	2	2	1
AT5G41360	OG0003438	2	1	2	2	1
AT3G50030	OG0003439	1	1	2	2	2
AT5G41920	OG0003440	1	1	1	1	4
AT4G11990	OG0003441	1	2	2	2	1
AT4G04020	OG0003442	1	2	2	2	1
AT4G17420	OG0003443	2	1	2	2	1
AT2G04630	OG0003444	1	2	2	2	1
AT4G11380	OG0003445	1	2	2	2	1
AT1G02350	OG0003446	1	2	2	2	1
AT4G05030	OG0003447	2	1	1	1	3
AT2G21480	OG0003448	2	2	2	2	0
AT5G04950	OG0003449	2	2	2	2	0
AT5G42250	OG0003450	1	1	1	1	4
AT4G00980	OG0003451	1	2	3	1	1
AT4G19390	OG0003452	3	2	1	1	1
AT1G54620	OG0003453	1	2	2	3	0
AT4G00780	OG0003454	1	2	3	2	0
AT2G24300	OG0003455	1	2	2	2	1
AT4G05020	OG0003456	1	2	2	2	1
AT2G32885	OG0003457	1	2	2	2	1
AT4G09600	OG0003458	1	2	2	2	1
AT2G27900	OG0003459	1	1	3	1	2
AT1G30300	OG0003460	1	2	2	2	1
AT4G36150	OG0003461	6	0	1	1	0
AT3G42830	OG0003462	2	2	1	2	1
AT4G18195	OG0003463	2	1	2	3	0
AT4G12270	OG0003464	1	2	1	3	1
AT2G25600	OG0003465	1	2	2	2	1
AT4G18596	OG0003466	2	2	2	2	0
