"","assembly","gene","scaffold","start","end","length","max_length","copy"
"265","BAM12_v2","AL1G56790","scaffold_1_RagTag",27411193,27412335,1142,1361.25,1
"275","BAM12_v2","AL2G29950","scaffold_2_RagTag",18805261,18807983,2722,3397.5,1
"284","BAM12_v2","AL3G22540","scaffold_3_RagTag",4725751,4726639,888,1115,1
"295","BAM12_v2","AL7G14700","scaffold_7_RagTag",1944167,1946914,2747,3436.25,1
"304","BAM12_v2","AL7G17000","scaffold_7_RagTag",2984523,2986923,2400,3012.5,1
"319","BAM12_v2","AL8G23980","scaffold_8_RagTag",11444583,11447139,2556,3198.75,1
"325","BAM12_v2","AL1G32880","scaffold_1_RagTag",9154960,9156292,1332,1592.5,1
"335","BAM12_v2","AL3G41310","scaffold_3_RagTag",13636537,13638335,1798,2193.75,1
"345","BAM12_v2","AL8G16570","scaffold_8_RagTag",4407511,4409229,1718,2277.5,1
"355","BAM12_v2","AL2G25840","scaffold_2_RagTag",16235106,16238857,3751,4706.25,1
"365","BAM12_v2","AL4G44060","scaffold_4_RagTag",22164479,22170999,6520,8181.25,1
"375","BAM12_v2","AL6G36110","scaffold_6_RagTag",11257291,11259382,2091,2593.75,1
"385","BAM12_v2","AL8G32740","scaffold_8_RagTag",16166692,16172816,6124,7657.5,1
"395","BAM12_v2","AL1G40480","scaffold_1_RagTag",12810995,12817858,6863,8606.25,1
"405","BAM12_v2","AL4G23330","scaffold_4_RagTag",12457365,12460206,2841,3543.75,1
"417","BAM12_v2","AL6G24590","scaffold_6_RagTag",5891604,5894468,2864,3593.75,1
"425","BAM12_v2","AL1G31800","scaffold_1_RagTag",8740934,8745715,4781,5962.5,1
"435","BAM12_v2","AL6G10970","scaffold_6_RagTag",387681,391232,3551,4407.5,1
"445","BAM12_v2","AL1G11800","scaffold_1_RagTag",700317,703038,2721,3423.75,1
"455","BAM12_v2","AL1G13710","scaffold_1_RagTag",1398982,1402029,3047,3810,1
"465","BAM12_v2","AL6G51420","scaffold_6_RagTag",25090319,25092460,2141,2703.75,1
"475","BAM12_v2","AL4G14860","scaffold_4_RagTag",3013031,3015736,2705,3381.25,1
"485","BAM12_v2","AL8G19860","scaffold_8_RagTag",9509641,9511411,1770,2268.75,1
"120","BOR_v1","AL4G22470","scaffold_4_RagTag:18000-22695972",11526857,11531093,4236,5281.25,1
"220","BOR_v1","AL7G49290","scaffold_7_RagTag:0-26551907",25233585,25235349,1764,2215,1
"320","BOR_v1","AL5G14830","scaffold_5_RagTag:0-21731985",2025039,2027370,2331,2908.75,1
"418","BOR_v1","AL1G38960","scaffold_1_RagTag:0-28294041",11041092,11042438,1346,1721.25,1
"58","BOR_v1","AL7G37080","scaffold_7_RagTag:0-26551907",11556372,11558358,1986,2473.75,1
"66","BOR_v1","AL7G29360","scaffold_7_RagTag:0-26551907",7901041,7903407,2366,3018.75,1
"76","BOR_v1","AL4G35580","scaffold_4_RagTag:18000-22695972",17870330,17871358,1028,1287.5,1
"86","BOR_v1","AL3G22630","scaffold_3_RagTag:0-24937921",4528776,4529742,966,1207.5,1
"96","BOR_v1","AL6G36570","scaffold_6_RagTag:0-24760478",10881146,10881722,576,727.5,1
"106","BOR_v1","AL6G40140","scaffold_6_RagTag:0-24760478",13021136,13033012,11876,14951.25,1
"1110","BOR_v1","AL8G11370","scaffold_8_RagTag:0-21093757",580380,585204,4824,6021.25,1
"126","BOR_v1","AL2G37500","scaffold_2_RagTag:0-21425966",19671199,19680818,9619,12023.75,1
"135","BOR_v1","AL3G47290","scaffold_3_RagTag:0-24937921",20526921,20529158,2237,2827.5,1
"146","BOR_v1","AL5G16540","scaffold_5_RagTag:0-21731985",2942994,2944996,2002,2497.5,1
"156","BOR_v1","AL8G17880","scaffold_8_RagTag:0-21093757",4438515,4445645,7130,8911.25,1
"166","BOR_v1","AL8G10660","scaffold_8_RagTag:0-21093757",225432,228601,3169,3978.75,1
"176","BOR_v1","AL3G16870","scaffold_3_RagTag:0-24937921",2457381,2458677,1296,1616.25,1
"186","BOR_v1","AL4G35500","scaffold_4_RagTag:18000-22695972",17837725,17838747,1022,1283.75,1
"196","BOR_v1","AL4G10190","scaffold_4_RagTag:18000-22695972",294273,295084,811,1041.25,1
"206","BOR_v1","AL1G40880","scaffold_1_RagTag:0-28294041",11835317,11838626,3309,4146.25,1
"2110","BOR_v1","AL4G44420","scaffold_4_RagTag:18000-22695972",21360793,21362865,2072,2601.25,1
"226","BOR_v1","AL1G44510","scaffold_1_RagTag:0-28294041",13601956,13604179,2223,2793.75,1
"236","BOR_v1","AL3G25980","scaffold_3_RagTag:0-24937921",5800917,5802737,1820,2281.25,1
"246","BOR_v1","AL7G52050","scaffold_7_RagTag:0-26551907",23824421,23826181,1760,2411.25,1
"256","BOR_v1","AL4G11740","scaffold_4_RagTag:18000-22695972",956713,959370,2657,3343.75,1
"266","BOR_v1","AL1G56790","scaffold_1_RagTag:0-28294041",24485808,24486922,1114,1361.25,1
"285","BOR_v1","AL2G29950","scaffold_2_RagTag:0-21425966",16625126,16627843,2717,3397.5,1
"296","BOR_v1","AL3G22540","scaffold_3_RagTag:0-24937921",4486397,4487289,892,1115,1
"305","BOR_v1","AL7G14700","scaffold_7_RagTag:0-26551907",1814607,1817444,2837,3436.25,1
"3110","BOR_v1","AL7G17000","scaffold_7_RagTag:0-26551907",2786849,2789257,2408,3012.5,1
"326","BOR_v1","AL8G23980","scaffold_8_RagTag:0-21093757",11889925,11892483,2558,3198.75,1
"336","BOR_v1","AL1G44620","scaffold_1_RagTag:0-28294041",13661252,13665257,4005,5038.75,1
"346","BOR_v1","AL1G32880","scaffold_1_RagTag:0-28294041",8606284,8607611,1327,1592.5,1
"356","BOR_v1","AL3G41310","scaffold_3_RagTag:0-24937921",12332189,12333955,1766,2193.75,1
"366","BOR_v1","AL8G16570","scaffold_8_RagTag:0-21093757",3615422,3617063,1641,2277.5,1
"376","BOR_v1","AL2G25840","scaffold_2_RagTag:0-21425966",14571098,14574872,3774,4706.25,1
"386","BOR_v1","AL4G44060","scaffold_4_RagTag:18000-22695972",21188327,21194782,6455,8181.25,1
"396","BOR_v1","AL6G36110","scaffold_6_RagTag:0-24760478",10503906,10505997,2091,2593.75,1
"406","BOR_v1","AL8G32740","scaffold_8_RagTag:0-21093757",16076466,16082621,6155,7657.5,1
"419","BOR_v1","AL1G40480","scaffold_1_RagTag:0-28294041",11673788,11680671,6883,8606.25,1
"426","BOR_v1","AL4G23330","scaffold_4_RagTag:18000-22695972",12572114,12574934,2820,3543.75,1
"436","BOR_v1","AL6G24590","scaffold_6_RagTag:0-24760478",5663734,5666596,2862,3593.75,1
"446","BOR_v1","AL1G31800","scaffold_1_RagTag:0-28294041",8210853,8215623,4770,5962.5,1
"456","BOR_v1","AL6G10970","scaffold_6_RagTag:0-24760478",348356,351907,3551,4407.5,1
"466","BOR_v1","AL1G11800","scaffold_1_RagTag:0-28294041",693192,695924,2732,3423.75,1
"476","BOR_v1","AL1G13710","scaffold_1_RagTag:0-28294041",1399522,1402568,3046,3810,1
"486","BOR_v1","AL6G51420","scaffold_6_RagTag:0-24760478",23803155,23805284,2129,2703.75,1
"495","BOR_v1","AL4G14860","scaffold_4_RagTag:18000-22695972",2678839,2681541,2702,3381.25,1
"502","BOR_v1","AL8G19860","scaffold_8_RagTag:0-21093757",9123771,9125563,1792,2268.75,1
"127","F1-14.ragtag.scaffold_chr","AL4G22470","scaffold_4_RagTag",11772295,11776509,4214,5281.25,1
"227","F1-14.ragtag.scaffold_chr","AL7G49290","scaffold_7_RagTag",26956844,26958607,1763,2215,1
"327","F1-14.ragtag.scaffold_chr","AL5G14830","scaffold_5_RagTag",2608867,2611211,2344,2908.75,1
"420","F1-14.ragtag.scaffold_chr","AL1G38960","scaffold_1_RagTag",12327909,12329257,1348,1721.25,1
"67","F1-14.ragtag.scaffold_chr","AL7G37080","scaffold_7_RagTag",12285188,12287200,2012,2473.75,1
"77","F1-14.ragtag.scaffold_chr","AL7G29360","scaffold_7_RagTag",8597931,8600321,2390,3018.75,1
"87","F1-14.ragtag.scaffold_chr","AL4G35580","scaffold_4_RagTag",17229614,17230645,1031,1287.5,1
"97","F1-14.ragtag.scaffold_chr","AL3G22630","scaffold_3_RagTag",5225353,5226309,956,1207.5,1
"107","F1-14.ragtag.scaffold_chr","AL6G36570","scaffold_6_RagTag",9450839,9451418,579,727.5,1
"1111","F1-14.ragtag.scaffold_chr","AL6G40140","scaffold_6_RagTag",11615239,11626909,11670,14951.25,1
"128","F1-14.ragtag.scaffold_chr","AL8G11370","scaffold_8_RagTag",480818,485646,4828,6021.25,1
"136","F1-14.ragtag.scaffold_chr","AL2G37500","scaffold_2_RagTag",22199164,22208776,9612,12023.75,1
"147","F1-14.ragtag.scaffold_chr","AL3G47290","scaffold_3_RagTag",21733846,21736077,2231,2827.5,1
"157","F1-14.ragtag.scaffold_chr","AL5G16540","scaffold_5_RagTag",3735904,3737918,2014,2497.5,1
"167","F1-14.ragtag.scaffold_chr","AL8G17880","scaffold_8_RagTag",5161560,5168691,7131,8911.25,1
"177","F1-14.ragtag.scaffold_chr","AL8G10660","scaffold_8_RagTag",154912,158092,3180,3978.75,1
"187","F1-14.ragtag.scaffold_chr","AL3G16870","scaffold_3_RagTag",2835255,2836547,1292,1616.25,1
"197","F1-14.ragtag.scaffold_chr","AL4G35500","scaffold_4_RagTag",17264981,17266007,1026,1283.75,1
"207","F1-14.ragtag.scaffold_chr","AL4G10190","scaffold_2_RagTag",3698074,3698839,765,1041.25,1
"2111","F1-14.ragtag.scaffold_chr","AL1G40880","scaffold_1_RagTag",13271525,13274830,3305,4146.25,1
"228","F1-14.ragtag.scaffold_chr","AL4G44420","scaffold_4_RagTag",23044775,23046835,2060,2601.25,1
"237","F1-14.ragtag.scaffold_chr","AL1G44510","scaffold_1_RagTag",15052454,15054661,2207,2793.75,1
"247","F1-14.ragtag.scaffold_chr","AL3G25980","scaffold_3_RagTag",6495391,6497211,1820,2281.25,1
"257","F1-14.ragtag.scaffold_chr","AL7G52050","scaffold_7_RagTag",25590989,25592909,1920,2411.25,1
"276","F1-14.ragtag.scaffold_chr","AL4G11740","scaffold_4_RagTag",218592,221046,2454,3343.75,1
"286","F1-14.ragtag.scaffold_chr","AL1G56790","scaffold_1_RagTag",25274647,25275767,1120,1361.25,1
"306","F1-14.ragtag.scaffold_chr","AL2G29950","scaffold_2_RagTag",18952486,18955196,2710,3397.5,1
"3111","F1-14.ragtag.scaffold_chr","AL3G22540","scaffold_3_RagTag",5119200,5119870,670,1115,1
"337","F1-14.ragtag.scaffold_chr","AL7G14700","scaffold_7_RagTag",1987068,1989814,2746,3436.25,1
"347","F1-14.ragtag.scaffold_chr","AL7G17000","scaffold_7_RagTag",3048568,3050977,2409,3012.5,1
"357","F1-14.ragtag.scaffold_chr","AL8G23980","scaffold_8_RagTag",13102474,13105034,2560,3198.75,1
"367","F1-14.ragtag.scaffold_chr","AL1G44620","scaffold_1_RagTag",15106132,15110163,4031,5038.75,1
"377","F1-14.ragtag.scaffold_chr","AL1G32880","scaffold_1_RagTag",9893359,9894690,1331,1592.5,1
"387","F1-14.ragtag.scaffold_chr","AL3G41310","scaffold_3_RagTag",13483546,13485303,1757,2193.75,1
"397","F1-14.ragtag.scaffold_chr","AL8G16570","scaffold_8_RagTag",4151552,4153378,1826,2277.5,1
"4110","F1-14.ragtag.scaffold_chr","AL2G25840","scaffold_2_RagTag",16807521,16811277,3756,4706.25,1
"427","F1-14.ragtag.scaffold_chr","AL4G44060","scaffold_4_RagTag",22888610,22895037,6427,8181.25,1
"437","F1-14.ragtag.scaffold_chr","AL6G36110","scaffold_6_RagTag",9061618,9063710,2092,2593.75,1
"447","F1-14.ragtag.scaffold_chr","AL8G32740","scaffold_8_RagTag",17345814,17351933,6119,7657.5,1
"457","F1-14.ragtag.scaffold_chr","AL1G40480","scaffold_1_RagTag",13110795,13117610,6815,8606.25,1
"477","F1-14.ragtag.scaffold_chr","AL4G23330","scaffold_4_RagTag",12878253,12881038,2785,3543.75,1
"487","F1-14.ragtag.scaffold_chr","AL6G24590","scaffold_6_RagTag",3948772,3951614,2842,3593.75,1
"496","F1-14.ragtag.scaffold_chr","AL1G31800","scaffold_1_RagTag",9449396,9454171,4775,5962.5,1
"503","F1-14.ragtag.scaffold_chr","AL6G10970","scaffold_6_RagTag",357034,360594,3560,4407.5,1
"511","F1-14.ragtag.scaffold_chr","AL1G11800","scaffold_1_RagTag",652679,655316,2637,3423.75,1
"521","F1-14.ragtag.scaffold_chr","AL1G13710","scaffold_1_RagTag",2237130,2240183,3053,3810,1
"531","F1-14.ragtag.scaffold_chr","AL6G51420","scaffold_4_RagTag",14830524,14832653,2129,2703.75,1
"551","F1-14.ragtag.scaffold_chr","AL4G14860","scaffold_4_RagTag",2673470,2676178,2708,3381.25,1
"561","F1-14.ragtag.scaffold_chr","AL8G19860","scaffold_8_RagTag",10386803,10388589,1786,2268.75,1
"129","KN003hexa_v0","AL4G22470","scaffold_4_RagTag",13160727,13164968,4241,5281.25,1
"229","KN003hexa_v0","AL7G49290","scaffold_7_RagTag",25321173,25322944,1771,2215,1
"328","KN003hexa_v0","AL5G14830","scaffold_5_RagTag",2560539,2562648,2109,2908.75,1
"428","KN003hexa_v0","AL1G38960","scaffold_1_RagTag",11432262,11433619,1357,1721.25,1
"59","KN003hexa_v0","AL7G37080","scaffold_7_RagTag",11337471,11339443,1972,2473.75,1
"68","KN003hexa_v0","AL7G29360","scaffold_7_RagTag",7780770,7783184,2414,3018.75,1
"78","KN003hexa_v0","AL4G35580","scaffold_4_RagTag",19725283,19726314,1031,1287.5,1
"88","KN003hexa_v0","AL3G22630","scaffold_3_RagTag",4761549,4762514,965,1207.5,1
"98","KN003hexa_v0","AL6G36570","scaffold_6_RagTag",10820667,10821243,576,727.5,1
"108","KN003hexa_v0","AL6G40140","scaffold_6_RagTag",13264560,13278450,13890,14951.25,1
"1112","KN003hexa_v0","AL1G56960","scaffold_1_RagTag",26094050,26095944,1894,2368.75,1
"1210","KN003hexa_v0","AL8G11370","scaffold_8_RagTag",582419,587234,4815,6021.25,1
"137","KN003hexa_v0","AL2G37500","scaffold_2_RagTag",20508207,20517819,9612,12023.75,1
"148","KN003hexa_v0","AL3G47290","scaffold_3_RagTag",20709947,20712193,2246,2827.5,1
"158","KN003hexa_v0","AL5G16540","scaffold_5_RagTag",3411320,3413317,1997,2497.5,1
"168","KN003hexa_v0","AL8G17880","scaffold_8_RagTag",4528711,4535841,7130,8911.25,1
"178","KN003hexa_v0","AL8G10660","scaffold_8_RagTag",267544,270727,3183,3978.75,1
"188","KN003hexa_v0","AL3G16870","scaffold_3_RagTag",2560853,2562145,1292,1616.25,1
"198","KN003hexa_v0","AL4G35500","scaffold_4_RagTag",19694156,19695182,1026,1283.75,1
"208","KN003hexa_v0","AL4G10190","scaffold_4_RagTag",246554,247386,832,1041.25,1
"2112","KN003hexa_v0","AL1G40880","scaffold_1_RagTag",12270797,12274114,3317,4146.25,1
"2210","KN003hexa_v0","AL4G44420","scaffold_4_RagTag",23195060,23197233,2173,2601.25,1
"238","KN003hexa_v0","AL1G44510","scaffold_1_RagTag",14060690,14062931,2241,2793.75,1
"248","KN003hexa_v0","AL3G25980","scaffold_3_RagTag",5980674,5982498,1824,2281.25,1
"258","KN003hexa_v0","AL7G52050","scaffold_7_RagTag",23789477,23791405,1928,2411.25,1
"267","KN003hexa_v0","AL4G11740","scaffold_4_RagTag",981486,984160,2674,3343.75,1
"287","KN003hexa_v0","AL1G56790","scaffold_1_RagTag",25992167,25993253,1086,1361.25,1
"297","KN003hexa_v0","AL2G29950","scaffold_2_RagTag",17358183,17360900,2717,3397.5,1
"307","KN003hexa_v0","AL3G22540","scaffold_3_RagTag",4725129,4726015,886,1115,1
"3112","KN003hexa_v0","AL7G14700","scaffold_7_RagTag",1790581,1793328,2747,3436.25,1
"329","KN003hexa_v0","AL7G17000","scaffold_7_RagTag",2755640,2758048,2408,3012.5,1
"338","KN003hexa_v0","AL8G23980","scaffold_8_RagTag",11910046,11912604,2558,3198.75,1
"348","KN003hexa_v0","AL1G44620","scaffold_1_RagTag",14115932,14119962,4030,5038.75,1
"358","KN003hexa_v0","AL1G32880","scaffold_1_RagTag",8651115,8652387,1272,1592.5,1
"368","KN003hexa_v0","AL3G41310","scaffold_3_RagTag",12888770,12890522,1752,2193.75,1
"378","KN003hexa_v0","AL8G16570","scaffold_8_RagTag",3566060,3567852,1792,2277.5,1
"388","KN003hexa_v0","AL2G25840","scaffold_2_RagTag",15201893,15205636,3743,4706.25,1
"398","KN003hexa_v0","AL4G44060","scaffold_4_RagTag",23047247,23053787,6540,8181.25,1
"407","KN003hexa_v0","AL6G36110","scaffold_6_RagTag",10456204,10458308,2104,2593.75,1
"4111","KN003hexa_v0","AL8G32740","scaffold_8_RagTag",16276322,16282445,6123,7657.5,1
"429","KN003hexa_v0","AL1G40480","scaffold_1_RagTag",12105581,12112464,6883,8606.25,1
"438","KN003hexa_v0","AL4G23330","scaffold_4_RagTag",14278091,14280925,2834,3543.75,1
"448","KN003hexa_v0","AL6G24590","scaffold_6_RagTag",5482406,5485282,2876,3593.75,1
"458","KN003hexa_v0","AL1G31800","scaffold_1_RagTag",8248928,8253698,4770,5962.5,1
"467","KN003hexa_v0","AL6G10970","scaffold_6_RagTag",353980,357509,3529,4407.5,1
"478","KN003hexa_v0","AL1G11800","scaffold_1_RagTag",683209,685946,2737,3423.75,1
"488","KN003hexa_v0","AL1G13710","scaffold_1_RagTag",1367919,1370972,3053,3810,1
"497","KN003hexa_v0","AL6G51420","scaffold_6_RagTag",24094871,24097015,2144,2703.75,1
"504","KN003hexa_v0","AL4G14860","scaffold_4_RagTag",3135782,3138473,2691,3381.25,1
"512","KN003hexa_v0","AL8G19860","scaffold_8_RagTag",8846372,8848166,1794,2268.75,1
"130","KN005_v1","AL4G22470","scaffold_4_RagTag",11874102,11878343,4241,5281.25,1
"230","KN005_v1","AL7G49290","scaffold_7_RagTag",25757170,25758941,1771,2215,1
"330","KN005_v1","AL5G14830","scaffold_5_RagTag",2622990,2625317,2327,2908.75,1
"430","KN005_v1","AL1G38960","scaffold_1_RagTag",11238710,11240067,1357,1721.25,1
"510","KN005_v1","AL7G37080","scaffold_7_RagTag",11357767,11359742,1975,2473.75,1
"69","KN005_v1","AL7G29360","scaffold_7_RagTag",7765718,7768132,2414,3018.75,1
"79","KN005_v1","AL4G35580","scaffold_4_RagTag",18378577,18379607,1030,1287.5,1
"89","KN005_v1","AL3G22630","scaffold_3_RagTag",4687566,4688531,965,1207.5,1
"99","KN005_v1","AL6G36570","scaffold_6_RagTag",10659592,10660168,576,727.5,1
"109","KN005_v1","AL6G40140","scaffold_6_RagTag",13139472,13151415,11943,14951.25,1
"1113","KN005_v1","AL1G56960","scaffold_1_RagTag",25647861,25649755,1894,2368.75,1
"1211","KN005_v1","AL8G11370","scaffold_8_RagTag",681243,686095,4852,6021.25,1
"138","KN005_v1","AL2G37500","scaffold_2_RagTag",21070995,21080607,9612,12023.75,1
"149","KN005_v1","AL3G47290","scaffold_3_RagTag",20264042,20266303,2261,2827.5,1
"159","KN005_v1","AL5G16540","scaffold_5_RagTag",3468724,3470719,1995,2497.5,1
"169","KN005_v1","AL8G17880","scaffold_8_RagTag",4601328,4608459,7131,8911.25,1
"179","KN005_v1","AL8G10660","scaffold_8_RagTag",286048,289231,3183,3978.75,1
"189","KN005_v1","AL3G16870","scaffold_3_RagTag",2474697,2475989,1292,1616.25,1
"199","KN005_v1","AL4G35500","scaffold_4_RagTag",18336026,18337052,1026,1283.75,1
"209","KN005_v1","AL4G10190","scaffold_4_RagTag",110525,111357,832,1041.25,1
"2113","KN005_v1","AL1G40880","scaffold_1_RagTag",12082175,12085492,3317,4146.25,1
"2211","KN005_v1","AL4G44420","scaffold_4_RagTag",21885996,21888076,2080,2601.25,1
"239","KN005_v1","AL1G44510","scaffold_1_RagTag",13760111,13762352,2241,2793.75,1
"249","KN005_v1","AL3G25980","scaffold_3_RagTag",5913628,5915428,1800,2281.25,1
"259","KN005_v1","AL7G52050","scaffold_7_RagTag",24180767,24182553,1786,2411.25,1
"268","KN005_v1","AL4G11740","scaffold_4_RagTag",762768,765442,2674,3343.75,1
"277","KN005_v1","AL1G56790","scaffold_1_RagTag",25557782,25558869,1087,1361.25,1
"288","KN005_v1","AL2G29950","scaffold_2_RagTag",17860942,17863643,2701,3397.5,1
"298","KN005_v1","AL3G22540","scaffold_3_RagTag",4652568,4653440,872,1115,1
"308","KN005_v1","AL7G14700","scaffold_7_RagTag",1784943,1787690,2747,3436.25,1
"3113","KN005_v1","AL7G17000","scaffold_7_RagTag",2737121,2739529,2408,3012.5,1
"3210","KN005_v1","AL8G23980","scaffold_8_RagTag",11920625,11923184,2559,3198.75,1
"339","KN005_v1","AL1G44620","scaffold_1_RagTag",13818405,13822436,4031,5038.75,1
"349","KN005_v1","AL1G32880","scaffold_1_RagTag",8648292,8649564,1272,1592.5,1
"359","KN005_v1","AL3G41310","scaffold_3_RagTag",12655746,12657500,1754,2193.75,1
"369","KN005_v1","AL8G16570","scaffold_8_RagTag",3688614,3690290,1676,2277.5,1
"379","KN005_v1","AL2G25840","scaffold_2_RagTag",15609762,15613544,3782,4706.25,1
"389","KN005_v1","AL4G44060","scaffold_4_RagTag",21735301,21741841,6540,8181.25,1
"399","KN005_v1","AL6G36110","scaffold_6_RagTag",10360571,10362662,2091,2593.75,1
"408","KN005_v1","AL8G32740","scaffold_8_RagTag",16106140,16112268,6128,7657.5,1
"4112","KN005_v1","AL1G40480","scaffold_1_RagTag",11910932,11917792,6860,8606.25,1
"439","KN005_v1","AL4G23330","scaffold_4_RagTag",12909081,12911915,2834,3543.75,1
"449","KN005_v1","AL6G24590","scaffold_6_RagTag",5455115,5458003,2888,3593.75,1
"459","KN005_v1","AL1G31800","scaffold_1_RagTag",8258571,8263327,4756,5962.5,1
"468","KN005_v1","AL6G10970","scaffold_6_RagTag",340449,343975,3526,4407.5,1
"479","KN005_v1","AL1G11800","scaffold_1_RagTag",702506,705243,2737,3423.75,1
"489","KN005_v1","AL1G13710","scaffold_1_RagTag",1415237,1418282,3045,3810,1
"498","KN005_v1","AL6G51420","scaffold_6_RagTag",23357892,23360036,2144,2703.75,1
"505","KN005_v1","AL4G14860","scaffold_4_RagTag",2764239,2766931,2692,3381.25,1
"513","KN005_v1","AL8G19860","scaffold_8_RagTag",8816326,8818120,1794,2268.75,1
"139","KN006_v1","AL4G22470","scaffold_4_RagTag",12808674,12812693,4019,5281.25,1
"240","KN006_v1","AL7G49290","scaffold_7_RagTag",27434109,27435880,1771,2215,1
"340","KN006_v1","AL5G14830","scaffold_5_RagTag",2963128,2965456,2328,2908.75,1
"440","KN006_v1","AL1G38960","scaffold_1_RagTag",11579726,11581076,1350,1721.25,1
"514","KN006_v1","AL7G37080","scaffold_7_RagTag",12132910,12134882,1972,2473.75,1
"610","KN006_v1","AL7G29360","scaffold_7_RagTag",8107135,8109543,2408,3018.75,1
"710","KN006_v1","AL4G35580","scaffold_4_RagTag",19763320,19764352,1032,1287.5,1
"810","KN006_v1","AL3G22630","scaffold_3_RagTag",4813962,4814927,965,1207.5,1
"910","KN006_v1","AL6G36570","scaffold_6_RagTag",11108717,11109296,579,727.5,1
"1010","KN006_v1","AL6G40140","scaffold_6_RagTag",13471088,13483049,11961,14951.25,1
"1114","KN006_v1","AL1G56960","scaffold_1_RagTag",26941041,26942935,1894,2368.75,1
"1212","KN006_v1","AL8G11370","scaffold_8_RagTag",658770,663586,4816,6021.25,1
"1310","KN006_v1","AL2G37500","scaffold_2_RagTag",22272834,22282452,9618,12023.75,1
"1410","KN006_v1","AL3G47290","scaffold_3_RagTag",22663602,22665863,2261,2827.5,1
"1510","KN006_v1","AL5G16540","scaffold_5_RagTag",5363643,5365640,1997,2497.5,1
"1610","KN006_v1","AL8G17880","scaffold_8_RagTag",4874456,4881586,7130,8911.25,1
"1710","KN006_v1","AL8G10660","scaffold_8_RagTag",334182,337364,3182,3978.75,1
"1810","KN006_v1","AL3G16870","scaffold_3_RagTag",2583957,2585249,1292,1616.25,1
"1910","KN006_v1","AL4G35500","scaffold_4_RagTag",19739945,19740971,1026,1283.75,1
"2010","KN006_v1","AL4G10190","scaffold_4_RagTag",150450,151290,840,1041.25,1
"2114","KN006_v1","AL1G40880","scaffold_1_RagTag",12524826,12528137,3311,4146.25,1
"2212","KN006_v1","AL4G44420","scaffold_4_RagTag",23283879,23285959,2080,2601.25,1
"2310","KN006_v1","AL1G44510","scaffold_1_RagTag",14337692,14339933,2241,2793.75,1
"2410","KN006_v1","AL3G25980","scaffold_3_RagTag",6113822,6115646,1824,2281.25,1
"2510","KN006_v1","AL7G52050","scaffold_7_RagTag",25235981,25237906,1925,2411.25,1
"269","KN006_v1","AL4G11740","scaffold_4_RagTag",868964,871639,2675,3343.75,1
"278","KN006_v1","AL1G56790","scaffold_1_RagTag",26858145,26859232,1087,1361.25,1
"289","KN006_v1","AL2G29950","scaffold_2_RagTag",19181988,19184692,2704,3397.5,1
"299","KN006_v1","AL3G22540","scaffold_3_RagTag",4771293,4772184,891,1115,1
"309","KN006_v1","AL7G14700","scaffold_7_RagTag",1813280,1816027,2747,3436.25,1
"3114","KN006_v1","AL7G17000","scaffold_7_RagTag",2819858,2822267,2409,3012.5,1
"3211","KN006_v1","AL8G23980","scaffold_8_RagTag",12668065,12670608,2543,3198.75,1
"3310","KN006_v1","AL1G44620","scaffold_1_RagTag",14397039,14401070,4031,5038.75,1
"3410","KN006_v1","AL1G32880","scaffold_1_RagTag",8893551,8894824,1273,1592.5,1
"3510","KN006_v1","AL3G41310","scaffold_3_RagTag",13978192,13979946,1754,2193.75,1
"3610","KN006_v1","AL8G16570","scaffold_8_RagTag",3979358,3981186,1828,2277.5,1
"3710","KN006_v1","AL2G25840","scaffold_2_RagTag",16901371,16905154,3783,4706.25,1
"3810","KN006_v1","AL4G44060","scaffold_4_RagTag",23136290,23142830,6540,8181.25,1
"3910","KN006_v1","AL6G36110","scaffold_6_RagTag",10735170,10737261,2091,2593.75,1
"409","KN006_v1","AL8G32740","scaffold_8_RagTag",17006201,17012329,6128,7657.5,1
"4113","KN006_v1","AL1G40480","scaffold_1_RagTag",12366141,12373002,6861,8606.25,1
"4310","KN006_v1","AL4G23330","scaffold_4_RagTag",13936213,13939047,2834,3543.75,1
"4410","KN006_v1","AL6G24590","scaffold_6_RagTag",5715262,5718713,3451,3593.75,1
"4510","KN006_v1","AL1G31800","scaffold_1_RagTag",8458409,8463173,4764,5962.5,1
"469","KN006_v1","AL6G10970","scaffold_6_RagTag",340197,343722,3525,4407.5,1
"4710","KN006_v1","AL1G11800","scaffold_1_RagTag",678613,681351,2738,3423.75,1
"4810","KN006_v1","AL1G13710","scaffold_1_RagTag",1413144,1416197,3053,3810,1
"499","KN006_v1","AL6G51420","scaffold_6_RagTag",23179338,23181504,2166,2703.75,1
"506","KN006_v1","AL4G14860","scaffold_4_RagTag",2935767,2938476,2709,3381.25,1
"515","KN006_v1","AL8G19860","scaffold_8_RagTag",8928252,8930077,1825,2268.75,1
"140","MN47_mabs_v3","AL4G22470","scaffold_4_RagTag",12947037,12951276,4239,5281.25,1
"250","MN47_mabs_v3","AL7G49290","scaffold_7_RagTag",27227210,27228981,1771,2215,1
"350","MN47_mabs_v3","AL5G14830","scaffold_5_RagTag",2332950,2335278,2328,2908.75,1
"450","MN47_mabs_v3","AL1G38960","scaffold_1_RagTag",11354647,11356023,1376,1721.25,1
"516","MN47_mabs_v3","AL7G37080","scaffold_7_RagTag",11650185,11652163,1978,2473.75,1
