accession	assembly	sample_name	location	latitude	longitude	pop_name	OG0000007	OG0000009	OG0000012	OG0000015	OG0000016	OG0000022	OG0000024	OG0000027	OG0000029	OG0000030	OG0000038	OG0000039	OG0000040	OG0000042	OG0000045	OG0000046	OG0000047	OG0000049	OG0000054	OG0000060	OG0000065	OG0000074	OG0000075	OG0000077	OG0000083	OG0000086	OG0000087	OG0000090	OG0000093	OG0000095	OG0000096	OG0000100	OG0000103	OG0000106	OG0000107	OG0000118	OG0000126	OG0000141	OG0000142	OG0000147	OG0000150	OG0000158	OG0000159	OG0000164	OG0000166	OG0000167	OG0000170	OG0000182	OG0000184	OG0000185	OG0000186	OG0000188	OG0000192	OG0000196	OG0000199	OG0000200	OG0000202	OG0000205	OG0000206	OG0000207	OG0000210	OG0000213	OG0000217	OG0000220	OG0000224	OG0000228	OG0000242	OG0000248	OG0000253	OG0000255	OG0000258	OG0000261	OG0000264	OG0000266	OG0000269	OG0000271	OG0000272	OG0000276	OG0000297	OG0000298	OG0000299	OG0000319	OG0000320	OG0000325	OG0000329	OG0000338	OG0000339	OG0000343	OG0000347	OG0000348	OG0000360	OG0000361	OG0000367	OG0000372	OG0000375	OG0000382	OG0000384	OG0000385	OG0000386	OG0000388	OG0000402	OG0000418	OG0000419	OG0000422	OG0000432	OG0000434	OG0000440	OG0000442	OG0000445	OG0000448	OG0000452	OG0000453	OG0000473	OG0000496	OG0000500	OG0000501	OG0000503	OG0000504	OG0000510	OG0000513	OG0000534	OG0000535	OG0000546	OG0000549	OG0000589	OG0000591	OG0000594	OG0000598	OG0000599	OG0000601	OG0000605	OG0000606	OG0000618	OG0000620	OG0000621	OG0000639	OG0000679	OG0000692	OG0000712	OG0000720	OG0000724	OG0000725	OG0000728	OG0000731	OG0000736	OG0000739	OG0000761	OG0000792	OG0000817	OG0000822	OG0000846	OG0000857	OG0000862	OG0000865	OG0000887	OG0000893	OG0000907	OG0000913	OG0000929	OG0000949	OG0000962	OG0001007	OG0001019	OG0001038	OG0001079	OG0001115	OG0001127	OG0001132	OG0001135	OG0001136	OG0001139	OG0001188	OG0001196	OG0001202	OG0001262	OG0001318	OG0001336	OG0001349	OG0001363	OG0001392	OG0001395	OG0001398	OG0001400	OG0001401	OG0001408	OG0001411	OG0001412	OG0001688	OG0001769	OG0001813	OG0001820	OG0001841	OG0001885	OG0001893	OG0001901	OG0001911	OG0001918	OG0001923	OG0001927	OG0001928	OG0001929	OG0002178	OG0002370	OG0002564	OG0002742	OG0002810	OG0002829	OG0002867	OG0002883	OG0002891	OG0002892	OG0002893	OG0002919	OG0003409	OG0003680	OG0003687	OG0003691	OG0003730	OG0003767	OG0003807	OG0003808	OG0003820	OG0004081	OG0004132	OG0004303	OG0004694	OG0004872	OG0005764	bio1	bio2	bio3	bio4	bio5	bio6	bio7	bio8	bio9	bio10	bio11	bio12	bio13	bio14	bio15	bio16	bio17	bio18	bio19	cec_0.5cm_Q0.5_250m	cec_5.15cm_Q0.5_250m	phh2o_0.5cm_Q0.5_250m	phh2o_5.15cm_Q0.5_250m	soc_0.5cm_Q0.5_250m	soc_5.15cm_Q0.5_250m	PC1	PC2	busco_complete_pct	busco_duplicated_pct	contig_n50_mbp	total_length_bp	te_int_frac
GCA_036936905.1	ASM3693690v1	ASM3693690v1	Russia	55.78	37.62	Ms-0	3	31	29	17	33	16	17	21	10	21	1	11	16	9	1	11	5	10	11	13	9	111	1	13	19	1	5	16	17	1	24	2	8	7	8	13	8	4	11	6	8	1	2	7	2	5	3	5	14	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	7	3	12	9	1	5	9	10	5	2	1	10	15	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	5	3	2	1	1	11	1	17	2	2	9	8	4	5	2	7	4	0	1	1	3	2	19	3	3	3	3	1	2	10	7	4	1	2	1	5	6	7	12	5	1	0	2	4	2	1	1	1	1	5	4	1	20	5	1	4	7	1	4	2	1	1	4	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	3	1	2	1	4	2	2	1	8	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	5.25000000000006	6.9	0.203999996185303	958	22.95	-10.95	33.9	17.45	-1.14999999999998	17.45	-7.04999999999995	717.3	86.2	35.5	29.5	251.2	113.1	251.2	146.7	NA	NA	NA	NA	NA	NA	-1.36324996647638	9.1417926678831	99.4	1.1	13	136611995	0.229549096329352
GCA_036936915.1	ASM3693691v1	ASM3693691v1	Portugal	40.23	-8.43	Co-4	3	31	29	18	32	16	15	22	10	21	1	11	16	10	1	11	4	10	10	13	9	96	1	12	17	1	4	13	40	1	21	2	11	6	9	14	8	4	12	8	8	1	2	7	2	5	1	5	13	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	1	3	2	1	2	0	2	14	8	3	14	9	1	7	9	10	5	2	1	9	15	1	3	6	3	11	5	3	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	14	2	2	1	1	10	1	16	2	2	9	7	4	5	2	7	4	0	1	1	3	2	16	3	3	3	3	1	1	10	8	4	1	2	1	5	6	9	10	5	1	1	2	4	2	1	1	1	1	5	4	1	24	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	6	0	2	2	0	1	2	4	2	1	3	1	4	2	2	1	3	2	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	15.35	10.1	0.428000020980835	435.3	28.45	4.75000000000006	23.7	13.05	20.95	21.05	9.85000000000002	979.8	149.4	13.4	52.8	399.8	65.4	84.4	365.9	19.5	17.5	7	7	29.6	15	-0.457973832810031	-3.28840551741982	99.4	1	15	134924136	0.221423615415999
GCA_036936945.1	ASM3693694v1	ASM3693694v1	Estonia	58.3	25.3	Est-1	3	30	30	17	35	16	15	23	8	21	1	12	16	10	1	11	5	10	15	15	9	92	1	13	20	1	5	16	16	1	23	2	14	9	9	15	8	4	11	8	8	1	2	7	2	5	4	5	13	4	3	4	3	7	15	1	5	2	11	3	7	7	4	9	0	3	2	1	2	1	2	15	6	4	14	9	1	6	9	10	5	2	1	10	13	1	3	6	3	12	5	4	1	8	1	8	2	1	4	1	8	1	1	4	1	4	2	17	3	2	1	1	11	1	16	2	2	9	8	4	5	1	7	4	1	1	2	3	2	19	3	3	3	3	1	2	10	8	4	1	2	1	5	7	10	9	5	1	1	2	4	2	0	1	1	1	5	4	1	21	5	1	4	5	1	4	2	1	1	5	3	3	1	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	1	1	2	4	3	1	3	1	4	2	2	1	9	3	4	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	5.85000000000002	6.6	0.225	784.6	21.35	-7.94999999999999	29.3	16.15	-0.149999999999977	16.15	-3.94999999999999	817.5	95	38.4	28.4	272.9	129	272.9	176.1	24.3	12.1	6.3	6.3	40.8	19.5	-3.08804058434921	5.04233628514386	99.4	1.1	12	136582209	0.230376944628271
GCA_036936955.1	ASM3693695v1	ASM3693695v1	Lebanon	33.92	35.7	Had-6b	3	30	28	15	30	14	16	21	8	18	1	11	15	10	1	11	5	10	11	13	10	66	1	13	19	1	3	15	38	2	22	1	14	7	9	12	8	4	11	7	6	1	2	7	2	5	1	5	11	2	3	4	3	6	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	15	7	3	15	8	1	8	8	10	5	2	1	9	14	1	3	5	3	9	5	4	1	8	0	8	3	1	4	1	8	1	1	4	1	4	2	11	2	2	1	1	9	1	15	2	2	9	7	4	5	1	7	4	1	1	2	3	2	8	3	3	3	2	1	2	9	8	4	1	2	1	4	6	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	20	5	1	4	4	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	1	4	3	2	1	1	7	3	2	6	2	7	1	2	2	1	1	3	4	3	1	2	1	5	2	2	1	3	3	4	1	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	14.15	9.3	0.35699999332428	620.2	27.05	1.15000000000003	25.9	6.15000000000003	21.65	21.85	6.15000000000003	1217.2	277	1.3	96.7	721	6.8	9.6	721	26.6	26	6.4	6.4	26.9	14.5	2.54072196868947	-1.3716247277443	99.4	0.9	12	134625600	0.215435608086426
GCA_036937005.1	ASM3693700v1	ASM3693700v1	Japan	34.51	133.36	Hiroshima	3	31	30	14	30	16	15	21	10	21	1	11	15	9	1	11	5	10	13	13	9	73	1	13	14	1	2	15	46	1	22	2	12	10	9	14	8	4	11	8	8	1	2	7	2	5	2	5	15	4	3	4	2	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	6	2	10	9	1	6	9	10	4	2	1	10	16	1	3	4	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	10	1	16	2	2	9	8	4	5	1	7	4	1	1	2	3	2	20	3	3	3	3	1	2	10	8	4	1	2	1	4	7	7	11	5	1	1	2	4	2	0	1	1	1	5	4	1	24	5	1	4	8	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	2	1	2	1	4	2	2	1	3	4	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	17.05	7.2	0.246000003814697	770.2	31.2500000000001	1.95000000000005	29.3	23.55	7.35000000000002	27.05	7.35000000000002	1297.4	205.1	34.6	51.3	548.8	130	457	130	12.4	9.9	5.7	5.7	26.4	15.5	2.69411837224151	7.76613927746461	99.4	1	22	140387680	0.245409248161947
GCA_036937185.1	ASM3693718v1	ASM3693718v1	Japan	36.66	136.65	Ishikawa	3	31	30	14	30	16	15	21	9	21	1	11	15	9	1	11	5	10	13	13	9	73	1	13	14	1	2	15	53	1	22	2	12	10	7	14	8	4	11	8	7	1	1	7	2	5	3	5	14	4	3	4	2	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	6	2	10	9	1	6	9	10	4	2	1	10	15	1	3	4	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	3	2	1	1	10	1	16	2	2	9	6	4	5	1	7	4	1	1	2	3	2	20	3	3	3	3	1	2	10	7	4	1	2	1	4	7	7	11	5	1	1	2	4	2	0	1	1	1	5	4	1	24	5	1	4	5	1	4	3	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	1	1	2	4	2	1	2	1	4	2	2	1	3	4	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	15.05	6.5	0.214000010490418	802.2	29.95	-0.449999999999989	30.4	7.55000000000001	12.65	25.45	5.05000000000001	2516.7	291.9	140.7	24.8	852.7	463.8	636	761	22	15.8	5.2	5.2	37.1	27.1	3.74094650320298	4.53670509861069	99.3	1	10	140867131	0.249337973668251
GCA_036937335.1	ASM3693733v1	ASM3693733v1	Kyrgyzstan	40.05	72.6	Kyr-1	3	31	28	17	33	16	16	26	10	21	1	11	15	10	1	11	6	10	14	15	10	69	1	13	17	1	4	15	54	2	23	2	9	7	8	13	8	4	11	8	8	1	2	7	2	5	1	5	9	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	1	3	2	1	2	0	2	14	7	2	14	9	1	7	9	10	4	2	1	10	16	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	16	3	1	1	1	11	1	17	2	2	9	8	4	5	2	7	4	0	1	1	3	2	14	3	3	3	3	1	2	10	8	4	1	2	1	5	7	7	11	5	1	0	2	4	2	0	1	1	1	5	4	1	21	5	1	4	5	1	4	3	1	1	4	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	1	4	3	1	4	1	4	2	2	1	3	3	5	3	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	2.65000000000003	7.5	0.251999998092651	769.9	17.65	-12.15	29.8	7.25000000000006	7.85000000000002	12.55	-7.44999999999999	567.8	84.6	21.6	41.1	229.2	91	148.1	102.5	20.8	17.4	6.8	6.8	41.5	27.7	2.19091239475002	11.5885382750436	99.3	1.1	11	136708680	0.228878159016677
GCA_036937385.1	ASM3693738v1	ASM3693738v1	Russia	51.75	80.83	Nov-02	3	31	32	15	36	16	14	23	10	21	1	11	15	10	1	11	5	10	11	14	9	98	1	13	14	1	4	16	53	2	24	2	9	8	7	13	8	4	12	8	8	1	2	7	2	5	2	5	9	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	0	3	2	1	2	0	2	15	6	2	11	8	1	7	9	9	5	2	1	9	14	1	3	4	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	5	2	2	1	1	11	1	15	2	1	9	8	4	5	2	7	4	0	1	1	3	2	26	3	3	3	3	1	2	9	8	4	1	2	1	4	7	7	10	5	1	0	2	4	2	0	1	1	1	5	4	1	21	5	1	4	5	1	4	3	1	1	4	3	3	0	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	8	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	3.65000000000003	9.5	0.217000007629395	1286.5	25.7500000000001	-18.05	43.8	19.65	-11.2499999999999	19.65	-13.2499999999999	333.2	55.5	14.7	39.8	127.9	47.1	127.9	51.4	23.1	23.1	7.2	7.4	22.6	18.3	0.757729268512412	10.994646477146	99.4	1.1	10	139499752	0.244881804521058
GCA_036937455.1	ASM3693745v1	ASM3693745v1	United Kingdom	57.15	-2.22	Abd-0	3	31	28	18	28	16	17	21	10	21	1	11	16	10	1	11	5	10	15	13	9	70	1	14	16	1	5	16	18	2	21	2	7	10	9	14	8	4	12	8	8	1	2	7	2	5	3	5	10	4	3	4	3	7	13	1	5	0	10	3	7	7	4	9	1	3	2	1	2	0	2	15	6	4	15	9	1	9	9	10	5	2	1	8	13	1	3	4	3	10	5	4	1	7	1	8	2	1	4	1	8	1	1	4	1	4	2	10	2	2	1	1	11	1	14	2	2	9	8	4	5	1	7	4	1	1	1	3	2	24	3	3	3	2	1	2	9	7	4	1	2	1	5	7	9	7	5	1	1	2	4	2	1	1	1	0	5	4	1	22	5	1	4	8	1	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	2	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	8.25000000000006	4.1	0.297000002861023	346.5	15.35	1.55000000000001	13.8	6.85000000000002	8.85000000000002	12.95	4.25000000000006	1010.7	119	69.1	18.8	324.1	212.8	239.3	251.5	21.2	13.8	5.6	5.7	91.7	42.3	-3.85758407076398	0.0239131778386809	99.4	1.1	18	134127428	0.21758568277325
GCA_036937465.1	ASM3693746v1	ASM3693746v1	Russia	56.27	34.33	Rld-2	3	30	28	17	33	16	13	23	8	20	1	11	15	10	1	11	5	10	14	15	8	61	1	14	19	1	5	16	16	2	22	2	14	9	8	15	8	4	11	8	8	1	2	7	2	5	2	5	13	4	3	4	3	7	15	1	5	2	11	3	7	7	4	9	0	3	2	1	2	1	2	14	6	3	11	9	1	9	9	10	5	2	1	9	13	1	3	5	3	12	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	17	3	2	1	1	11	1	17	2	2	9	8	4	5	1	7	4	1	1	2	3	2	19	3	3	3	3	1	2	10	8	4	1	2	1	5	7	10	11	5	1	1	2	4	2	0	1	1	1	5	4	1	22	5	1	4	5	1	4	3	1	1	5	3	3	1	4	3	1	3	5	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	2	4	3	1	3	1	4	2	2	1	2	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	5.15000000000003	6.6	0.202999997138977	908	21.95	-10.45	32.4	16.7500000000001	-0.849999999999966	16.7500000000001	-6.54999999999995	666.3	84.9	31.8	35.8	252.2	96.1	252.2	115.5	NA	NA	NA	NA	NA	NA	-2.36998223018039	7.4875450136711	99.4	1	15	138707443	0.238497381860035
GCA_036937475.1	ASM3693747v1	ASM3693747v1	China	47.76	88.4	Altai-5	3	31	33	17	33	16	14	22	10	22	1	11	15	9	1	11	6	10	11	14	9	113	1	13	15	1	4	15	54	2	22	2	12	9	6	11	8	3	12	8	6	1	2	7	2	5	1	5	9	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	0	3	2	1	2	0	2	15	6	3	14	9	1	7	9	10	4	2	1	9	15	2	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	5	2	2	1	1	10	1	16	2	1	8	7	4	5	1	7	4	0	1	1	3	2	25	3	3	3	3	1	2	10	7	4	1	2	1	4	7	7	12	5	1	0	2	4	2	0	1	1	1	5	4	1	21	5	1	4	6	1	4	3	1	1	4	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	1	1	1	4	3	1	3	1	4	2	2	1	3	4	5	2	2	1	1	2	1	2	2	1	0	1	1	1	2	1	1	1	3.05000000000001	11.9	0.26800000667572	1311.2	25.2500000000001	-19.25	44.5	19.15	-11.45	19.15	-14.35	406.1	64.7	15.2	37.9	151.9	59	151.9	74.1	20.8	21	8.2	8.2	19	14.8	1.53963636849023	10.6531671850289	99.4	1.1	15	137014786	0.230579712761804
GCA_036937505.1	ASM3693750v1	ASM3693750v1	Kyrgyzstan	42.3	74.37	Kar-1	3	31	28	18	31	16	17	25	10	21	1	11	15	10	1	11	6	10	13	14	10	70	1	12	16	1	3	16	53	1	21	2	14	9	8	13	8	4	11	8	8	1	2	7	2	5	1	5	9	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	1	2	15	5	3	14	9	1	7	9	10	4	2	1	9	14	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	8	4	2	1	1	11	1	16	2	1	9	8	4	5	2	7	4	0	1	1	3	2	25	3	3	3	3	1	2	10	8	4	1	2	1	4	7	7	12	5	1	0	2	4	2	0	1	1	1	4	4	1	21	5	1	4	7	1	4	3	1	1	4	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	3	3	5	3	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	0.250000000000057	9.1	0.269000005722046	916.3	16.15	-17.55	33.7	9.65000000000003	-11.95	11.55	-11.95	500.9	68.8	20.9	38.1	194.3	74	159.6	74	24.9	22.8	6.7	6.7	53.1	29.6	1.90397553749569	10.2651108874556	99.4	1.1	10	134343331	0.219704683368317
GCA_036937515.1	ASM3693751v1	ASM3693751v1	USA	41.56	-86.43	RRS10	3	31	29	18	32	16	14	23	10	19	1	11	16	9	1	11	6	10	13	13	9	63	1	13	23	1	2	15	17	1	22	2	13	7	9	14	8	4	12	8	8	1	2	7	2	5	3	5	14	3	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	4	2	1	2	1	2	16	7	3	15	9	1	7	9	10	5	2	1	9	14	1	3	4	3	10	5	4	1	8	1	7	2	1	4	1	8	1	1	4	1	4	2	18	3	2	1	1	10	1	10	2	1	9	8	4	5	1	7	4	1	1	2	3	2	22	3	3	3	3	1	2	10	8	4	1	2	1	5	7	8	11	5	1	1	2	4	2	1	1	1	1	5	4	1	18	5	1	4	5	1	4	2	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	7	2	7	1	2	2	0	1	1	4	3	1	2	1	5	2	2	1	2	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	10.2500000000001	9.1	0.254999995231628	942.5	28.15	-7.44999999999999	35.6	20.05	-0.749999999999943	22.15	-2.34999999999997	1074.2	119	60.5	21.9	343.5	189.1	338.2	195.4	15.5	10.1	6	6	32	11.6	-2.94515428728635	0.125456216889047	99.4	1.1	12	137553993	0.237533126355699
GCA_036937805.1	ASM3693780v1	ASM3693780v1	Ukraine	50.47	30.52	Rubezhnoe-1	3	31	29	17	34	16	14	20	10	22	1	11	15	9	1	11	5	10	12	13	10	79	1	12	18	1	0	15	14	2	23	2	9	9	8	14	8	4	11	8	8	1	2	7	2	5	1	5	14	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	1	2	15	6	2	10	9	1	7	9	10	5	2	1	10	13	1	3	3	3	11	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	23	3	2	1	1	10	1	11	2	1	9	8	4	5	1	7	4	0	1	2	3	2	17	3	3	3	3	1	2	10	7	4	1	2	1	5	6	7	12	5	1	0	2	4	2	1	1	1	1	5	4	1	23	5	1	4	7	1	4	2	1	1	4	3	3	1	4	3	1	3	6	1	2	2	0	4	3	1	1	1	7	3	2	7	2	7	1	2	2	0	1	2	4	3	1	2	1	4	2	0	1	3	3	5	2	2	1	1	2	1	2	2	1	1	2	1	1	2	1	1	1	8.25000000000006	7.1	0.229999995231628	886.6	24.55	-6.24999999999994	30.8	19.45	-1.74999999999994	19.45	-3.14999999999998	618.6	83.4	33.5	30	222.9	105.1	222.9	114.3	NA	NA	NA	NA	NA	NA	0.146312823755473	8.42202608620127	99.4	0.9	7	137009881	0.239653058307525
GCA_036937815.1	ASM3693781v1	ASM3693781v1	Kyrgyzstan	42.19	73.41	Sus-1	3	31	29	17	31	16	15	23	10	21	1	11	15	9	0	11	6	10	15	14	10	88	0	13	16	1	3	16	52	1	22	2	12	9	8	13	8	3	11	8	8	1	2	7	2	5	1	5	9	4	3	4	3	7	15	1	5	1	11	3	7	7	4	9	0	3	2	1	2	0	2	15	6	3	14	9	1	7	9	10	4	2	1	9	16	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	11	2	2	1	1	11	1	16	2	2	9	7	4	5	1	7	4	0	1	2	3	2	17	3	3	3	3	1	2	10	7	4	1	2	1	5	7	7	12	5	1	0	2	4	2	0	1	1	1	5	4	1	21	4	1	4	5	1	4	3	1	1	4	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	3	4	3	1	3	1	4	2	2	1	3	3	5	3	2	1	1	2	1	2	2	1	0	1	1	1	2	1	1	1	1.15000000000003	8.3	0.270000004768372	815.2	16.45	-14.15	30.6	6.15000000000003	-9.64999999999998	11.35	-9.64999999999998	667.8	90.4	32.8	33	246	111.9	196.9	111.9	23.3	21.8	6.4	6.4	52.8	27.2	2.05365819771755	10.6128429535498	99.4	1	6	136024298	0.224810805493001
GCA_036937985.1	ASM3693798v1	ASM3693798v1	Spain	40.44	-3.7	Sah-0	3	31	30	17	31	16	15	22	9	22	1	11	16	9	0	11	5	10	14	14	12	85	1	12	14	1	4	13	27	2	21	2	12	6	9	11	8	4	11	8	6	1	2	7	2	5	3	5	14	3	2	4	3	7	15	1	5	1	9	3	7	7	4	9	0	2	2	1	2	1	2	15	6	3	15	9	1	5	9	10	5	1	1	10	13	1	3	4	3	11	5	4	1	7	1	8	3	1	4	1	8	1	1	4	1	4	2	24	3	2	1	1	9	1	12	2	2	9	5	4	5	2	7	4	0	1	2	3	2	8	3	3	3	1	1	2	8	8	4	1	2	1	4	7	8	12	5	1	1	2	4	2	1	1	1	1	5	4	1	19	5	1	4	6	0	4	2	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	4	2	7	1	2	2	0	1	2	4	3	1	3	1	5	2	2	1	3	4	5	1	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	14.45	11.4	0.364000010490418	711.4	31.65	0.350000000000023	31.3	9.95000000000005	24.2500000000001	24.2500000000001	5.95000000000005	425.8	57.5	10.3	46.2	169	42.9	42.9	124.4	NA	NA	NA	NA	NA	NA	12.9584538615094	-2.31159129344091	99.4	1.1	9	141634957	0.250696415292448
GCA_036938785.1	ASM3693878v1	ASM3693878v1	Kyrgyzstan	42.8	76.35	Zal-1	3	31	32	16	34	16	20	25	10	21	1	11	15	10	1	11	6	10	15	15	10	70	1	13	15	1	4	15	18	2	23	2	13	9	7	13	8	4	11	8	8	1	2	7	2	5	2	5	9	4	2	4	3	7	15	1	5	1	10	3	7	7	4	9	0	3	2	1	2	0	2	15	6	2	12	9	1	9	9	10	4	2	1	10	16	1	3	5	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	3	2	5	3	2	1	1	11	1	16	2	1	9	8	4	5	2	7	4	0	1	1	3	2	15	3	3	3	3	1	2	10	8	4	1	2	1	4	7	7	11	5	1	0	2	4	2	0	1	1	1	4	4	1	21	5	1	4	6	1	4	1	1	1	5	3	3	0	4	3	1	3	6	1	2	2	0	4	3	2	1	1	6	3	2	7	2	7	1	2	2	0	1	1	4	3	1	3	1	4	2	2	1	3	3	5	2	2	1	1	2	1	2	2	1	0	2	1	1	2	1	1	1	1.15000000000003	8.2	0.274000000953674	799.8	16.15	-13.85	30	9.35000000000002	-9.34999999999997	11.45	-9.34999999999997	854.1	147.4	21.3	60.6	411.2	79.7	343.7	79.7	20.6	20.2	6.7	6.7	53.3	38.8	0.0915346184063913	9.60341371315382	99.4	1.1	8	132046556	0.220057848384929
GCA_036939995.1	ASM3693999v1	ASM3693999v1	Morocco	31.47	-7.41	Elh-2	3	31	29	17	32	15	13	21	10	22	1	11	14	10	1	11	4	10	14	13	10	95	1	15	20	1	2	13	14	2	22	2	13	7	9	11	8	4	11	7	8	1	2	7	2	5	2	5	11	4	3	4	3	7	15	1	5	1	10	3	7	7	4	9	1	3	2	1	2	0	2	15	6	2	14	9	1	2	9	10	5	2	1	9	14	1	3	4	3	10	5	4	1	8	1	8	3	1	4	1	8	1	1	4	1	4	2	15	3	2	1	1	10	1	21	2	2	8	5	4	5	2	7	4	1	1	2	3	2	5	3	3	3	2	1	2	9	7	4	1	2	1	4	7	8	12	5	1	1	2	4	2	1	1	1	0	5	4	1	20	5	1	4	5	0	4	3	1	1	5	3	3	1	4	3	1	3	6	1	2	2	0	4	3	2	1	1	7	3	2	8	2	7	1	2	2	0	1	3	4	2	1	2	1	4	2	2	1	3	3	5	2	2	1	1	2	1	2	2	1	1	1	1	1	2	1	1	1	12.7500000000001	12.7	0.434999990463257	559.7	28.45	-0.849999999999966	29.3	8.95000000000005	20.35	20.35	5.95000000000005	646.6	78.2	25.4	24.8	212.8	111.2	111.2	170.4	16.2	17.5	6.4	6.5	43.4	22.1	3.09312593354477	-1.41157219577339	99.4	1.2	12	136542177	0.237583373231262
