family_id	GCA_020911765.2_ASM2091176v2_genomic	GCA_024498495.1_ASM2449849v1_genomic	GCA_025388435.1_AtA1-141.20181003_genomic	GCA_036926925.1_ASM3692692v1_genomic	GCA_036926965.1_ASM3692696v1_genomic	GCA_036926975.1_ASM3692697v1_genomic	GCA_036927025.1_ASM3692702v1_genomic	GCA_036927045.1_ASM3692704v1_genomic	GCA_036927085.1_ASM3692708v1_genomic	GCA_036927245.1_ASM3692724v1_genomic	GCA_036927255.1_ASM3692725v1_genomic	GCA_036927265.1_ASM3692726v1_genomic	GCA_036927275.1_ASM3692727v1_genomic	GCA_036927285.1_ASM3692728v1_genomic	GCA_036927355.1_ASM3692735v1_genomic	GCA_036927365.1_ASM3692736v1_genomic	GCA_036927375.1_ASM3692737v1_genomic	GCA_036927385.1_ASM3692738v1_genomic	GCA_036927435.1_ASM3692743v1_genomic	GCA_036927455.1_ASM3692745v1_genomic	GCA_036927475.1_ASM3692747v1_genomic	GCA_036927485.1_ASM3692748v1_genomic	GCA_036927505.1_ASM3692750v1_genomic	GCA_036936705.1_ASM3693670v1_genomic	GCA_036936715.1_ASM3693671v1_genomic	GCA_036936845.1_ASM3693684v1_genomic	GCA_036936885.1_ASM3693688v1_genomic	GCA_036936895.1_ASM3693689v1_genomic	GCA_036936905.1_ASM3693690v1_genomic	GCA_036936915.1_ASM3693691v1_genomic	GCA_036936945.1_ASM3693694v1_genomic	GCA_036936955.1_ASM3693695v1_genomic	GCA_036937005.1_ASM3693700v1_genomic	GCA_036937185.1_ASM3693718v1_genomic	GCA_036937335.1_ASM3693733v1_genomic	GCA_036937385.1_ASM3693738v1_genomic	GCA_036937455.1_ASM3693745v1_genomic	GCA_036937465.1_ASM3693746v1_genomic	GCA_036937475.1_ASM3693747v1_genomic	GCA_036937505.1_ASM3693750v1_genomic	GCA_036937515.1_ASM3693751v1_genomic	GCA_036937805.1_ASM3693780v1_genomic	GCA_036937815.1_ASM3693781v1_genomic	GCA_036937985.1_ASM3693798v1_genomic	GCA_036938785.1_ASM3693878v1_genomic	GCA_036939995.1_ASM3693999v1_genomic	GCA_036940305.1_ASM3694030v1_genomic	GCA_036940335.1_ASM3694033v1_genomic	GCA_036940405.1_ASM3694040v1_genomic	GCA_036940415.1_ASM3694041v1_genomic	GCA_036940605.1_ASM3694060v1_genomic	GCA_036940615.1_ASM3694061v1_genomic	GCA_036940625.1_ASM3694062v1_genomic	GCA_036940635.1_ASM3694063v1_genomic	GCA_036940645.1_ASM3694064v1_genomic	GCA_036940715.1_ASM3694071v1_genomic	GCA_036940825.1_ASM3694082v1_genomic	GCA_036940995.1_ASM3694099v1_genomic	GCA_036941165.1_ASM3694116v1_genomic	GCA_036941295.1_ASM3694129v1_genomic	GCA_036941465.1_ASM3694146v1_genomic	GCA_036941635.1_ASM3694163v1_genomic	GCA_036941785.1_ASM3694178v1_genomic	GCA_036941915.1_ASM3694191v1_genomic	GCA_036941985.1_ASM3694198v1_genomic	GCA_036942075.1_ASM3694207v1_genomic	GCA_036942405.1_ASM3694240v1_genomic	GCA_036942435.1_ASM3694243v1_genomic	GCA_036942445.1_ASM3694244v1_genomic	GCA_036942575.1_ASM3694257v1_genomic	GCA_036942965.1_ASM3694296v1_genomic	GCA_036942975.1_ASM3694297v1_genomic	GCA_946402385.1_AUZE-A-5.genomic	GCA_946403025.1_FERR-A-8.genomic	GCA_946403525.1_BELC-C-10.genomic	GCA_946404075.1_ANGE-B-10.genomic	GCA_946404385.1_BARA-C-5.genomic	GCA_946404515.1_IP-San-9.genomic	GCA_946404995.1_BANI-C-1.genomic	GCA_946405265.1_IP-Met-6.genomic	GCA_946405525.1_FERR-A-12.genomic	GCA_946405545.1_IP-Evs-12.genomic	GCA_946405725.1_IP-Med-0.genomic	GCA_946405905.1_MONTM-B-16.genomic	GCA_946406325.1_IP-Alo-0.9506.genomic	GCA_946406525.1_Ler-0.7213.genomic	GCA_946406595.1_BANI-C-12.genomic	GCA_946406625.1_IP-Hom-4.9546.genomic	GCA_946406735.1_BARA-C-3.genomic	GCA_946406895.1_Rabacal-1.22005.genomic	GCA_946406975.1_CAMA-C-2.genomic	GCA_946407145.1_BARC-A-17.genomic	GCA_946407795.1_IP-Lor-16.genomic	GCA_946408365.1_SALE-A-10.genomic	GCA_946408575.1_CAMA-C-9.genomic	GCA_946408975.1_BELC-C-12.genomic	GCA_946409395.1_BROU-A-10.genomic	GCA_946409815.1_SALE-A-17.genomic	GCA_946410165.1_BARC-A-12.genomic	GCA_946410485.1_IP-Alo-19.genomic	GCA_946411375.1_IP-Cas-0.9831.genomic	GCA_946411425.1_IP-Hom-0.genomic	GCA_946411655.1_MERE-A-13.genomic	GCA_946411805.1_IP-Mos-9.genomic	GCA_946411885.1_IP-Mos-5.genomic	GCA_946412005.1_IP-Hum-4.genomic	GCA_946412065.1_GAIL-B-11.genomic	GCA_946412225.1_IP-Mdc-14.genomic	GCA_946413285.1_IP-Hum-2.9549.genomic	GCA_946413305.1_IP-Med-3.genomic	GCA_946413405.1_PREI-A-14.genomic	GCA_946413935.1_IP-Sln-22.genomic	GCA_946414125.1_Cvi-0.6911.genomic	GCA_946414305.1_IP-Cat-0.9832.genomic	GCA_946415005.1_ANGE-B-2.genomic	GCA_946415165.1_IP-Evs-0.9845.genomic	GCA_946415445.1_IP-Cas-6.genomic	GCA_946415625.1_MONTM-B-7.genomic	GCA_946415655.1_LACR-C-14.genomic	GCA_946499665.1_Ey15-2.9994.genomic	GCA_946499705.1_Col-0.6909.genomic	GCA_949796375.1_9336_genomic	GCA_949796385.1_9852_genomic	GCA_949796415.1_9762_genomic	GCA_949796455.1_7143_genomic	GCA_949796475.1_9883_genomic	GCA_949796485.1_9900_genomic	GCA_949796525.1_6923_genomic	GCA_949796605.1_9806_genomic	GCA_949796635.1_8285_genomic	GCA_949796645.1_6137_genomic	GCA_949796655.1_9744_genomic	GCA_949796665.1_9879_genomic	GCA_949796705.1_9503_genomic	GCA_949796715.1_9830_genomic	GCA_949796755.1_9847_genomic
OG0000093	54	14	14	26	17	25	27	21	17	14	14	18	21	7	12	18	10	18	14	14	14	48	20	54	14	20	48	54	17	40	16	38	46	53	54	53	18	16	54	53	17	14	52	27	18	14	14	43	15	39	32	14	17	17	14	29	22	13	14	9	14	14	7	18	24	14	14	54	14	14	14	18	17	53	17	14	17	14	21	14	17	14	14	14	14	23	17	14	14	14	17	14	14	44	17	17	14	44	14	54	14	27	17	18	14	10	17	14	7	14	54	14	14	14	17	14	14	54	18	10	54	23	7	43	17	14	14	18	12	14	17	27	18	17	21	54
OG0000095	2	1	2	1	2	1	2	2	2	1	1	1	1	2	2	1	2	2	2	2	2	2	1	1	2	1	2	1	1	1	1	2	1	1	2	2	2	2	2	1	1	2	1	2	2	2	1	2	2	2	2	2	1	1	2	2	1	1	2	1	2	2	2	1	2	2	2	2	1	1	2	2	1	2	2	2	2	2	1	1	2	2	1	1	1	1	2	2	2	2	2	2	2	2	2	2	1	2	2	2	1	2	2	1	2	1	2	2	2	2	2	1	1	1	2	2	1	1	1	2	2	2	2	2	1	1	1	2	2	2	1	1	1	2	1	2
OG0000096	25	24	22	22	23	24	22	21	23	22	22	23	22	24	22	23	24	23	20	21	21	22	23	23	23	24	22	22	24	21	23	22	22	22	23	24	21	22	22	21	22	23	22	21	23	22	21	22	23	23	21	22	22	23	21	22	23	20	23	23	20	23	22	23	21	21	21	25	22	20	23	23	23	23	23	24	23	23	23	22	24	22	22	22	22	23	22	23	23	21	22	22	23	22	22	23	24	22	22	21	21	22	22	20	21	23	22	22	22	22	23	21	20	21	23	22	22	23	22	22	25	22	21	22	24	22	21	21	22	24	22	20	20	23	23	23
OG0000100	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000103	14	12	13	13	13	6	12	12	7	7	7	7	9	11	13	7	8	14	12	12	12	8	14	7	13	8	13	9	8	11	14	14	12	12	9	9	7	14	12	14	13	9	12	12	13	13	7	11	8	13	13	13	13	14	12	7	9	10	8	14	13	13	13	8	11	14	12	14	12	13	9	7	6	8	13	8	13	6	10	13	13	7	12	6	7	8	14	13	12	12	7	12	9	8	7	13	14	8	12	10	7	12	12	12	12	6	9	8	11	11	14	12	13	12	13	7	13	14	11	14	14	13	8	11	14	12	13	6	8	12	8	6	12	12	7	7
OG0000106	8	7	10	7	9	7	9	8	8	7	8	9	9	6	8	7	8	7	6	6	6	10	10	10	9	7	7	10	7	6	9	7	10	10	7	8	10	9	9	9	7	9	9	6	9	7	7	7	9	9	7	7	7	9	6	8	9	7	9	7	6	9	10	9	7	7	6	8	7	7	7	7	7	7	9	7	7	7	9	7	7	7	7	7	7	9	7	7	9	6	9	7	6	7	9	9	7	7	7	6	7	6	8	6	7	7	9	6	7	7	7	6	7	7	9	7	7	7	7	9	8	7	7	7	9	7	7	10	9	7	7	7	7	9	9	7
OG0000107	9	8	9	8	9	9	8	9	9	6	9	9	8	9	8	8	9	9	9	9	9	9	9	8	8	8	9	9	8	9	9	9	9	7	8	7	9	8	6	8	9	8	8	9	7	9	8	9	8	8	9	8	9	9	9	9	8	9	9	9	9	9	9	6	8	9	9	9	9	9	9	9	8	9	9	8	9	9	8	9	9	6	9	9	9	8	9	8	9	9	8	8	9	9	8	9	9	9	8	9	9	9	9	9	9	9	9	9	8	9	8	9	9	9	8	8	9	9	8	8	9	8	6	9	9	9	8	9	8	8	9	9	9	8	9	9
OG0000118	17	16	12	14	16	16	14	11	14	13	13	15	14	12	12	12	11	13	12	12	12	12	13	13	15	13	15	12	13	14	15	12	14	14	13	13	14	15	11	13	14	14	13	11	13	11	13	11	15	13	14	15	14	16	12	12	15	12	9	15	10	13	15	12	13	11	12	17	13	12	11	13	13	13	14	14	13	15	16	14	14	13	12	17	13	12	14	13	16	12	14	14	10	13	14	14	15	13	14	15	13	15	13	11	15	15	13	13	14	14	13	13	12	11	13	16	13	13	14	15	17	13	12	11	15	15	15	14	14	13	12	14	13	12	12	14
OG0000126	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8	8
OG0000141	4	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	3	4	4	4	4	2	4	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	3	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	2	4	4	4	4	4	4	4	4	3	4	4	4
OG0000142	11	11	12	12	11	11	11	11	11	11	11	11	12	11	12	11	11	11	11	11	11	11	11	11	11	11	11	11	11	12	11	11	11	11	11	12	12	11	12	11	12	11	11	11	11	11	11	11	11	11	11	12	12	12	11	11	12	11	10	11	12	11	11	11	6	11	11	11	12	12	12	11	11	11	12	11	11	12	11	11	11	11	11	12	11	11	11	12	11	11	11	11	12	11	11	12	11	12	11	11	11	12	11	11	11	11	11	11	11	12	12	11	12	11	10	11	11	11	11	11	11	11	11	11	11	11	11	12	12	11	11	11	12	11	11	11
OG0000147	8	8	8	8	8	8	8	8	8	7	8	8	8	8	7	8	8	8	7	7	7	8	8	8	8	6	8	8	6	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	7	8	8	8	7	8	8	7	7	8	7	8	7	8	6	7	7	8	8	8	7	8	8	8	8	8	8	7	8	8	8	8	7	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8	8	8	8	8	7	8	8	8	8	7	8	8	8	8	8	8	8	8	9	8	8	8	8	8	8	8	8	7	8	8	8	8	8	8	8	8	8
OG0000150	8	8	8	8	7	8	6	8	8	8	6	8	7	6	6	8	8	7	8	8	6	7	8	8	7	8	8	8	8	8	8	6	8	7	8	8	8	8	6	8	8	8	8	6	8	8	7	6	8	7	6	8	8	8	8	8	7	6	6	8	6	6	8	8	7	8	6	8	8	8	6	8	8	8	8	8	8	6	8	8	8	8	6	8	8	8	8	8	8	8	8	8	6	8	8	8	8	8	8	6	8	6	8	6	6	7	8	6	6	6	8	6	8	8	8	8	6	8	8	8	8	8	6	6	8	8	8	8	8	7	6	8	6	8	8	6
OG0000158	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000159	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000164	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
OG0000166	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
OG0000167	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
OG0000170	4	1	4	3	2	4	2	2	3	3	3	2	2	2	4	3	2	4	3	4	4	2	2	4	1	3	2	4	3	1	4	1	2	3	1	2	3	2	1	1	3	1	1	3	2	2	3	3	3	2	2	1	3	2	3	4	3	3	3	3	3	3	1	4	2	3	3	4	2	1	2	2	2	2	1	3	3	2	3	1	2	3	3	2	2	2	4	3	3	3	3	1	3	2	3	1	3	2	1	3	2	4	4	4	2	2	3	1	2	3	2	3	1	3	3	3	2	2	3	4	4	3	1	3	2	2	3	3	3	4	2	3	4	2	3	4
OG0000182	5	5	4	4	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	5	5	4	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	5	4	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	4	5	4	5	4	5	5	5	5	5	4	4	5	5	5	5	5	5	5
OG0000184	15	14	11	14	12	10	9	9	13	12	9	15	15	14	11	14	11	14	6	6	6	9	12	10	15	14	13	10	14	13	13	11	15	14	9	9	10	13	9	9	14	14	9	14	9	11	14	10	12	13	11	10	14	10	8	14	11	12	13	10	14	11	10	13	9	11	6	15	11	13	13	10	14	12	10	10	14	12	9	13	12	11	11	15	14	13	9	12	13	8	11	10	10	11	11	10	11	11	10	14	14	10	10	10	13	12	16	14	14	14	11	12	13	13	11	10	10	14	15	14	15	14	13	10	13	14	14	13	10	13	11	13	9	9	12	14
OG0000185	5	4	4	4	5	5	4	5	4	4	4	4	4	3	4	6	4	4	2	3	2	5	4	5	4	4	5	4	4	4	4	2	4	4	4	4	4	4	4	4	3	4	4	3	4	4	5	5	5	5	4	4	3	5	3	5	6	4	5	4	4	4	4	4	4	4	3	5	5	3	5	4	3	4	3	4	4	3	4	5	5	4	5	4	5	4	4	4	4	3	4	4	5	5	4	3	4	5	4	5	4	4	5	4	6	4	4	4	5	5	4	5	3	4	5	4	3	4	4	6	5	4	5	5	4	5	4	4	4	4	4	4	3	5	4	5
OG0000186	3	3	3	3	3	3	3	3	3	2	3	3	3	3	2	3	3	3	2	2	2	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	2	3	3	3	2	3	3	2	3	3	2	3	3	3	3	3	2	3	2	3	3	3	3	2	2	2	3	3	2	3	2	3	3	3	3	3	3	3	2	2	2	2	2	2	2	2	2	2	2	2	3	2	3	2	3	3	2	3	3	3	2	2	3	2	2	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	2	3	2	3
OG0000188	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4
OG0000192	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	2	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	2	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000196	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	8	8	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	6	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	8	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
OG0000199	15	15	15	15	14	15	15	15	15	13	15	13	15	15	15	15	15	15	15	13	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	15	13	15	15	15	15	15	15	15	15	15	15	14	16	15	14	15	15	14	15	15	15	15	15	15	15	14	15	15	15	15	15	15	15	15	15	15	15	15	14	15	15	15	14	14	15	15	15	15	15	15	15	15	14	15	15	13	15	15	15	14	14	15	13	15	15	15	14	15	15	14	15	15	15	13	15	15	15	15	15	15	15	13	16	15	15	15	15	14	15	15	13	15	15	15	15	15	15	13	15	13
OG0000200	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
OG0000202	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
OG0000205	2	2	1	2	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	2	1	1	2	1	1	0	1	1	2	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	0	1	2	1	1	1	2	1	0	1	1	1	2	1	1	1	1	1	1	1	2	0	1	1	1	1	1	1	1	1	1	0	1	1	2	2	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	2	1	1	1	0	1	0	1	1	1	1	1	1	1	1	2	2	1	0	1	1	1	1	1	1	1	2	1	1	0	1
OG0000206	10	10	10	10	10	10	11	10	11	10	10	10	10	10	10	10	10	11	10	10	10	10	10	11	10	10	11	10	10	11	11	10	10	10	11	11	10	11	11	10	10	10	11	9	10	10	10	10	11	10	10	10	10	10	10	10	11	10	9	11	10	10	10	10	10	10	10	10	11	9	9	11	11	10	10	10	10	10	11	10	10	10	10	10	10	10	11	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	10	9	10	10	10	10	9	10	10	9	10	10	10	10	9	10	10	10	10	10	10	11	10	10	10	10	10	9	10	11	10	10	10
OG0000207	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
OG0000210	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	6	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
OG0000213	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7	7
OG0000217	4	4	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4
OG0000220	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9
OG0000224	1	1	1	1	0	1	0	0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	1	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	1	1	0	0	1	1	0	1	1	0	1	1	0	1	0	1	1	0	0	1	1	1	0	1	0	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	1
OG0000228	4	3	3	4	4	3	3	3	3	3	3	3	4	3	2	4	3	4	2	2	2	3	3	3	4	3	3	4	3	3	3	3	3	3	3	3	3	3	3	3	4	3	3	2	3	3	3	4	3	3	3	3	4	3	2	4	4	4	3	3	3	3	3	3	3	3	2	4	3	4	3	3	3	3	3	3	3	2	3	4	3	3	3	3	3	3	3	4	3	2	3	3	3	3	3	3	3	3	3	3	4	2	3	3	3	3	3	3	2	3	3	2	4	2	3	4	3	3	3	3	4	3	3	4	3	3	4	3	3	3	3	3	4	3	3	3
OG0000242	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	1	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2
