"gene","assembly","group","window","repeat_class","n_te_class"
"AT1G61960","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G61970","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G61970","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G61980","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G61980","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G61990","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G61990","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62030","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62040","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62085","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62110","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62120","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62170","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",11
"AT1G62170","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT1G62170","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62490","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62490","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT1G62490","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",3
"AT1G62590","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62590","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G62590","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G62590","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62590","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",3
"AT1G62670","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62670","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62680","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62680","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G62720","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT1G62720","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT1G62910","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62910","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G62910","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",4
"AT1G62910","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT1G62914","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT1G62914","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",6
"AT1G62914","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT1G62930","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G62930","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",3
"AT1G62930","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",8
"AT1G62930","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G62930","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",4
"AT1G63070","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G63070","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G63070","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G63070","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT1G63080","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT1G63080","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",4
"AT1G63080","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G63080","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT1G63130","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT1G63130","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",5
"AT1G63130","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G63130","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",5
"AT1G63330","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G63330","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G63330","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G63330","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G63330","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",3
"AT1G63400","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G63400","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G63400","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G63400","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",3
"AT1G63730","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT1G63730","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G63740","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT1G63740","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G63870","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G63880","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G64030","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G64030","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G64030","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT1G64253","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G64583","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT1G64583","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT1G64840","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G64840","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G64840","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT1G64840","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G65050","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G65150","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G65250","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT1G65250","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT1G65250","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G65370","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G65370","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT1G65370","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT1G66020","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",4
"AT1G66020","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G66020","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT1G66020","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G66030","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",4
"AT1G66030","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G66030","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT1G66030","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G66045","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",4
"AT1G66045","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G66045","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT1G66045","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G66440","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G66450","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G66490","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G66620","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G66630","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G66650","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G67020","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G67020","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",2
"AT1G67020","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G67130","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",4
"AT1G67130","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G67160","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",5
"AT1G67160","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G67320","GCA_949796375.1_9336_genomic","Single-copy","pm25kb","DNA/Helitron",2
"AT1G67450","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G67450","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G67455","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G67455","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G67470","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G67470","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G69090","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT1G69090","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G69090","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G70020","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G70020","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G70040","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G70040","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT1G70080","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G70120","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT1G70120","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT1G71390","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT1G71390","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G71400","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT1G72260","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G73270","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G73280","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G73280","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G73290","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G73300","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G73310","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G73310","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT1G74170","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G74180","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G74190","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT1G77815","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT1G77815","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",4
"AT1G77815","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT2G01790","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT2G01790","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G01790","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G01790","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G01790","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",6
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",4
"AT2G02520","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02580","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02610","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02640","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",6
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02650","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",9
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02680","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",2
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",9
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G02690","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G02700","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",1
"AT2G02700","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",9
"AT2G02700","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G02700","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G03010","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",3
"AT2G03010","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G03010","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G03913","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",17
"AT2G03913","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G03913","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G03913","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",20
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",3
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G03931","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",2
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",19
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",4
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",3
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G03933","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",2
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",43
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",5
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",6
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",4
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G03936","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",4
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",41
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",4
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",7
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",6
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",4
"AT2G03937","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",5
"AT2G04031","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",12
"AT2G04031","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",3
"AT2G04031","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G04031","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",9
"AT2G04031","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",4
"AT2G04037","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",12
"AT2G04037","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G04037","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G04037","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",9
"AT2G04037","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",4
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",12
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",2
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",9
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",4
"AT2G04041","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G04230","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",10
"AT2G04230","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",3
"AT2G04230","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G04230","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G04230","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G04300","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",4
"AT2G04300","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G04300","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",4
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",2
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",8
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",1
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",1
"AT2G04500","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",1
"AT2G05180","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",11
"AT2G05180","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT2G05180","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",5
"AT2G05180","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",13
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",5
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G05400","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",14
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",5
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",5
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",2
"AT2G05410","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",2
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",14
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",2
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",7
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",4
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",1
"AT2G05420","GCA_949796375.1_9336_genomic","Family","pm25kb","SINE/tRNA",3
"AT2G06425","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT2G06425","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",3
"AT2G06425","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",2
"AT2G06425","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",7
"AT2G06425","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",5
"AT2G06500","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
"AT2G06500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",6
"AT2G06500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",2
"AT2G06500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",9
"AT2G06500","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/unknown",6
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",9
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",5
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT2G07190","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",2
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",8
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/MULE-MuDR",2
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",1
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/unknown",5
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT2G07200","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",2
"AT2G10260","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",8
"AT2G10260","GCA_949796375.1_9336_genomic","Family","pm25kb","LINE/L1",3
"AT2G10260","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Copia",1
"AT2G10260","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Gypsy",6
"AT2G10260","GCA_949796375.1_9336_genomic","Family","pm25kb","LTR/Ty3",24
"AT2G11015","GCA_949796375.1_9336_genomic","Family","pm25kb","DNA/Helitron",1
