"assembly","gene","scaffold","start","end","group","win_start","win_end","window_bp","window","n_te","te_classes","te_bp","te_fraction","nearest_te_dist"
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38010","CP087130.2",18265439,18267556,"Family",18215439,18317556,102118,"pm50kb",27,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",12212,0.119587144284064,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38040","CP087130.2",18292190,18294097,"Family",18242190,18344097,101908,"pm50kb",27,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",12920,0.126781018173254,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59580","CP087130.2",27181281,27183239,"Family",27131281,27233239,101959,"pm50kb",13,"DNA/Helitron, LINE/L1, LTR/Gypsy",4593,0.045047519100815,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59590","CP087130.2",27184197,27186020,"Family",27134197,27236020,101824,"pm50kb",13,"DNA/Helitron, LINE/L1, LTR/Gypsy",4593,0.0451072438717788,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G43170","CP087128.1",17853329,17853935,"Family",17803329,17903935,100607,"pm50kb",41,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, SINE/tRNA",28108,0.279384138280637,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G43970","CP087128.1",18458872,18459630,"Family",18408872,18509630,100759,"pm50kb",53,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA, SINE/unknown",23102,0.229279766571721,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G52930","CP087130.2",24645565,24647127,"Family",24595565,24697127,101563,"pm50kb",0,NA,0,0,8228
"GCA_020911765.2_ASM2091176v2_genomic","AT5G52940","CP087130.2",24647369,24648868,"Family",24597369,24698868,101500,"pm50kb",0,NA,0,0,6487
"GCA_020911765.2_ASM2091176v2_genomic","AT5G53230","CP087130.2",24774113,24775273,"Family",24724113,24825273,101161,"pm50kb",3,"DNA/Helitron",569,0.00562469726475618,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54320","CP087130.2",25238071,25239180,"Family",25188071,25289180,101110,"pm50kb",1,"DNA/Helitron",885,0.00875284343783998,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54330","CP087130.2",25240259,25241329,"Family",25190259,25291329,101071,"pm50kb",1,"DNA/Helitron",885,0.0087562208744348,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55870","CP087130.2",25787949,25788623,"Family",25737949,25838623,100675,"pm50kb",10,"DNA/Helitron, LINE/unknown, LTR/Copia",9303,0.0924062577601192,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54420","CP087130.2",25271071,25271346,"Family",25221071,25321346,100276,"pm50kb",0,NA,0,0,4447
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54450","CP087130.2",25283540,25284646,"Family",25233540,25334646,101107,"pm50kb",1,"DNA/Helitron",75,0.000741788402385591,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54550","CP087130.2",25333632,25334833,"Family",25283632,25384833,101202,"pm50kb",1,"DNA/Helitron",75,0.000741092073279184,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G54560","CP087130.2",25336199,25337781,"Family",25286199,25387781,101583,"pm50kb",1,"DNA/Helitron",75,0.000738312512920469,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55270","CP087130.2",25594455,25595826,"Family",25544455,25645826,101372,"pm50kb",3,"DNA/Helitron, LTR/Copia",691,0.00681647792289784,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55870","CP087130.2",25240259,25240632,"Family",25190259,25290632,100374,"pm50kb",1,"DNA/Helitron",885,0.0088170243290095,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55880","CP087130.2",25794416,25795516,"Family",25744416,25845516,101101,"pm50kb",10,"DNA/Helitron, LINE/unknown, LTR/Copia",9303,0.092016893997092,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G55890","CP087130.2",25798049,25799149,"Family",25748049,25849149,101101,"pm50kb",10,"DNA/Helitron, LINE/unknown, LTR/Copia",9303,0.092016893997092,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66610","CP087126.2",27050299,27052033,"Family",27000299,27102033,101735,"pm50kb",4,"DNA/Helitron, LINE/unknown, LTR/Copia",632,0.00621221801739814,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66620","CP087126.2",27053092,27054736,"Family",27003092,27104736,101645,"pm50kb",4,"DNA/Helitron, LINE/unknown, LTR/Copia",632,0.00621771853017856,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66630","CP087126.2",27055869,27057297,"Family",27005869,27107297,101429,"pm50kb",4,"DNA/Helitron, LINE/unknown, LTR/Copia",632,0.0062309595874947,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G66650","CP087126.2",27060500,27062404,"Family",27010500,27112404,101905,"pm50kb",4,"DNA/Helitron, LINE/unknown, LTR/Copia",632,0.00620185466856386,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37870","CP087130.2",18181007,18182094,"Family",18131007,18232094,101088,"pm50kb",37,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10433,0.103207106679329,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37890","CP087130.2",18196919,18199196,"Family",18146919,18249196,102278,"pm50kb",38,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10761,0.105213242339506,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37900","CP087130.2",18201144,18202043,"Family",18151144,18252043,100900,"pm50kb",35,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",9483,0.09398414271556,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37910","CP087130.2",18203451,18204559,"Family",18153451,18254559,101109,"pm50kb",34,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10204,0.100920788456023,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G37930","CP087130.2",18209306,18210971,"Family",18159306,18260971,101666,"pm50kb",37,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10774,0.105974465406331,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G62800","CP087130.2",28394409,28395742,"Family",28344409,28445742,101334,"pm50kb",4,"DNA/Helitron",1551,0.015305820356445,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G27606","CP087130.2",9763429,9764829,"Family",9713429,9814829,101401,"pm50kb",27,"DNA/Helitron, DNA/MULE-MuDR, LINE/unknown, LTR/unknown, SINE/unknown",9704,0.0956992534590389,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56380","CP087126.2",23307210,23308584,"Family",23257210,23358584,101375,"pm50kb",15,"DNA/Helitron, DNA/MULE-MuDR, LTR/Gypsy, LTR/Ty3, SINE/tRNA",3561,0.0351270036991369,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61960","CP087126.2",25102714,25104524,"Family",25052714,25154524,101811,"pm50kb",11,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/Gypsy, SINE/tRNA",2555,0.0250955201304378,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61970","CP087126.2",25105013,25108294,"Family",25055013,25158294,103282,"pm50kb",8,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/Gypsy, SINE/tRNA",1445,0.0139908212466838,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61980","CP087126.2",25108582,25111442,"Family",25058582,25161442,102861,"pm50kb",5,"DNA/Helitron, LTR/Copia, SINE/tRNA",933,0.00907049318983871,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G61990","CP087126.2",25111723,25113686,"Family",25061723,25163686,101964,"pm50kb",5,"DNA/Helitron, LTR/Copia, SINE/tRNA",933,0.00915028833706014,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62085","CP087126.2",25148407,25151052,"Family",25098407,25201052,102646,"pm50kb",11,"DNA/Helitron, LINE/L1, LTR/Copia, SINE/tRNA",3654,0.0355980749371627,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62110","CP087126.2",25158440,25160448,"Family",25108440,25210448,102009,"pm50kb",11,"DNA/Helitron, LINE/L1, LTR/Copia, SINE/tRNA",3654,0.035820368790989,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62120","CP087126.2",25160703,25162667,"Family",25110703,25212667,101965,"pm50kb",11,"DNA/Helitron, LINE/L1, LTR/Copia, SINE/tRNA",3654,0.0358358260187319,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G62490","CP087126.2",25330436,25332097,"Family",25280436,25382097,101662,"pm50kb",20,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/unknown",9031,0.0888335858039385,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46950","CP087128.1",19970857,19972451,"Family",19920857,20022451,101595,"pm50kb",10,"DNA/Helitron, LINE/L1, LTR/unknown",4961,0.0488311432649245,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G23930","CP087130.2",8085855,8087607,"Family",8035855,8137607,101753,"pm50kb",9,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia",5226,0.0513596650713001,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47090","CP087128.1",20022722,20026249,"Family",19972722,20076249,103528,"pm50kb",16,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10706,0.10341163743142,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47110","CP087128.1",20028590,20032440,"Family",19978590,20082440,103851,"pm50kb",21,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",12512,0.120480303511762,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47570","CP087128.1",20208997,20212531,"Family",20158997,20262531,103535,"pm50kb",5,"DNA/Helitron, LINE/L1, LINE/unknown",722,0.00697348722654175,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G47580","CP087128.1",20214102,20217549,"Family",20164102,20267549,103448,"pm50kb",5,"DNA/Helitron, LINE/L1, LINE/unknown",722,0.00697935194493852,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G20480","CP087130.2",6932566,6936958,"Family",6882566,6986958,104393,"pm50kb",1,"LTR/Copia",34,0.000325692335693006,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G39390","CP087130.2",18925243,18926997,"Family",18875243,18976997,101755,"pm50kb",17,"DNA/Helitron, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3",8673,0.0852341408284605,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46840","CP087128.1",19932499,19935601,"Family",19882499,19985601,103103,"pm50kb",15,"DNA/Helitron, LTR/Ty3, LTR/unknown",7373,0.0715110132585861,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G46850","CP087128.1",19937826,19940950,"Family",19887826,19990950,103125,"pm50kb",13,"DNA/Helitron, LTR/Ty3, LTR/unknown",6925,0.0671515151515152,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58820","CP087130.2",26927287,26930289,"Family",26877287,26980289,103003,"pm50kb",3,"LINE/L1, LINE/unknown, LTR/Copia",504,0.00489306136714465,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58830","CP087130.2",26931106,26934015,"Family",26881106,26984015,102910,"pm50kb",3,"LINE/L1, LINE/unknown, LTR/Copia",504,0.00489748323778059,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58840","CP087130.2",26934334,26937769,"Family",26884334,26987769,103436,"pm50kb",3,"LINE/L1, LINE/unknown, LTR/Copia",504,0.00487257821261456,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59090","CP087130.2",27027010,27030830,"Family",26977010,27080830,103821,"pm50kb",1,"LTR/Copia",53,0.000510494023367142,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59100","CP087130.2",27034204,27037460,"Family",26984204,27087460,103257,"pm50kb",1,"LTR/Copia",53,0.000513282392477023,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59110","CP087130.2",27038861,27039379,"Family",26988861,27089379,100519,"pm50kb",1,"LTR/Copia",53,0.000527263502422428,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59120","CP087130.2",27040003,27043414,"Family",26990003,27093414,103412,"pm50kb",1,"LTR/Copia",53,0.000512513054577805,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G59130","CP087130.2",27045311,27049180,"Family",26995311,27099180,103870,"pm50kb",1,"LTR/Copia",53,0.000510253201116781,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56510","CP087126.2",23373452,23379519,"Family",23323452,23429519,106068,"pm50kb",15,"DNA/Helitron, DNA/MULE-MuDR, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",2458,0.0231738130256062,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56520","CP087126.2",23380496,23384964,"Family",23330496,23434964,104469,"pm50kb",15,"DNA/Helitron, DNA/MULE-MuDR, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",2518,0.0241028439058477,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G56540","CP087126.2",23387472,23391382,"Family",23337472,23441382,103911,"pm50kb",11,"DNA/Helitron, LINE/unknown, LTR/Copia, LTR/unknown, SINE/tRNA",1634,0.0157249954287804,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63730","CP087126.2",25842339,25845701,"Family",25792339,25895701,103363,"pm50kb",4,"LINE/L1, LINE/unknown, LTR/Copia",421,0.00407302419627913,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63740","CP087126.2",25845775,25849858,"Family",25795775,25899858,104084,"pm50kb",4,"LINE/L1, LINE/unknown, LTR/Copia",421,0.0040448099611852,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63750","CP087126.2",25851409,25856022,"Family",25801409,25906022,104614,"pm50kb",4,"LINE/L1, LINE/unknown, LTR/Copia",421,0.00402431796891429,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63860","CP087126.2",25901979,25906629,"Family",25851979,25956629,104651,"pm50kb",5,"DNA/Helitron, LINE/unknown, LTR/Copia, SINE/tRNA",1369,0.0130815759046736,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63870","CP087126.2",25907702,25912515,"Family",25857702,25962515,104814,"pm50kb",5,"DNA/Helitron, LINE/unknown, LTR/Copia, SINE/tRNA",1369,0.0130612322781308,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G63880","CP087126.2",25912787,25916777,"Family",25862787,25966777,103991,"pm50kb",5,"DNA/Helitron, LINE/unknown, LTR/Copia, SINE/tRNA",1369,0.01316460078276,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G64070","CP087126.2",25980498,25984020,"Family",25930498,26034020,103523,"pm50kb",2,"LTR/Copia, SINE/tRNA",278,0.00268539358403447,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G16870","CP087127.2",10469774,10473600,"Family",10419774,10523600,103827,"pm50kb",15,"DNA/Helitron, DNA/MULE-MuDR, LTR/Copia, LTR/Ty3",7371,0.0709930942818342,0
"GCA_020911765.2_ASM2091176v2_genomic","AT4G14370","CP087129.2",11786139,11790040,"Family",11736139,11840040,103902,"pm50kb",6,"DNA/Helitron, LINE/unknown, LTR/Copia",8084,0.0778040846181979,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G35510","CP087130.2",16864890,16866538,"Family",16814890,16916538,101649,"pm50kb",35,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/Ty3, SINE/tRNA",23481,0.231000796859782,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G38850","CP087130.2",18662403,18666129,"Family",18612403,18716129,103727,"pm50kb",21,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA, SINE/unknown",8997,0.0867373007992133,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G58120","CP087130.2",26692585,26696396,"Family",26642585,26746396,103812,"pm50kb",0,NA,0,0,34373
"GCA_020911765.2_ASM2091176v2_genomic","AT1G37020","CP087126.2",14054849,14057857,"Family",14004849,14107857,103009,"pm50kb",46,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",41107,0.399062217864458,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G42525","CP087126.2",18149914,18151772,"Family",18099914,18201772,101859,"pm50kb",26,"DNA/Helitron, DNA/MULE-MuDR, LINE/unknown, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA",16502,0.162008266328945,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G10260","CP087127.2",7051203,7053916,"Family",7001203,7103916,102714,"pm50kb",74,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Gypsy, LTR/Ty3",80355,0.782317892400257,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G30305","CP087128.1",11931801,11933196,"Family",11881801,11983196,101396,"pm50kb",48,"DNA/Helitron, DNA/MULE-MuDR, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA",19040,0.187778610596079,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G31910","CP087128.1",12915777,12918291,"Family",12865777,12968291,102515,"pm50kb",47,"DNA/Helitron, LINE/L1, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA",38475,0.375310930107789,0
"GCA_020911765.2_ASM2091176v2_genomic","AT4G08430","CP087129.2",8850966,8854006,"Family",8800966,8904006,103041,"pm50kb",57,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA",27584,0.267699265340981,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28235","CP087130.2",10839654,10840784,"Family",10789654,10890784,101131,"pm50kb",34,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LTR/Copia, LTR/Gypsy, LTR/Ty3, SINE/tRNA, SINE/unknown",20670,0.204388367562864,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28810","CP087130.2",21638069,21641162,"Family",21588069,21691162,103094,"pm50kb",19,"DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10017,0.0971637534677091,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087129.2",8850966,8854444,"Family",8800966,8904444,103479,"pm50kb",57,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/tRNA",28022,0.270798906058234,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087130.2",21638251,21642327,"Family",21588251,21692327,104077,"pm50kb",19,"DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",10017,0.0962460485986337,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28235","CP087130.2",10212689,10214753,"Family",10162689,10264753,102065,"pm50kb",38,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",22226,0.217763190123941,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087130.2",10837854,10840784,"Family",10787854,10890784,102931,"pm50kb",36,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LTR/Copia, LTR/Gypsy, LTR/Ty3, SINE/tRNA, SINE/unknown",20982,0.203845294420534,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28810","CP087130.2",10837577,10840867,"Family",10787577,10890867,103291,"pm50kb",36,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LTR/Copia, LTR/Gypsy, LTR/Ty3, SINE/tRNA, SINE/unknown",20982,0.20313483265725,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G28810","CP087130.2",10213623,10216703,"Family",10163623,10266703,103081,"pm50kb",39,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",23359,0.226608201317411,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G45570","CP087130.2",10212704,10216537,"Family",10162704,10266537,103834,"pm50kb",41,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, LTR/unknown, SINE/tRNA",23656,0.227825182502841,0
"GCA_020911765.2_ASM2091176v2_genomic","AT1G31540","CP087126.2",11310027,11315448,"Family",11260027,11365448,105422,"pm50kb",12,"DNA/Helitron, LTR/Copia, LTR/Gypsy, LTR/unknown, SINE/tRNA",3650,0.0346227542638159,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G22690","CP087130.2",7552132,7556316,"Family",7502132,7606316,104185,"pm50kb",5,"DNA/Helitron, LTR/unknown, SINE/tRNA",2725,0.0261553966501896,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G40060","CP087130.2",19195979,19200634,"Family",19145979,19250634,104656,"pm50kb",5,"DNA/Helitron, LINE/unknown",3013,0.0287895581715334,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46260","CP087130.2",21925455,21930259,"Family",21875455,21980259,104805,"pm50kb",1,"DNA/Helitron",212,0.00202280425552216,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46270","CP087130.2",21930728,21935846,"Family",21880728,21985846,105119,"pm50kb",1,"DNA/Helitron",212,0.00201676195549805,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46450","CP087130.2",22002361,22006814,"Family",21952361,22056814,104454,"pm50kb",9,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, SINE/unknown",3542,0.03390966358397,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46470","CP087130.2",22009309,22016497,"Family",21959309,22066497,107189,"pm50kb",9,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, SINE/unknown",3542,0.0330444355297652,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46490","CP087130.2",22017401,22020652,"Family",21967401,22070652,103252,"pm50kb",11,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/unknown",3794,0.0367450509433231,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46500","CP087130.2",22022711,22025308,"Family",21972711,22075308,102598,"pm50kb",10,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/unknown",3709,0.0361508021598862,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46510","CP087130.2",22026990,22033771,"Family",21976990,22083771,106782,"pm50kb",10,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/unknown",3709,0.0347343185181023,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46520","CP087130.2",22034372,22039250,"Family",21984372,22089250,104879,"pm50kb",11,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/unknown",4338,0.0413619504381239,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G46520","CP087130.2",22027211,22032551,"Family",21977211,22082551,105341,"pm50kb",10,"DNA/Helitron, LTR/Gypsy, LTR/Ty3, LTR/unknown, SINE/unknown",3709,0.0352094626024055,0
"GCA_020911765.2_ASM2091176v2_genomic","AT2G24205","CP087127.2",13453184,13453598,"Family",13403184,13503598,100415,"pm50kb",5,"DNA/Helitron, LTR/Ty3, SINE/tRNA",1494,0.0148782552407509,0
"GCA_020911765.2_ASM2091176v2_genomic","AT3G42565","CP087128.1",17344470,17344829,"Family",17294470,17394829,100360,"pm50kb",51,"DNA/Helitron, DNA/MULE-MuDR, LINE/L1, LINE/unknown, LTR/Copia, LTR/Gypsy, LTR/Ty3, LTR/unknown",37674,0.375388601036269,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36310","CP087130.2",17493470,17493826,"Family",17443470,17543826,100357,"pm50kb",24,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.104576661319091,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36320","CP087130.2",17495667,17496012,"Family",17445667,17546012,100346,"pm50kb",24,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.104588125087198,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36330","CP087130.2",17497855,17498965,"Family",17447855,17548965,101111,"pm50kb",24,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.10379681735914,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36340","CP087130.2",17500042,17500398,"Family",17450042,17550398,100357,"pm50kb",24,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.104576661319091,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36350","CP087130.2",17502179,17502663,"Family",17452179,17552663,100485,"pm50kb",72,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.104443449271035,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36360","CP087130.2",17504433,17504789,"Family",17454433,17554789,100357,"pm50kb",47,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Copia, LTR/Ty3, SINE/tRNA",10495,0.104576661319091,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36370","CP087130.2",17506630,17506986,"Family",17456630,17556986,100357,"pm50kb",22,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Ty3, SINE/tRNA",9484,0.0945026256265133,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36380","CP087130.2",17508827,17509183,"Family",17458827,17559183,100357,"pm50kb",20,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Ty3, SINE/tRNA",8772,0.0874079536056279,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36390","CP087130.2",17511023,17511370,"Family",17461023,17561370,100348,"pm50kb",21,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Ty3, SINE/tRNA",9768,0.0973412524415036,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36400","CP087130.2",17513211,17513564,"Family",17463211,17563564,100354,"pm50kb",21,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Ty3, SINE/tRNA",9440,0.0940670028100524,0
"GCA_020911765.2_ASM2091176v2_genomic","AT5G36410","CP087130.2",17515408,17515755,"Family",17465408,17565755,100348,"pm50kb",17,"DNA/Helitron, LINE/L1, LINE/unknown, LTR/Ty3, SINE/tRNA",8066,0.0803802766373022,0
