"accession","assembly","sample_name","location","latitude","longitude","pop_name","PC1","PC2","busco_complete_pct","contig_n50_mbp","total_length_mbp","cec_0.5cm_Q0.5_250m","cec_5.15cm_Q0.5_250m","phh2o_0.5cm_Q0.5_250m","soc_5.15cm_Q0.5_250m","bio3","bio4","bio8","bio10","bio13","bio15","bio18","te_int_frac","OG0000009","OG0000012","OG0000015","OG0000016","OG0000022","OG0000024","OG0000027","OG0000029","OG0000030","OG0000039","OG0000040","OG0000042","OG0000045","OG0000046","OG0000047","OG0000049","OG0000054","OG0000060","OG0000065","OG0000074","OG0000075","OG0000077","OG0000083","OG0000087","OG0000090","OG0000093","OG0000095","OG0000096","OG0000100","OG0000103","OG0000106","OG0000107","OG0000118","OG0000126","OG0000141","OG0000142","OG0000147","OG0000150","OG0000159","OG0000164","OG0000170","OG0000182","OG0000184","OG0000185","OG0000186","OG0000192","OG0000196","OG0000199","OG0000205","OG0000206","OG0000210","OG0000217","OG0000220","OG0000224","OG0000228","OG0000242","OG0000255","OG0000261","OG0000264","OG0000266","OG0000269","OG0000271","OG0000276","OG0000297","OG0000298","OG0000299","OG0000319","OG0000325","OG0000329","OG0000338","OG0000343","OG0000348","OG0000361","OG0000367","OG0000372","OG0000375","OG0000382","OG0000384","OG0000385","OG0000386","OG0000388","OG0000402","OG0000434","OG0000440","OG0000442","OG0000445","OG0000448","OG0000452","OG0000473","OG0000500","OG0000501","OG0000503","OG0000504","OG0000510","OG0000513","OG0000534","OG0000535","OG0000546","OG0000589","OG0000594","OG0000598","OG0000601","OG0000618","OG0000620","OG0000639","OG0000679","OG0000692","OG0000725","OG0000728","OG0000731","OG0000736","OG0000739","OG0000761","OG0000817","OG0000822","OG0000862","OG0000887","OG0000893","OG0000907","OG0000913","OG0000949","OG0000962","OG0001019","OG0001038","OG0001079","OG0001115","OG0001127","OG0001135","OG0001136","OG0001139","OG0001196","OG0001202","OG0001349","OG0001363","OG0001395","OG0001398","OG0001408","OG0001688","OG0001769","OG0001820","OG0001885","OG0001893","OG0001918","OG0001927","OG0001929","OG0002370","OG0002742","OG0002829","OG0002883","OG0002891","OG0002892","OG0002893","OG0002919","OG0003687","OG0003730","OG0003808","OG0003820"
"GCA_036940335.1","ASM3694033v1","ASM3694033v1","Italy",37.7,14.98,"Etna-2",-0.0694063115449799,-2.55583938349957,99.3,10,140.694555,16.4,16.6,6.6,29,0.342000007629395,592.3,0.950000000000045,14.2500000000001,152.3,48.6,97.2,0.240771698663107,31,28,16,33,15,15,22,9,21,11,15,10,1,11,4,10,12,13,10,79,1,13,17,5,15,43,2,22,2,11,7,9,11,8,2,11,8,6,2,7,3,5,10,5,3,3,7,14,0,10,7,4,9,0,4,2,0,16,5,3,14,8,4,9,10,5,2,8,13,1,5,11,4,1,8,1,8,3,1,4,1,8,4,1,17,2,2,1,10,17,2,2,9,8,4,4,2,7,1,2,3,23,3,3,2,9,8,1,5,6,8,11,5,1,2,1,1,1,5,4,20,5,4,8,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,1,3,3,5,0,2,3,5,2,2,1,2,1,2
"GCA_036940405.1","ASM3694040v1","ASM3694040v1","Russia",62.13,34.02,"N13",1.34845805563293,7.60937394239918,99.4,10,135.306961,74.9,18.4,4.6,51.7,0.169000005722046,944,15.45,15.45,87.7,35,249.2,0.229708130093913,30,31,18,36,15,15,23,10,22,11,16,9,1,11,5,10,13,14,10,116,1,15,15,1,13,15,2,23,2,8,9,8,15,8,4,11,8,8,2,7,3,5,12,5,3,3,7,16,1,11,7,4,9,1,3,2,1,15,5,3,15,9,5,9,10,5,2,8,13,1,5,10,4,1,8,1,8,3,1,4,1,8,3,2,16,3,2,1,10,12,2,1,9,7,4,5,2,7,0,2,3,17,3,3,2,9,7,1,5,6,7,11,5,0,2,1,1,1,5,4,21,5,4,6,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,2,3,5,1,2,2,2,1,2
"GCA_036940415.1","ASM3694041v1","ASM3694041v1","Germany",51.07,13.3,"No-0",-5.22090699477938,2.66428565460878,99.3,20,136.157527,29,15.1,6.4,17.3,0.28199999332428,651.5,17.2500000000001,17.2500000000001,88.8,21.6,238.5,0.228532984445289,31,30,15,31,16,18,21,10,21,11,15,9,1,11,4,10,11,15,12,110,1,15,19,4,15,39,2,23,2,13,9,8,13,8,4,11,8,7,2,7,2,4,13,5,3,3,7,15,2,10,7,4,9,1,3,2,1,12,6,3,13,9,4,9,10,5,2,10,12,1,5,11,4,1,8,1,8,2,1,4,1,8,4,2,23,3,2,1,9,16,2,2,8,8,4,5,2,7,1,1,3,16,3,3,2,9,8,1,5,6,11,11,14,1,2,0,1,1,5,4,21,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,1,3,3,5,2,6,2,5,2,2,2,2,1,2
"GCA_036940605.1","ASM3694060v1","ASM3694060v1","Lebanon",34.1,35.84,"Qar-8a",1.14817563934193,-2.61537736818666,99.5,13,135.870149,25.2,24.8,6.4,21.3,0.336999988555908,635.6,3.95000000000005,19.95,292.9,93.5,12.3,0.218819558371133,31,28,16,31,15,14,25,10,22,12,15,10,1,11,4,10,14,14,9,60,1,13,14,4,13,32,2,21,2,13,7,9,14,8,4,11,7,6,2,7,2,4,11,4,2,2,7,14,1,10,7,4,9,0,3,2,1,13,6,3,14,8,4,9,10,5,2,10,15,1,5,9,4,1,8,0,8,3,1,4,1,8,4,2,8,3,2,1,9,16,2,1,9,7,2,5,1,7,1,2,3,19,3,1,2,9,8,1,4,6,11,9,5,1,2,1,1,1,5,4,18,5,4,5,1,4,2,1,5,3,1,4,5,1,2,0,2,7,3,7,7,1,0,2,3,2,5,0,3,3,5,3,2,1,2,0,2
"GCA_036940615.1","ASM3694061v1","ASM3694061v1","Spain",41.78,3.03,"Sf-2",-1.55772173224576,-3.25833499000663,99.4,14,139.781231,NA,NA,NA,NA,0.295000004768372,519.2,17.2500000000001,23.05,102.4,35.3,128,0.242877851032804,31,31,15,33,16,14,22,9,21,11,15,9,1,11,5,10,14,13,10,99,1,12,13,3,16,14,2,22,2,13,7,8,15,8,4,12,8,8,2,7,1,4,10,4,3,3,7,15,1,10,7,4,9,1,3,2,0,16,6,4,16,9,7,10,10,5,2,9,13,1,5,10,4,1,7,1,8,3,1,4,0,8,3,2,16,2,1,1,10,10,2,2,9,7,4,5,2,7,1,2,3,13,3,3,2,10,8,1,4,6,10,11,5,1,2,1,1,1,4,4,21,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,0,3,3,4,2,8,2,4,1,2,2,2,1,2
"GCA_036940625.1","ASM3694062v1","ASM3694062v1","USA",43.27,-85.26,"Tul-0",-2.95509856027238,0.119223495257158,99.4,19,136.927174,11.5,3.7,5.2,11.2,0.247000002861023,943.2,15.55,20.65,99.3,23.4,252.4,0.237047585601964,31,29,18,32,16,14,23,10,19,11,16,9,1,11,6,10,13,13,9,63,1,13,23,2,15,17,1,22,2,13,7,9,14,8,4,12,8,8,2,7,3,5,14,3,3,3,7,15,1,10,7,4,9,1,4,2,1,16,7,3,15,9,7,9,10,5,2,9,14,1,4,10,4,1,8,1,8,2,1,4,1,8,4,2,18,3,2,1,10,9,2,1,9,8,4,5,1,7,1,2,3,22,3,3,2,10,8,1,5,7,8,11,5,1,2,1,1,1,5,4,18,5,4,5,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,1,3,2,5,2,2,3,5,2,2,2,2,0,2
"GCA_036940635.1","ASM3694063v1","ASM3694063v1","Iceland",64.92,-18.48,"Ice-1",-2.65938989199522,0.144254272476867,99.4,12,134.4408,25.3,18.6,5.7,78.5,0.255999994277954,459.9,2.75000000000006,6.15000000000003,117.7,20.3,247.9,0.217332647529619,31,27,16,30,15,16,23,8,22,12,15,9,1,11,5,10,13,14,10,64,0,11,20,3,16,17,1,23,1,14,9,9,16,8,4,12,8,8,2,7,2,5,10,5,3,3,7,14,2,10,7,4,9,1,3,2,1,15,7,3,12,9,7,10,10,5,2,9,14,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,31,3,2,1,10,11,2,2,9,8,4,5,2,7,1,1,3,17,3,2,1,10,8,1,4,7,5,11,5,1,2,1,1,1,5,4,18,5,4,6,0,4,1,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,5,2,8,2,5,2,2,2,2,1,2
"GCA_036940645.1","ASM3694064v1","ASM3694064v1","Portugal",32.75,-17.13,"Rab-R1",15.0932511524659,-1.24002443581438,99.3,8,147.576663,21.1,15.8,5.3,49.6,0.215000009536743,359.4,10.55,18.45,542.9,63.2,207.7,0.270337058644564,30,30,17,30,16,15,22,10,22,11,15,9,0,11,5,10,13,13,9,86,1,11,14,2,14,14,2,21,2,12,6,9,12,8,3,11,7,8,2,7,3,5,8,3,2,3,8,15,1,10,7,4,9,0,2,2,0,15,6,3,13,8,6,9,10,4,2,9,15,1,4,10,4,1,8,1,8,3,1,4,1,8,4,2,16,2,2,1,8,16,2,1,8,5,3,5,2,7,0,2,3,4,3,2,2,9,8,1,5,7,7,10,5,1,2,1,1,1,5,4,21,5,4,5,0,4,2,1,5,2,1,4,6,1,1,0,2,7,3,8,7,1,0,2,2,2,5,2,3,2,4,1,2,2,2,0,2
"GCA_036940715.1","ASM3694071v1","ASM3694071v1","Sweden",59.34,18.06,"St-0",-4.27265193865977,1.93120899415599,99.4,9,134.536582,NA,NA,NA,NA,0.208999991416931,691.9,15.85,15.85,69.3,26.7,193.5,0.224929558564228,31,30,17,32,16,13,22,10,21,11,16,10,1,11,5,10,14,14,11,61,1,16,19,4,16,29,2,22,2,7,8,9,12,8,4,11,8,8,2,7,4,5,14,5,3,3,7,15,0,10,7,4,9,1,4,2,1,16,7,3,13,8,5,10,10,5,2,9,14,1,6,11,4,1,7,1,8,3,1,4,1,7,4,2,19,3,2,1,10,14,2,2,9,8,4,5,2,7,1,2,3,8,3,3,2,10,7,1,4,7,8,11,5,1,2,1,1,1,5,4,18,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,3,3,3,4,2,9,3,5,1,2,2,2,1,2
"GCA_036940825.1","ASM3694082v1","ASM3694082v1","Russia",52.84,36.92,"Stw-0",-4.39218938153418,1.30273087364603,99.4,12,134.702517,32.5,28.3,6.1,28.6,0.214000010490418,962.5,18.05,18.05,85.4,26.8,233.2,0.221707683457763,30,29,13,35,16,14,23,10,21,11,16,10,1,11,6,10,13,14,10,88,1,14,17,4,15,22,1,23,2,9,9,8,15,8,4,12,8,7,2,7,3,5,11,6,3,3,7,15,1,11,7,3,9,1,4,2,1,15,6,2,13,9,4,9,10,5,2,10,14,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,18,3,2,1,9,14,2,2,9,8,4,5,2,7,1,1,3,17,3,3,2,9,8,1,3,7,7,13,5,1,2,1,1,1,5,4,18,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,4,2,8,2,5,2,2,2,2,1,2
"GCA_036940995.1","ASM3694099v1","ASM3694099v1","Tanzania",-2.87,36.12,"Tanz-1",6.06327207670337,-1.12678009878571,99.3,14,143.441239,22.5,22.5,7.5,10.1,0.684000015258789,154.7,24.7500000000001,25.85,140.6,88.9,171.1,0.262677555371646,29,29,13,33,16,15,21,10,19,11,14,10,1,11,6,9,13,13,12,99,1,14,14,1,15,13,1,20,2,10,7,9,12,7,4,11,7,6,1,7,3,5,12,4,2,3,7,15,1,10,6,4,9,1,4,2,1,14,7,3,11,9,4,9,10,5,1,8,12,1,5,10,4,1,8,0,8,3,1,4,1,7,4,2,25,3,2,1,10,16,2,1,8,5,4,5,2,7,1,2,3,3,3,2,2,8,7,1,4,7,9,9,5,1,1,1,1,1,5,4,21,3,4,3,1,4,2,1,5,2,1,4,5,1,2,1,2,7,3,7,7,1,0,2,2,2,5,2,7,3,4,2,2,2,2,0,2
"GCA_036941165.1","ASM3694116v1","ASM3694116v1","Morocco",34.09,-4.1,"Taz-0",3.30433986460121,-3.31952024559747,99.3,6,140.182658,14.3,13.2,7.1,11.2,0.388000011444092,605.3,7.25000000000006,21.65,152.1,71.1,20.7,0.236164811484742,30,28,18,27,16,15,21,10,22,11,16,9,1,11,4,10,14,13,10,116,1,12,16,5,12,14,2,23,2,8,9,9,9,8,4,10,7,6,2,7,3,5,13,5,3,3,7,15,1,9,7,4,9,0,3,2,0,13,6,3,15,9,4,9,10,5,2,8,13,1,5,10,4,0,8,0,8,3,1,4,1,8,4,2,19,2,2,1,10,15,2,2,9,4,4,4,2,7,1,1,3,10,3,3,2,9,8,1,5,7,10,11,5,1,2,1,1,1,5,4,17,5,4,5,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,4,4,4,2,3,3,4,2,2,2,2,1,0
"GCA_036941295.1","ASM3694129v1","ASM3694129v1","Belarus",53.92,27.57,"ws-4",-4.70570778219811,3.59820303204752,99.4,22,138.894149,NA,NA,NA,NA,0.226999998092651,846.4,16.95,16.95,89.9,30.5,248.2,0.240943943578214,30,31,18,35,16,15,24,10,22,12,16,9,1,11,5,10,13,14,10,62,1,16,16,4,15,9,1,23,2,14,7,9,15,8,4,11,8,8,2,7,3,5,10,4,3,3,7,15,2,11,7,4,8,0,3,2,1,15,7,2,14,9,8,9,10,5,2,10,14,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,16,3,2,1,10,14,2,1,9,8,4,5,1,7,1,2,3,10,3,3,2,10,8,1,4,7,10,11,5,0,2,0,1,1,5,4,21,5,4,8,0,4,2,1,5,3,1,4,6,1,2,0,2,6,3,8,7,1,0,2,3,3,4,2,8,2,5,2,2,2,2,1,1
"GCA_036941465.1","ASM3694146v1","ASM3694146v1","Morocco",35.45,-5.43,"Zin9",11.6060033203762,-2.1880290299829,99.3,13,138.431362,21.1,19.3,6.2,21.1,0.390000009536743,443.1,13.05,23.45,130.7,70.3,30.1,0.233106360681476,30,31,17,29,16,14,21,10,21,11,16,10,0,11,4,10,13,13,12,86,1,15,18,2,14,14,2,20,2,13,6,9,10,8,3,12,7,6,2,6,3,5,14,4,2,3,7,15,1,10,7,4,9,0,3,2,1,13,7,3,16,9,7,9,10,5,2,10,13,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,9,13,2,1,9,6,4,5,1,7,0,2,3,13,3,2,2,10,8,1,4,7,6,9,5,1,2,1,1,1,5,4,20,5,4,5,1,4,2,1,5,3,1,4,5,1,2,0,2,7,3,5,7,0,0,1,2,2,5,2,3,3,3,1,2,2,2,0,2
"GCA_036941635.1","ASM3694163v1","ASM3694163v1","France",44.59,-1.24,"PYL-1",-0.676529126076863,1.41086702973355,99.4,11,142.799389,NA,NA,NA,NA,0.261999988555908,461.7,12.15,20.35,118.9,29.3,176.8,0.245018527355184,31,29,15,32,16,13,21,10,21,11,15,10,1,11,4,10,14,13,8,98,1,15,22,5,14,14,2,23,2,13,9,9,13,8,4,11,8,6,2,7,3,5,11,4,3,3,6,14,1,10,7,4,9,1,3,2,1,15,7,4,15,8,8,9,10,5,2,9,14,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,11,3,2,1,10,16,2,2,9,8,4,5,2,7,1,2,3,19,3,3,2,10,7,1,5,7,7,13,5,1,2,1,1,1,5,4,20,5,4,8,1,4,3,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,2,3,4,2,9,4,5,2,2,2,2,1,1
"GCA_036941785.1","ASM3694178v1","ASM3694178v1","Italy",40.18,16.45,"Valsi-1",-4.92625533354357,-1.49908369248879,99.4,18,135.622609,21.4,18.8,7.4,18.2,0.325999999046326,638.1,13.55,25.15,86.1,32.1,97,0.226886890223443,31,28,18,30,16,16,22,10,21,11,14,10,1,11,4,10,12,13,10,81,1,13,17,4,15,7,2,22,2,13,10,9,15,8,4,11,7,8,2,7,1,5,10,4,3,3,7,15,1,10,7,4,9,0,3,2,1,14,7,4,16,9,7,10,10,5,2,10,16,1,5,11,4,1,8,1,8,3,1,4,1,8,4,1,16,3,2,1,11,15,2,2,9,7,4,5,2,7,1,2,3,15,3,3,2,10,8,1,4,6,9,11,5,1,2,1,1,1,5,4,23,5,4,7,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,5,2,9,3,5,3,2,2,2,1,2
"GCA_036941915.1","ASM3694191v1","ASM3694191v1","Turkey",38.3,42.22,"Dog-4",-1.25547840218602,2.88609094813136,99.4,13,137.696377,22.2,19.2,6.7,25.4,0.280999994277954,978.7,2.85000000000002,22.7500000000001,173.6,64.3,45.4,0.232823569497402,31,29,17,34,16,14,22,10,22,11,16,9,1,11,5,10,14,14,10,66,1,15,14,2,15,18,1,23,1,8,9,6,12,8,4,11,8,8,2,7,4,5,13,4,3,3,7,15,1,10,7,4,9,0,3,2,1,14,6,3,12,9,6,9,10,5,2,9,17,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,15,3,2,1,11,17,2,2,9,6,4,4,1,7,1,1,3,19,3,3,2,8,8,1,4,6,7,9,5,1,1,1,1,1,5,4,20,5,4,8,1,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,0,2,3,4,4,2,3,3,5,2,2,1,2,0,2
"GCA_036941985.1","ASM3694198v1","ASM3694198v1","Turkey",38.64,42.24,"Nemrut-1",-0.511154239564513,4.24380032459339,99.4,14,136.602798,19.2,18.6,7,24.9,0.252999997138977,912.3,-1.44999999999999,17.35,214.1,60.2,71.1,0.227366543399792,31,29,16,36,16,14,23,10,21,11,15,9,1,11,5,10,11,13,11,94,1,13,15,2,16,24,2,21,2,11,7,8,13,8,4,6,6,7,2,7,2,5,9,4,3,3,7,15,1,10,7,4,9,0,3,2,1,12,7,3,12,9,8,9,10,5,2,10,16,1,5,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,10,16,2,2,9,8,4,5,2,7,0,1,3,26,3,3,2,9,8,1,4,7,7,12,5,0,2,1,1,1,5,4,22,4,4,7,1,4,2,1,5,3,0,4,6,1,2,0,2,7,3,7,7,1,0,2,3,3,4,2,3,4,5,1,2,2,2,1,2
"GCA_036942075.1","ASM3694207v1","ASM3694207v1","Morocco",31.47,-7.42,"Toufl-1",3.13593947278899,-0.264157641032779,99.4,19,137.130331,17.8,17.8,6.8,15.2,0.43600001335144,559.7,8.45000000000005,19.85,81.2,24.8,115.7,0.226294006393086,31,28,17,35,16,12,21,10,22,11,13,9,1,11,5,10,13,13,14,89,1,15,18,1,13,14,2,21,2,14,7,9,11,8,3,11,7,8,2,6,3,5,11,4,3,3,7,15,1,10,7,4,9,0,3,2,0,16,6,2,16,9,7,8,10,5,2,9,14,1,6,10,4,1,8,1,8,3,1,4,1,8,4,2,15,3,2,1,10,17,2,2,8,8,4,5,2,7,1,2,3,15,3,2,2,9,7,1,4,7,7,11,5,0,2,1,1,1,5,4,21,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,8,7,1,0,3,3,2,4,2,3,2,5,2,2,2,2,1,1
"GCA_036942405.1","ASM3694240v1","ASM3694240v1","Portugal",32.74,-16.93,"Are-1",16.062763960794,-1.33537747017044,99.3,14,132.833845,19.8,19.1,5.4,45.8,0.225,413.3,8.65000000000003,17.85,429.1,60.7,190.9,0.22503255100385,30,29,17,30,16,16,20,10,22,11,16,9,0,11,5,10,13,13,16,70,1,12,13,2,14,14,2,21,2,12,6,9,12,8,3,11,7,6,2,7,3,5,6,3,2,3,8,15,1,10,7,4,9,0,2,2,0,12,7,2,13,9,5,9,10,4,2,10,14,1,4,9,4,1,8,1,8,2,1,4,1,8,4,2,16,2,2,1,8,16,2,2,7,5,3,5,2,7,0,2,3,10,3,2,2,9,8,1,5,7,6,9,5,1,2,1,1,1,5,4,21,5,4,3,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,7,7,1,1,2,3,3,5,2,3,3,4,1,2,2,2,1,2
"GCA_036942435.1","ASM3694243v1","ASM3694243v1","Poland",52.74,15.24,"Col-0",-0.63655866539678,3.84294996183744,99.4,14,129.256504,24.2,16,6.5,13.9,0.276999998092651,693.1,18.15,18.15,75.5,24,203,0.205230461749143,31,33,20,34,16,20,25,10,22,12,16,10,1,11,6,10,15,15,12,87,1,16,25,5,16,54,2,25,2,14,8,9,17,8,4,11,8,8,2,7,4,5,15,5,3,3,7,15,2,10,7,4,9,1,4,2,1,16,7,4,16,9,7,9,10,5,2,10,16,1,6,11,4,1,8,1,8,3,1,4,1,8,4,2,31,3,2,1,11,18,2,2,9,8,4,5,2,7,1,2,3,23,3,3,2,10,8,1,5,7,11,14,14,1,2,1,1,1,5,4,21,5,4,8,1,4,3,1,5,3,1,4,6,1,2,1,2,7,3,8,7,1,1,3,3,3,5,2,9,4,5,2,2,2,2,1,2
"GCA_036942445.1","ASM3694244v1","ASM3694244v1","Spain",41.68,2.79,"Bla-1",-4.37409529493973,-1.58331446691591,99.4,14,127.968228,NA,NA,NA,NA,0.319000005722046,539.2,17.15,23.15,89.2,28.8,143,0.197013277389447,30,28,15,33,16,15,22,10,22,11,14,10,1,11,6,10,14,13,9,86,1,14,16,4,15,14,1,22,2,12,7,9,13,8,4,12,8,8,2,7,2,5,11,5,2,3,7,15,0,11,7,4,9,0,3,2,1,13,8,3,13,9,9,9,10,5,2,10,16,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,15,2,2,9,8,4,3,2,7,1,1,3,22,3,3,2,9,8,1,4,6,9,11,5,1,2,1,1,1,5,4,21,5,4,8,1,4,2,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,2,3,2,4,2,9,3,5,1,2,2,2,1,1
"GCA_036942575.1","ASM3694257v1","ASM3694257v1","Portugal",15.06,-23.73,"Cvi-0",4.2740318588623,-2.40267459158347,99.4,14,134.207035,10.6,8.7,7.7,9.8,0.526000022888184,152.3,25.2500000000001,25.2500000000001,104.8,161.9,236.6,0.229281646822762,31,27,16,31,15,12,21,10,22,11,14,9,0,11,4,10,14,13,8,90,1,14,19,2,14,14,1,20,2,13,7,9,12,8,4,12,8,8,2,7,1,5,13,3,3,3,7,15,1,9,7,4,8,1,4,1,1,15,6,1,15,9,4,9,8,5,2,10,16,1,5,10,4,1,7,1,8,3,1,4,1,8,4,2,20,3,2,1,9,14,2,2,9,6,4,4,2,7,1,2,3,13,3,2,2,9,7,1,4,7,7,9,5,1,2,1,1,1,5,4,17,5,4,4,1,4,1,1,5,2,0,4,6,1,2,0,2,8,3,7,7,1,0,2,2,2,5,2,3,3,4,2,2,2,2,1,1
"GCA_036942965.1","ASM3694296v1","ASM3694296v1","Morocco",34.09,-4.2,"Ita-0",3.30433986460121,-3.31952024559747,99.4,13,134.967485,16,14.6,6.4,18.9,0.389000010490417,600.7,5.85000000000002,20.15,231.3,73.5,46.9,0.232753355372963,31,29,16,30,16,14,23,10,21,11,14,9,1,11,5,10,15,13,10,82,1,11,16,2,14,14,2,23,2,9,7,9,11,8,4,12,7,6,2,7,2,4,13,5,3,3,7,15,1,9,7,4,9,0,3,2,1,16,6,3,13,8,4,10,10,5,2,8,12,1,4,10,4,1,8,1,8,3,1,4,1,8,4,2,25,3,2,1,10,18,2,2,9,4,4,5,2,7,1,1,3,19,3,2,2,8,8,1,5,7,8,12,5,1,2,1,1,1,5,4,21,5,4,5,1,4,1,1,5,3,1,4,6,1,2,1,2,7,3,7,7,1,0,1,4,3,5,0,3,4,4,2,2,2,2,1,2
"GCA_036942975.1","ASM3694297v1","ASM3694297v1","Kazakhstan",49.5,73.1,"KZ9",0.408910586769654,9.84313825746828,99.4,14,128.168578,23.3,23.7,7.2,20.6,0.241000008583069,1230.5,17.15,18.85,49.2,28.4,117.3,0.198134514685807,31,31,17,34,16,16,23,10,21,11,16,10,1,11,6,10,12,14,10,69,1,13,16,4,16,18,2,23,2,7,7,9,13,8,4,11,8,8,2,7,2,5,10,4,3,3,7,15,1,11,7,4,9,0,3,2,1,12,7,3,13,9,9,9,10,5,2,10,15,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,16,4,2,1,10,15,2,1,9,8,4,5,2,7,0,1,3,23,3,3,2,10,8,1,5,7,7,10,5,0,2,1,1,1,5,4,22,5,4,6,1,4,2,1,4,3,1,4,6,1,2,0,2,7,3,7,7,1,1,3,3,3,4,2,3,2,5,2,2,2,2,1,1
"GCA_946402385.1","AUZE-A-5.PacbioHiFiAssembly","AUZE-A-5","France",43.527792,1.491628,"AUZE-A-5",-4.10314660012646,-1.19758107072465,99.4,11,134.825843,NA,NA,NA,NA,0.352999997138977,576.8,15.95,21.35,79.8,17.7,156.4,0.222146894932675,31,29,17,29,16,14,22,10,22,11,15,10,1,11,5,10,14,14,11,107,1,13,20,1,16,17,1,23,2,6,7,8,13,8,3,11,8,8,2,7,2,5,14,3,3,3,7,15,1,11,7,4,9,1,3,2,1,16,6,3,15,9,8,9,10,5,2,10,13,1,5,12,4,1,8,1,8,3,1,4,1,8,4,2,18,3,1,1,9,16,2,2,9,8,4,5,2,7,0,2,3,12,3,3,2,10,7,1,4,6,10,11,5,1,2,1,1,1,5,4,19,5,4,6,0,4,3,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,2,3,3,4,2,9,2,4,2,2,2,2,1,2
"GCA_946403025.1","FERR-A-8.PacbioHiFiAssembly","FERR-A-8","France",43.6577,2.4437,"FERR-A-8",-5.06266228240221,-4.85411229872116,99.4,16,138.179928,20.5,17.9,6.7,22.8,0.325999999046326,557.8,5.35000000000002,18.65,185.9,25.4,275.6,0.241187743273394,31,30,16,33,16,17,23,8,22,11,14,9,1,11,5,10,14,13,11,108,1,13,16,5,16,53,2,23,2,8,7,9,13,8,4,11,8,8,2,7,2,5,12,4,2,3,7,15,1,10,6,4,9,1,3,2,1,15,6,3,15,9,10,9,10,5,2,10,13,1,5,11,4,1,8,1,8,3,1,4,1,8,3,2,17,3,2,1,11,12,2,2,9,8,4,5,2,7,0,2,3,24,3,2,2,8,8,1,4,7,9,12,5,1,2,1,1,1,5,4,21,5,4,7,0,4,2,1,5,3,1,4,6,1,2,0,2,7,3,6,7,1,0,2,3,3,4,2,2,3,5,1,2,2,2,1,2
"GCA_946403525.1","BELC-C-10.PacbioHiFiAssembly","BELC-C-10","France",44.389212,2.336636,"BELC-C-10",-5.45391960179959,-3.61521133934721,99.4,18,135.212263,22,19,6.3,28.9,0.34300000667572,569,8.05000000000001,19.05,109.6,16.1,217.3,0.230948290540777,31,28,17,31,16,16,22,8,22,11,15,9,1,11,5,10,13,13,12,66,1,14,18,3,14,17,2,23,2,13,9,9,14,8,4,12,8,8,2,7,1,5,10,3,2,3,7,14,1,10,7,4,9,1,3,2,0,16,6,2,16,9,7,9,10,5,2,10,14,1,5,11,4,1,8,1,8,3,1,4,1,8,4,2,18,2,2,1,9,13,2,2,9,8,4,5,2,7,1,2,3,20,3,3,2,9,7,1,5,6,8,11,5,1,2,1,1,0,5,4,22,5,4,7,1,4,1,1,5,3,1,4,6,1,1,0,2,7,3,7,7,1,0,1,3,3,4,2,3,2,5,1,2,2,2,1,2
